name,source_facility_type,source_id,full_address,provider
CG Masters School of 3D Animation & VFX,Private Institution,AQCO,"323 - 800 Carnarvon Street, New Westminister, British Columbia, Canada, (604)553-2462",Employment and Social Development Canada
Western Community College,Private Institution,AQCQ,"201-209 8318 120 Street, Surrey, British Columbia, Canada, (604)594-3500",Employment and Social Development Canada
Millar College of the Bible - Sunnybrae,Private Institution,AQCS,"3915 Sunnybrae Canoe Pt Road, Tappen, British Columbia, Canada,",Employment and Social Development Canada
Senniyo Aesthetics International School,Private Institution,AQCT,"7300 Westminister Hwy, Richmond, British Columbia, Canada, (604)244-7633",Employment and Social Development Canada
Madlab School of Fitness,Private Institution,AQCV,"1980 Clark Dr, Vancouver, British Columbia, Canada, (604)253-1261",Employment and Social Development Canada
Medical Reception College - Vancouver,Private Institution,AQCW,"820 - 605 Robson Street, Vancouver, British Columbia, Canada, (403)701-2837",Employment and Social Development Canada
Victoria Academy of Dramatic Arts,Private Institution,AQCX,"114-840 Humboldt St., Victoria, British Columbia, Canada, (250)580-2588",Employment and Social Development Canada
In Focus Film School,Private Institution,AQCY,"1-306 Abbott Street, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Sprott Shaw College - Chilliwack,Private Institution,AQCZ,"45860 Cheam Avenue, Chilliwack, British Columbia, Canada,",Employment and Social Development Canada
Sprott Shaw College - Vancouver Seymour,Private Institution,AQDA,"541 Seymour Street, Vancouver , British Columbia, Canada,",Employment and Social Development Canada
Sprott Shaw College - Vancouver Pender,Private Institution,AQDB,"200-789 West Pender Street, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Career City College,Private Institution,AQDC,"201-1634 Harvey Avenue, Kelowna, British Columbia, Canada, (250) 317-2222",Employment and Social Development Canada
Pacific Link College - Surrey,Private Institution,AQDD,"201-10090 152 Streeet, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Infofit Educators,Private Institution,AQDE,"102-1687 West Broadway, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Sterling College,Private Institution,AQDG,"200-1111 Melville Steet, Vancouver, British Columbia, Canada, 604 736-8000",Employment and Social Development Canada
Ashton College - Abbotsford,Private Institution,AQDH,"110-30475 Cardinal Ave, Abbotsford, British Columbia, Canada, 604 625-1150",Employment and Social Development Canada
Create Career College - Burnaby,Private Institution,AQDJ,"650-4789 Kingsway, Burnaby, British Columbia, Canada,",Employment and Social Development Canada
Heritage Community College,Private Institution,AQDK,"8166 128 Street, Unit 110, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Canadian Vocational Training Center,Private Institution,AQDL,"201 Victoria Steet, Prince George, British Columbia, Canada, 250 596-1575",Employment and Social Development Canada
Sterling College - Surrey,Private Institution,AQDO,"320 - 10362 King George Blvd, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Drake Medox College - Surrey,Private Institution,AQDQ,"10590 King George Boulevard, Surrey, British Columbia, Canada, 604-930-4517",Employment and Social Development Canada
Centre of Arts and Technology - Surrey,Private Institution,AQDR,"10060 King George Blvd, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Focus College - Surrey,Private Institution,AQDS,"105, 13655 104th Avenue, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Coquitlam College - Surrey,Private Institution,AQDT,"C350 9801 King George Road, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Canadian Film and Television Institute,Private Institution,AQDU,"150-13151 Vanier Place, Richmond, British Columbia, Canada,",Employment and Social Development Canada
First College - Kelowna,Private Institution,AQDV,"532 Leon Ave, 2nd Floor, Kelowna, British Columbia, Canada,",Employment and Social Development Canada
Lighthouse Labs - Vancouver,Private Institution,AQDW,"600-401 W Georgia St, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Body Bar Academy,Private Institution,AQDY,"#123 3237 King George Blvd, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Canada College Vancouver,Private Institution,AQDZ,"300 - 900 Burrard St., Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Rayway Operator Training School Ltd.,Private Institution,AQEA,"1123 272 Street, Aldergrove, British Columbia, Canada,",Employment and Social Development Canada
BrainStation,Private Institution,AQEB,"455 Granville Street, Suite 400, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Tamwood Careers,Private Institution,AQEC,"200-900 West Pender St., Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Columbia Paramedic Academy - Langley,Private Institution,AQED,"10-8948 202nd Street, Langley, British Columbia, Canada,",Employment and Social Development Canada
Columbia Paramedic Academy - Victoria,Private Institution,AQEE,"5 - 3948 Quadra Street, Victoria, British Columbia, Canada,",Employment and Social Development Canada
Northeastern University - Vancouver,Private Institution,AQEF,"333 Seymour Street, 8th Floor, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
On The Mic Training,Private Institution,AQEG,"101 Powell Street, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Story Institute,Private Institution,AQEH,"320 - 640 W. Broadway, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Collège Éducacentre,Private Institution,AQEI,"842 Thurlow St., Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Canadian School of Natural Nutrition - Vancouver Island,Private Institution,AQEJ,"#208 3045 Douglas Street, Victoria, British Columbia, Canada,",Employment and Social Development Canada
University of British Columbia (UBC),University,AUAA,"Student Financial Aid & Awards, Brock Hall, 1036 - 1874 East Mall, Vancouver, British Columbia, Canada, (604)822-5111",Employment and Social Development Canada
Simon Fraser University,University,AUAE,"Mbc 3200, Office Of The Registrar, 8888 University Drive, Burnaby, British Columbia, Canada, (778) 782-3111",Employment and Social Development Canada
University of Victoria,University,AUAF,"Student Awards , Financial Aid Office, P.O. Box 3025, Victoria, British Columbia, Canada, (250)721-8423",Employment and Social Development Canada
University of Northern British Columbia,University,AUAG,"3333 University Way, Prince George, British Columbia, Canada, 2509606363",Employment and Social Development Canada
Royal Roads University,University,AUAJ,"2005 Sooke Rd., Victoria, British Columbia, Canada, (250) 391-2511",Employment and Social Development Canada
Thompson Rivers University,University,AUAP,"Financial Aid & Awards, 900 McGill Road, Kamloops, British Columbia, Canada, (250) 828-5024",Employment and Social Development Canada
Capilano University,University,AUAV,"2055 Purcell Way, North Vancouver, British Columbia, Canada, (604) 986-1911",Employment and Social Development Canada
Emily Carr University of Art + Design,University,AUAW,"520 E 1 Avenue, Vancouver, British Columbia, Canada, (604) 844-3081",Employment and Social Development Canada
Kwantlen Polytechnic University,University,AUAX,"12666 72 Avenue, Surrey, British Columbia, Canada, (604) 599-2040",Employment and Social Development Canada
University of the Fraser Valley,University,AUAY,"33844 King Road, Abbotsford, British Columbia, Canada, (604) 504-7441",Employment and Social Development Canada
Vancouver Island University,University,AUAZ,"900 5th Street, Nanaimo, British Columbia, Canada, (250) 753-3245",Employment and Social Development Canada
British Columbia Institute of Technology,Technical and Vocational,AVAA,"3700 Willingdon Ave., Burnaby, British Columbia, Canada, (604) 432-8555",Employment and Social Development Canada
Vancouver Community College,Technical and Vocational,AVAD,"250 West Pender St., City Centre, Vancouver, British Columbia, Canada, (604) 443-8408",Employment and Social Development Canada
Body Bar Laser Academy,Technical and Vocational,AVAG,"123 3237 King George Blvd, Surrey, British Columbia, Canada,",Employment and Social Development Canada
Ocean Quest Watersports Ltd.,Technical and Vocational,AVAH,"#107 3790 Canada Way, Burnaby, British Columbia, Canada,",Employment and Social Development Canada
Cambria College - Vancouver,Technical and Vocational,AVAI,"549 Howe Street, Vancouver, British Columbia, Canada, 6044165522",Employment and Social Development Canada
CodeCore College - New Westminster,Technical and Vocational,AVAJ,"#600-628 6th Ave, New Westminster, British Columbia, Canada, 6048094426",Employment and Social Development Canada
Medical Reception College - Langley,Technical and Vocational,AVAK,"#301 20644 Eastleigh Crescent, Langley, British Columbia, Canada,",Employment and Social Development Canada
Q College - Vancouver,Technical and Vocational,AVAL,"700-333 Terminal Ave, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Lighthouse Labs - Victoria,Technical and Vocational,AVAM,"838 Fort Street, Victoria, British Columbia, Canada,",Employment and Social Development Canada
The Cut Fashion Design Academy,Technical and Vocational,AVAO,"1888 West 1st Avenue, Vancouver, British Columbia, Canada,",Employment and Social Development Canada
Justice Institute of British Columbia,Technical and Vocational,AVAX,"715 Mcbride Blvd., New Westminster, British Columbia, Canada, (604)528-5588",Employment and Social Development Canada
Nicola Valley Institute of Technology,Technical and Vocational,AVBA,"Main Campus, 4155 Belshaw Street, Merritt, British Columbia, Canada, 2503783300",Employment and Social Development Canada
