name,source_facility_type,source_id,full_address,provider
Academy of Learning-Scarborough,Private Institution,EQDF,"3585 Lawrence Avenue East, Scarborough, Ontario, Canada, 4164997994",Employment and Social Development Canada
Academy of Learning (Richmond),Private Institution,EQDQ,"8740 Gore Road, Brampton, Ontario, Canada, 9055085791",Employment and Social Development Canada
Academy of Learning (Hamilton),Private Institution,EQDT,"401 Main Street East, Hamilton, Ontario, Canada, (905) 777-8553",Employment and Social Development Canada
"Oxford College of Arts, Business and Technology - Scarborough",Private Institution,EQDX,"670 Progress Avenue, Toronto, Ontario, Canada, 4164398668",Employment and Social Development Canada
Automotive Training Centre - Cambridge,Private Institution,EQEG,"25 Fleming Dr., Cambridge, Ontario, Canada, 5192201650",Employment and Social Development Canada
Grand Health Academy,Private Institution,EQES,"574 Concession St., Hamilton, Ontario, Canada, (905) 385-7727",Employment and Social Development Canada
Elegance School of Healthcare Services and Cosmetology - Cornwall,Private Institution,EQEW,"17357-123 Cornwall Centre Road, Cornwall, Ontario, Canada, 6139333223",Employment and Social Development Canada
Academy of Learning (Toronto/Finch Av West),Private Institution,EQFX,"1280 Finch Avenue West, Suite 112, Toronto, Ontario, Canada, (416) 767-7679",Employment and Social Development Canada
Toronto International Business College,Private Institution,EQGC,"1265 Morningside Ave., Suite 200, Scarborough, Ontario, Canada, 4163350508",Employment and Social Development Canada
Toronto Film School-Davisville Campus,Private Institution,EQGD,"1835 Yonge Street, 2nd Floor, Toronto, Ontario, Canada, (647) 288-8999",Employment and Social Development Canada
North American Trade School,Private Institution,EQGH,"847 Highbury Avenue North, Building 4, London, ON, Ontario, Canada, (519) 963-0680",Employment and Social Development Canada
Trillium College-Burlington,Private Institution,EQGO,"1 - 760 Brant Street, Burlington, Ontario, Canada, (905) 632-3200",Employment and Social Development Canada
CITI COLLEGE OF CANADIAN CAREERS,Private Institution,EQGU,"1448 Lawrence Ave East, Suite 305, Toronto, Ontario, Canada, (416) 441-2900",Employment and Social Development Canada
Academy of Learning - Mississauga East Campus,Private Institution,EQGV,"1310 Dundas Street East, Unit 4, Mississauga, Ontario, Canada, (905) 2736788",Employment and Social Development Canada
The Institute of Technical Trades,Private Institution,EQHE,"749 Warden Avenue, Scarborough, Ontario, Canada, 4167591950",Employment and Social Development Canada
Ottawa Academy,Private Institution,EQHH,"1980 Ogilvie Road, Gloucester Centre, Suite 103, Ottawa, Ontario, Canada, 6137457171",Employment and Social Development Canada
Trillium College-Ottawa,Private Institution,EQIA,"75 Albert St., Suite 101, Ottawa, Ontario, Canada,",Employment and Social Development Canada
Canadian Business College -Scarborough,Private Institution,EQIM,"55 Town Centre Court, Suite 303, Scarborough, Ontario, Canada, 4162906565",Employment and Social Development Canada
Canada Christian College & School of Graduate Theological,Private Institution,EQIN,"300 Water Street, Whitby, Ontario, Canada, (416) 391-5000",Employment and Social Development Canada
Automotive Training Centre,Private Institution,EQIQ,"152 Norseman Street, Toronto, Ontario, Canada, 4162317227",Employment and Social Development Canada
Cts Canadian Career College - Barrie,Private Institution,EQIT,"546 Bryne Drive, Units A & B, Barrie, Ontario, Canada, (705) 495-1200",Employment and Social Development Canada
"Trios College Business, Technology, & Healthcare Inc.",Private Institution,EQIU,"425 Bloor Street East, Suite 200, Toronto, Ontario, Canada, (416) 922-4250",Employment and Social Development Canada
"Trios College Business, Technology & Healthcare Inc.",Private Institution,EQIV,"252 Queen St. E., Suite 200, Brampton, Ontario, Canada, (905) 949-4955",Employment and Social Development Canada
"Trios College Business, Technology & Healthcare Inc.",Private Institution,EQIW,"7610 Tecumseh Road East, Suite 200, Windsor, Ontario, Canada, (519) 945-0770",Employment and Social Development Canada
"Trios College Business, Technology & Healthcare Inc.",Private Institution,EQIX,"55 City Centre Drive, 2nd Floor, Mississauga, Ontario, Canada, 9059494955",Employment and Social Development Canada
"Canadian College of Health, Science & Technology",Private Institution,EQIY,"1737 Walker Road, Windsor, Ontario, Canada, 5199771222",Employment and Social Development Canada
Canadian College of Massage And Hydrotherapy,Private Institution,EQIZ,"405 Maple Grove Road, Unit 3, Cambridge, Ontario, Canada, (519) 650-5533",Employment and Social Development Canada
Westervelt College-Kitchener campus,Private Institution,EQJD,"14 - 248 Stirling Avenue South, Kitchener, Ontario, Canada, 5198950013",Employment and Social Development Canada
Cts Canadian Career College (Sudbury),Private Institution,EQJF,"66 Elm St., Unit 109, Sudbury, Ontario, Canada, (705) 688-1200",Employment and Social Development Canada
Westervelt College - Brantford,Private Institution,EQJH,"39 King George Road, , Brantford, Ontario, Canada, 5197524859",Employment and Social Development Canada
Marca College,Private Institution,EQJI,"85 Royal Crest Court Unit 5, Markham, Ontario, Canada, 4166982558",Employment and Social Development Canada
Algonquin Careers Academy-Mississauga,Private Institution,EQJK,"3025 Hurontario street, Suite 600, Mississauga, Ontario, Canada, (416) 247-9411",Employment and Social Development Canada
Algoma University College,University,EUAA,"1520 Queen St. E., Sault Ste. Marie, Ontario, Canada, (705) 949-2301",Employment and Social Development Canada
Carleton University,University,EUAE,"1125 Colonel By Dr. , Room 202 Robertson Hall, Ottawa, Ontario, Canada, (613) 520-7400",Employment and Social Development Canada
Dominicain University College,University,EUAG,"96 Empress Ave., Ottawa, Ontario, Canada, 6132335696",Employment and Social Development Canada
University of Guelph,University,EUAK,"Student Financial Service, 50 Stone Road East, Guelph, Ontario, Canada, 5198244120",Employment and Social Development Canada
Lakehead University,University,EUAL,"955 Oliver Road, Thunder Bay, Ontario, Canada, 8073438027",Employment and Social Development Canada
Laurentian University,University,EUAM,"Student Awards Office, Ramsey Lake Rd., Sudbury, Ontario, Canada, 7056736519",Employment and Social Development Canada
Mcmaster University,University,EUAN,"Financial Services, 1280 Main Street West, Gilmore Hall-C/O Cashier's Off, Hamilton, Ontario, Canada, 4165259140",Employment and Social Development Canada
University of Ottawa,University,EUAO,"Financial Aid Office, 85 University, rroom 102, Ottawa, Ontario, Canada, (613) 562-5734",Employment and Social Development Canada
Queen's University,University,EUAP,"Student Awards, 74 Union Street, Gordon Hall, Kingston, Ontario, Canada, (613) 533-2216",Employment and Social Development Canada
Royal Military College Registrar's Office,University,EUAS,"P.O. Box 17000, Station Forces, Kingston, Ontario, Canada, 6135416000",Employment and Social Development Canada
St. Paul University,University,EUAU,"223 Main St., Ottawa, Ontario, Canada, (613) 236-1393",Employment and Social Development Canada
University of Toronto (Admission And Awards),University,EUAV,"172 St. George St., Toronto, Ontario, Canada, (416) 978-2190",Employment and Social Development Canada
Trent University Acounts Receivable Dept.,University,EUAW,"Po Box 4800, Peterborough, Ontario, Canada, (705) 748-1011",Employment and Social Development Canada
University of Waterloo,University,EUAX,"Student Aid Office, University Avenue, Waterloo, Ontario, Canada, 5198884567",Employment and Social Development Canada
Western University,University,EUAY,"Student Financial Aid, Western Student Services Bldg, Room 1100, London, Ontario, Canada, 5196612111",Employment and Social Development Canada
Wilfrid Laurier University,University,EUAZ,"75 University Ave W., Waterloo, Ontario, Canada, 5198841970",Employment and Social Development Canada
University of Windsor,University,EUBA,"Cashier's Office, 401 Sunset Ave., Windsor, Ontario, Canada, 5192534232",Employment and Social Development Canada
York University,University,EUBB,"Student Financial Services, 4700 Keele Street, Suite N201, North York, Ontario, Canada, 4167362100",Employment and Social Development Canada
Nipissing University,University,EUBC,"P.O.Box 5002, 100 College Drive, North Bay, Ontario, Canada, 7054743450",Employment and Social Development Canada
Brock University Student Awards Office,University,EUBD,"500 Glenridge Ave., St. Catharines, Ontario, Canada, 4166885550",Employment and Social Development Canada
Ryerson University,University,EUBF,"Carole Scrase, 350 Victoria St., Room L-66-A, Toronto, Ontario, Canada, 4169795027",Employment and Social Development Canada
University of Ontario Institute of Technology,University,EUBS,"2000 Simcoe Street North, Oshawa, Ontario, Canada, (905) 721-3036",Employment and Social Development Canada
Northern Ontario School of Medicine,University,EUBT,"East And West Campuses, C/O 955 Oliver Road, Thunder Bay, Ontario, Canada, 8077667300",Employment and Social Development Canada
Algonquin College of Arts-Ottawa/Perth,Technical and Vocational,EVAA,"Registrar's Office - Roomc150, 1385 Woodroffe Ave., Ottawa, Ontario, Canada, (613) 727-4723",Employment and Social Development Canada
Canadore College of Applied Ar,Technical and Vocational,EVAD,"Box 5001 100 College Dr., North Bay, Ontario, Canada, 7054747600",Employment and Social Development Canada
Conestoga College of Applied Arts & Technology,Technical and Vocational,EVAI,"299 Doon Valley Dr., Kitchener, Ontario, Canada, 5197485220",Employment and Social Development Canada
Confederation College of Applied Arts & Technology,Technical and Vocational,EVAK,"P.O. Box 398, 1450 Nakina Dr., Thunder Bay, Ontario, Canada, 8074756158",Employment and Social Development Canada
Durham College of Applied Arts And Technology,Technical and Vocational,EVAL,"P.O. Box 385 Stn. F, 2000 Simcoe Street North, Oshawa, Ontario, Canada, (905) 721-3036",Employment and Social Development Canada
Fanshawe College of Applied Arts & Technology,Technical and Vocational,EVAM,"Financial Aid Office, Rm#E2020, P.O. Box 7005, 1460 Oxford Street E., London, Ontario, Canada, 5194524277",Employment and Social Development Canada
Niagara College - Timmins,Technical and Vocational,EVAP,"Financial Aid Office, 300 Woodlawn Road, Welland, Ontario, Canada, 9057352211",Employment and Social Development Canada
Centennial College,Technical and Vocational,EVAQ,"P.O. Box 631 - Station ""A"", Scarborough, Ontario, Canada, (416) 289-5000",Employment and Social Development Canada
Northern College of Applied Arts & Technology-Timmins,Technical and Vocational,EVAR,"Financial Aid - Theresa Fudge, P O Box 3211, Highway 101 East, Timmins, Ontario, Canada, (705) 235-7213",Employment and Social Development Canada
Northern College of Applied Arts & Technology-Kirkland Lake,Technical and Vocational,EVAS,"140 Government Rd. E, Kirkland Lake, Ontario, Canada, 7055679291",Employment and Social Development Canada
Northern College of Applied Arts & Technology-Haileybury,Technical and Vocational,EVAT,"640 Latchford St. Postal Bag A, Haileybury, Ontario, Canada, 7036723376",Employment and Social Development Canada
George Brown College of Applie,Technical and Vocational,EVAU,"P.O. Box 1015 Stn. B, Toronto, Ontario, Canada, 4168672464",Employment and Social Development Canada
Georgian College of Applied Arts & Technology,Technical and Vocational,EVAW,"One Georgian Dr., Barrie, Ontario, Canada, 7057281968",Employment and Social Development Canada
Humber College Institute of Technology & Advanced Learning,Technical and Vocational,EVAX,"205 Humber College Blvd., P.O. Box 1900, Etobicoke, Ontario, Canada, (416) 675-3111",Employment and Social Development Canada
Ontario College of Art and Design University,Technical and Vocational,EVAY,"100 Mccaul St., Toronto, Ontario, Canada, 4169776000",Employment and Social Development Canada
Lambton College of Applied Arts & Technology,Technical and Vocational,EVBC,"Box 969, 1457 London Rd., Sarnia, Ontario, Canada, 5195427751",Employment and Social Development Canada
Loyalist College of Applied Ar,Technical and Vocational,EVBF,"Financial Aid Office, Box 4200, Belleville, Ontario, Canada, (613) 969-1913",Employment and Social Development Canada
University of Guelph - Ridgetown College,Technical and Vocational,EVBG,"120 Main Street East, Ridgetown, Ontario, Canada, 5196741610",Employment and Social Development Canada
Cambrian College,Technical and Vocational,EVBH,"1400 Barrydown Rd., Sudbury, Ontario, Canada, 7055668101",Employment and Social Development Canada
St. Clair College of Applied Arts & Technology,Technical and Vocational,EVBJ,"C/O Robert Braidford, Box 11, 2000 Talbot Road W., Windsor, Ontario, Canada, (519) 972-2727",Employment and Social Development Canada
St Lawrence College of Applied Arts & Technology-Cornwall,Technical and Vocational,EVBK,"Windmill Point, Cornwall, Ontario, Canada, 6139336080",Employment and Social Development Canada
St Lawrence College of Applied Arts & Technology-Kingston,Technical and Vocational,EVBL,"Box 6000 King & Portsmouth, Kingston, Ontario, Canada, 6135445400",Employment and Social Development Canada
St Lawrence College of Applied Arts & Technology-Brockville,Technical and Vocational,EVBM,"2288 Parkdale Ave., Brockville, Ontario, Canada, 6133450660",Employment and Social Development Canada
Mohawk College of Applied Arts And Technology,Technical and Vocational,EVBO,"135 Fennell Ave West , Hamilton, Ontario, Canada, 9055751212",Employment and Social Development Canada
Sault College of Applied Arts,Technical and Vocational,EVBP,"Po Box 60 443 Northern Ave., Sault Ste. Marie, Ontario, Canada, (705) 759-6774",Employment and Social Development Canada
Seneca College of Applied Arts & Technology- Newnham/Jane-Toronto,Technical and Vocational,EVBQ,"1750 Finch Avenue East, Toronto, Ontario, Canada, (416) 491-5050",Employment and Social Development Canada
Sheridan College,Technical and Vocational,EVBR,"1430 Trafalgar Road, Oakville, Ontario, Canada, (905) 845-9430",Employment and Social Development Canada
Fleming College - Lindsay,Technical and Vocational,EVBT,"Frost Campus Box 8000 Albert, St. S., Lindsay, Ontario, Canada, (705) 878-9302",Employment and Social Development Canada
"Fleming College -Peterborough, Cobourg, Haileybury",Technical and Vocational,EVBU,"Brealey Campus, 599 Brealy Drive, Peterborough, Ontario, Canada, (705) 749-5530",Employment and Social Development Canada
Michener Institute of Education at UHN,Technical and Vocational,EVBZ,"Health Sciences., 222 St. Patrick Street, Toronto, Ontario, Canada, 4165963143",Employment and Social Development Canada
Niagara Parks Commission School of Horticulture,Technical and Vocational,EVCL,"2565 Niagara Parkway, P.O. Box 150, Niagara Falls, Ontario, Canada, (905) 356-8554",Employment and Social Development Canada
College D'Alfred,Technical and Vocational,EVCN,"31 Rue St. Paul, Alfred, Ontario, Canada, 6136792218",Employment and Social Development Canada
La Cite Collegiale,Technical and Vocational,EVDB,"801 Aviation Parkway, Ottawa, Ontario, Canada, 6137862400",Employment and Social Development Canada
College Boreal,Technical and Vocational,EVDQ,"21 Boulevard Lasalle, Sudbury, Ontario, Canada, 7055606673",Employment and Social Development Canada
Algonquin College of Applied Arts & Technology (Pembroke),Technical and Vocational,EVDU,"1 College Way, Pembroke, Ontario, Canada, 6137354700",Employment and Social Development Canada
RESERVIST benefit for F/T students,Miscellaneous,ZZAA,"P.O. Box 2090, Postal Station ""D"", Ottawa, Ontario, Canada,",Employment and Social Development Canada
