,name,ages,infant,toddler,school_age,full_address,province,city,provider
422,Starchild Montessori Waldorf Centre,Infant Toddler Preschool,Y,Y,N,Nightingale RD. Mill Bay BC,British Columbia,Mill Bay,GoDayCare.com
423,Baby Bears Ltd.,Infant Toddler,Y,Y,N,7973 Dunsmuir street Mission BC,British Columbia,Mission,GoDayCare.com
424,Barley's Place Family Child Care,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,McRae Ave Mission BC,British Columbia,Mission,GoDayCare.com
425,Care-a-lot Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,D'Herbomez Dr Mission BC,British Columbia,Mission,GoDayCare.com
426,Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Charnley Drive Mission BC,British Columbia,Mission,GoDayCare.com
427,Chrissy's Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,12 Topper DR Mission BC,British Columbia,Mission,GoDayCare.com
428,Circles Squares And Bears Family Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,33809 Blueberry Drive Mission BC,British Columbia,Mission,GoDayCare.com
429,Exploringminds Childcare Center,Infant Toddler Preschool,Y,Y,N,32676 Stokes Ave Mission BC,British Columbia,Mission,GoDayCare.com
430,Little Bugs Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,7703 Cedar St MIssion BC,British Columbia,Mission,GoDayCare.com
431,Lori's Place,Schoolage,N,N,Y,32744 Adams Avenue Mission BC,British Columbia,Mission,GoDayCare.com
432,Lucia's Angel Bear Family Daycare,Infant Toddler Preschool,Y,Y,N,Fleming Avenue Mission BC,British Columbia,Mission,GoDayCare.com
433,ALL ABOARD FAMILY CHILD CARE,Toddler Preschool,N,Y,N,544 Weber St Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
435,Barefoot Beginnings Child Care,Infant Toddler Preschool,Y,Y,N,Watfield Avenue Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
436,Barrel Of Monkeys Daycare,Infant Toddler Preschool,Y,Y,N,Mallard Drive Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
437,Boogle's Korner Family Childcare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Carnduff place Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
438,BOUNCY BALL FAMILY DAYCARE,Infant Toddler Preschool,Y,Y,N,Haliday cres Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
439,Crazy 4 Kids,Toddler Preschool,N,Y,N,5305 Cascara Drive Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
440,Fletchers Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,302 3185 Barons Road Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
441,Gracious Hearts Childcare,Infant Toddler Preschool,Y,Y,N,411 Eighth St. Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
442,Helping Hands Multi-Age Family Daycare,Infant Toddler Preschool,Y,Y,N,Metral Drive Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
443,Hill Side Scampers Family Childcare,Infant Toddler Preschool,Y,Y,N,2230 Arbot Road Nanaimo BC,British Columbia,Nanaimo,GoDayCare.com
444,Over The Rainbow Family Childcare,Toddler Preschool,N,Y,N,Northwest Bay RD Nanoose Bay BC,British Columbia,Nanoose Bay,GoDayCare.com
445,A Diamond Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,807 Sangster Place New Westminster BC,British Columbia,New Westminster,GoDayCare.com
446,Bananas Family Daycare,Infant Toddler Preschool,Y,Y,N,10th Ave New Westminster BC,British Columbia,New Westminster,GoDayCare.com
447,Bonjour Mes Amis Family Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,501 Garfield Street New Westminster BC,British Columbia,New Westminster,GoDayCare.com
448,Cambridge Montessori Children's Centre,Kindergarten Preschool Schoolage,N,Y,Y,"57 Seventh Ave., Grace Hall New Westminster BC",British Columbia,New Westminster,GoDayCare.com
449,Fraser Montessori Daycare,Infant Toddler,Y,Y,N,1917 Marine Way New Westminster BC,British Columbia,New Westminster,GoDayCare.com
450,Fraser Montessori Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1408 5th AVE New Westminster BC,British Columbia,New Westminster,GoDayCare.com
451,Fraser Montessori Daycare,Kindergarten Preschool,N,Y,N,1408 1408 5th ave New Westminster BC,British Columbia,New Westminster,GoDayCare.com
452,Fraser Montessori Daycare,Infant Toddler,Y,Y,N,835 Surrey Street New Westminster BC,British Columbia,New Westminster,GoDayCare.com
453,Frog Hollow Montessori House,Kindergarten Preschool Schoolage,N,Y,Y,529 Queens Avenue New Westminster BC,British Columbia,New Westminster,GoDayCare.com
454,Happy Family Child Care,Infant Toddler Preschool,Y,Y,N,416 4th Street New Westminster BC,British Columbia,New Westminster,GoDayCare.com
455,Stella Childcare Centre,Infant Toddler,Y,Y,N,563 West 23Rd Street North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
456,Anita Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Fromme Road North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
457,Back To Basics Daycare,Infant Toddler Preschool,Y,Y,N,209 West 13th Street North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
458,BUTTERFLY GARDEN CHILDCARE CENTER,Infant Toddler Kindergarten,Y,Y,N,4990 Ranger Avenue North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
459,Cedar Mill Childcare,Infant Toddler,Y,Y,N,Duchess Ave North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
460,Cousteau,Kindergarten Preschool Schoolage,N,Y,Y,3657 Fromme rd North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
461,Creative Children Daycare,Toddler Preschool,N,Y,N,864 east 29 street North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
462,Discovery Castle Children Academy,Infant Toddler Preschool,Y,Y,N,340 East 23 St North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
463,EDGEMONT VILLAGE DAY CARE,Infant Toddler Kindergarten Preschool,Y,Y,N,RUBY AVE NORTH VANCOUVER BC,British Columbia,North Vancouver,GoDayCare.com
464,First Step Child Center,Infant Toddler Kindergarten Preschool,Y,Y,N,1101 West 26th street North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
465,Growing Step By Step Daycare Ltd,Infant Toddler Preschool,Y,Y,N,2339 Whitman Ave North Vancouver BC,British Columbia,North Vancouver,GoDayCare.com
466,Little Wonders Childcare,Toddler Kindergarten Preschool,N,Y,N,750 Merlot Ave Oliver BC,British Columbia,Oliver,GoDayCare.com
467,OES Chilcare,Kindergarten Preschool Schoolage,N,Y,Y,809 School Ave Oliver BC,British Columbia,Oliver,GoDayCare.com
468,Bugs N Butterflies FCC,Infant Toddler Preschool,Y,Y,N,224 Potlatch St Parksville BC,British Columbia,Parksville,GoDayCare.com
469,Kid's Connection,Kindergarten Preschool Schoolage,N,Y,Y,145 Middle Bench Rd S Penticton BC,British Columbia,Penticton,GoDayCare.com
470,Reggio Explorers Early Learning Centre,Preschool,N,Y,N,216 Hastings Ave Penticton BC,British Columbia,Penticton,GoDayCare.com
471,Best Friends Children's Centre Inc,Infant Toddler Kindergarten Schoolage,Y,Y,Y,106 & 201-19141 Ford Road Pitt Meadows BC,British Columbia,Pitt Meadows,GoDayCare.com
472,Canyon Springs Montessori Academy,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,18477 Old Dewdney Trunk Rd. Pitt Meadows BC,British Columbia,Pitt Meadows,GoDayCare.com
473,Little Jac's Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,19800 Lougheed Hwy Pitt Meadows BC,British Columbia,Pitt Meadows,GoDayCare.com
474,Meadows Family Child Care,Kindergarten Schoolage,N,Y,Y,116A AVE Pitt Meadows BC,British Columbia,Pitt Meadows,GoDayCare.com
475,Northside Childcare Facility,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Westminster Avenue Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
476,All Aboard Child Care,Infant Toddler,Y,Y,N,1620 Western dr Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
477,Anna's Playhouse Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,2581 kitchenerav Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
478,Bouncing Bunnies Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Coast Meridian rd Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
479,Bouncing Bunnies Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Pinemont Ave Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
480,Bright Steps Early Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Westminster Avenue Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
481,Cats Kids,Kindergarten Schoolage,N,Y,Y,2352 Pitt River Road Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
482,Creative Kids Childcare Learning Centre Inc.,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1144 Confederation Drive Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
483,Early Learning Childcare Cenrte,Infant Toddler Preschool,Y,Y,N,101 3200 Westwood St. Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
484,Friendly Explorers Child Care Centre,Toddler Preschool,N,Y,N,101 2248 Elgin Avenue Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
485,Garderie Des Ã‰toiles (Licensed Bilingual Daycare),Infant Toddler Kindergarten Preschool,Y,Y,N,29 2287 argue st Port Coquitlam BC,British Columbia,Port Coquitlam,GoDayCare.com
486,Green Apple Daycare Port Moody (2nd Location Coquitlam),Toddler Kindergarten Preschool Schoolage,N,Y,Y,1790 Ioco Road Port Moody BC,British Columbia,Port Moody,GoDayCare.com
487,Aspenwood Child Care,Kindergarten Schoolage,N,Y,Y,180 Aspenwood Drive Port Moody BC,British Columbia,Port Moody,GoDayCare.com
488,Constellations Montessori Daycare,Preschool,N,Y,N,122 Moody Street Port Moody BC,British Columbia,Port Moody,GoDayCare.com
489,Dora Family Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,aspenwood drive Port Moody BC,British Columbia,Port Moody,GoDayCare.com
490,Dora Family Daycare,Infant Toddler Preschool,Y,Y,N,138 Aspenwood Drive Port Moody BC,British Columbia,Port Moody,GoDayCare.com
492,Kinder Joy Daycare,Toddler Preschool,N,Y,N,406 Glencoe Dr Port Moody BC,British Columbia,Port Moody,GoDayCare.com
493,Port Moody Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,2717 St Johns Street Port Moody BC,British Columbia,Port Moody,GoDayCare.com
494,Amazing Kids,Toddler Preschool,N,Y,N,Michener Crescent Prince George BC,British Columbia,Prince George,GoDayCare.com
495,Aunty Bubbles Family Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,2053 Bittner Road West Prince George BC,British Columbia,Prince George,GoDayCare.com
496,BLCC,Toddler Kindergarten Preschool Schoolage,N,Y,Y,St Lawrence Ave Prince George BC,British Columbia,Prince George,GoDayCare.com
497,Choices Family Childcare Service3,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Laurier Crescent Prince George BC,British Columbia,Prince George,GoDayCare.com
498,Duchess Early Learning Centre,Preschool,N,Y,N,810 Winnipeg Street Prince George BC,British Columbia,Prince George,GoDayCare.com
499,Giggles And Stickers Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,6824 Glenview Drive Prince George BC,British Columbia,Prince George,GoDayCare.com
500,LA Promotions Family Fun Centre (After School Care),Schoolage,N,N,Y,2588 Rec Place Prince George BC,British Columbia,Prince George,GoDayCare.com
501,Two Grandma's DayCare,Toddler Preschool,N,Y,N,Kelly st South basement Prince George BC,British Columbia,Prince George,GoDayCare.com
502,L'll Lighthouse Christian Preschool,Preschool,N,Y,N,Village Way Qualicum Beach BC,British Columbia,Qualicum Beach,GoDayCare.com
503,Doherty's Dayhome,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1718 Beach Cres Quesnel BC,British Columbia,Quesnel,GoDayCare.com
504,Treasure Box Learning Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1409 Lewis Drive Quesnel BC,British Columbia,Quesnel,GoDayCare.com
505,Creative Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,7271 Francis Road Richmond BC,British Columbia,Richmond,GoDayCare.com
506,Kids R Us,Infant Toddler,Y,Y,N,11600 aztec st Richmond BC,British Columbia,Richmond,GoDayCare.com
507,ABC,Infant,Y,N,N,abc Richmond BC,British Columbia,Richmond,GoDayCare.com
508,Brighouse United Church Daycare,Toddler Kindergarten Preschool,N,Y,N,8151 Bennett Road Richmond BC,British Columbia,Richmond,GoDayCare.com
509,Children's Palace Day Care,Infant Toddler Kindergarten Preschool,Y,Y,N,3820 Stolberg st Richmond BC,British Columbia,Richmond,GoDayCare.com
510,Choo Choo Train Montessori Learning Centre,Toddler Preschool,N,Y,N,"Geal Road, Richmond Richmond BC",British Columbia,Richmond,GoDayCare.com
511,Colorful World Montessori,Infant Toddler Preschool,Y,Y,N,9780 Cambie Rd. Richmond BC,British Columbia,Richmond,GoDayCare.com
512,Creative Adventures Preschool,Kindergarten Preschool Schoolage,N,Y,Y,11511 King Road Richmond BC,British Columbia,Richmond,GoDayCare.com
514,Crystal Star Daycare,Infant Toddler,Y,Y,N,10631 Gilmore Crescent Richmond BC,British Columbia,Richmond,GoDayCare.com
515,"Discovery Montessori Preschool, Daycare",Toddler Kindergarten Preschool Schoolage,N,Y,Y,6211 Forsyth Crescent Richmond BC,British Columbia,Richmond,GoDayCare.com
516,Fantasy Island,Toddler Kindergarten Preschool,N,Y,N,9711 Geal RD Richmond BC,British Columbia,Richmond,GoDayCare.com
517,Golden Bear Children's Centre,Infant Toddler Preschool Schoolage,Y,Y,Y,Spokane Street Rossland BC,British Columbia,Rossland,GoDayCare.com
518,Kim's Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,1890 Okanagan Ave. SE Salmon Arm BC,British Columbia,Salmon Arm,GoDayCare.com
519,Sunny Sky Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,5371 Mayfair Road Salmon Arm BC,British Columbia,Salmon Arm,GoDayCare.com
520,A Stumbling Tot Childcare Center,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,125-5373 Peach Road Sardis BC,British Columbia,Sardis,GoDayCare.com
521,Binky's Child-Minding Service,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Cowichan Street Sardis BC,British Columbia,Sardis,GoDayCare.com
522,Little People Daycare After School Care,Kindergarten Schoolage,N,Y,Y,45740 Thomas Road Sardis BC,British Columbia,Sardis,GoDayCare.com
523,Adel's Play N Discovery House,Preschool,N,Y,N,"2146 Beacon Avenue, West Sidney BC",British Columbia,Sidney,GoDayCare.com
524,Ashleys Playhouse,Infant Toddler,Y,Y,N,fifth Sidney BC,British Columbia,Sidney,GoDayCare.com
525,HOPE,Infant Toddler Preschool,Y,Y,N,Bowerbank Road Sidney BC,British Columbia,Sidney,GoDayCare.com
526,Positive Path Early Learning,Preschool,N,Y,N,2269 Mills Road Sidney BC,British Columbia,Sidney,GoDayCare.com
527,"Choo Choo, Let's Go! Childcare Centre - Centre De Garde",Infant Toddler Preschool,Y,Y,N,2340 Sunriver Way Sooke BC,British Columbia,Sooke,GoDayCare.com
528,"CJ's Playhouse, Licensed Family Child Care",Infant Toddler Preschool,Y,Y,N,Charters Rd Sooke BC,British Columbia,Sooke,GoDayCare.com
529,Evolution Child Development Centre,Preschool,N,Y,N,6638 Eakin Drive Sooke BC,British Columbia,Sooke,GoDayCare.com
530,Funky Monkey Daycare,Infant Toddler Preschool,Y,Y,N,Stone Hearth Lane Sooke BC,British Columbia,Sooke,GoDayCare.com
531,Happy Face Day Care,Infant Toddler Preschool,Y,Y,N,2659A Otter Point Rd Sooke BC,British Columbia,Sooke,GoDayCare.com
532,Kid's Cottage Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,6760 Steeple Chase Sooke BC,British Columbia,Sooke,GoDayCare.com
533,Kyla's Country Corner Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Country Rd. Sooke BC,British Columbia,Sooke,GoDayCare.com
534,Lyrics And Laughter Licensed Family Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Otter Point Rd. Sooke BC,British Columbia,Sooke,GoDayCare.com
535,MamaMitchelli's Kids Courier Service,Kindergarten Preschool Schoolage,N,Y,Y,Otter Point Road Sooke BC,British Columbia,Sooke,GoDayCare.com
536,One Village Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,6853 Grant Rd West Sooke BC,British Columbia,Sooke,GoDayCare.com
537,Moussi Montessori,Toddler Preschool,N,Y,N,38647 Buckley Avenue Squamish BC,British Columbia,Squamish,GoDayCare.com
538,Mumpy's Squamish Playhouse,Infant Toddler Preschool,Y,Y,N,The Crescent Squamish BC,British Columbia,Squamish,GoDayCare.com
539,Tot's Club Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Manquam Area Squamish BC,British Columbia,Squamish,GoDayCare.com
540,5 Stars Daycare,Infant Toddler,Y,Y,N,58th Ave. Surrey BC,British Columbia,Surrey,GoDayCare.com
541,A Child's Mind Family Daycare,Toddler Preschool,N,Y,N,113th Avenue Surrey BC,British Columbia,Surrey,GoDayCare.com
542,AB Angels Childcare And Learning Centre,Toddler Preschool Schoolage,N,Y,Y,127 Street Surrey BC,British Columbia,Surrey,GoDayCare.com
543,Al Mustafa Academy,Toddler Preschool,N,Y,N,10535 135A Street Surrey BC,British Columbia,Surrey,GoDayCare.com
544,Amazing Grace Childcare Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,10816 155A ST Surrey BC,British Columbia,Surrey,GoDayCare.com
545,Anju's Day Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,8655 king george hwy surrey BC,British Columbia,Surrey,GoDayCare.com
546,Anju's Day Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,105 8655 king george hwy Surrey BC,British Columbia,Surrey,GoDayCare.com
547,Apple Tree Childcare Center,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,5482-124B 5482 124B Street Surrey BC,British Columbia,Surrey,GoDayCare.com
548,Art And Play Daycare,Infant Toddler,Y,Y,N,"2318, 156th Street, Surrey Surrey BC",British Columbia,Surrey,GoDayCare.com
549,Busy Bumble Bees,Infant Toddler,Y,Y,N,terrace Terrace BC,British Columbia,Terrace,GoDayCare.com
550,Piccola Casa Lincesed Family Childcare,Infant Toddler Preschool,Y,Y,N,133 1st Avenue W Vancouver BC,British Columbia,Vancouver,GoDayCare.com
551,'Amiguitos' Little Friends Family Daycare,Infant Toddler Preschool,Y,Y,N,8460 Duff St. Vancouver BC,British Columbia,Vancouver,GoDayCare.com
552,'La Calypso',Preschool,N,Y,N,1555 west 7th st Vancouver BC,British Columbia,Vancouver,GoDayCare.com
553,A-1 Montessori Learning Centre,Toddler Kindergarten Preschool,N,Y,N,2001 West 37th Ave Vancouver BC,British Columbia,Vancouver,GoDayCare.com
554,Acadia Park Preschool,Toddler Kindergarten Preschool Schoolage,N,Y,Y,2750 Acadia Park Lane Vancouver BC,British Columbia,Vancouver,GoDayCare.com
555,Acorn-Eight Oaks Day Care Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,3637 Cambie Street Vancouver BC,British Columbia,Vancouver,GoDayCare.com
556,Alison's Famliy Daycare,Infant Toddler Preschool,Y,Y,N,3588 W 37th Ave Vancouver BC,British Columbia,Vancouver,GoDayCare.com
557,Anahid Family ChildCare,Infant Toddler,Y,Y,N,1000 Beach Ave Vancouver BC,British Columbia,Vancouver,GoDayCare.com
558,Bayshore Gardens Children'S Centre,Infant Toddler Preschool,Y,Y,N,581 Cardero Street Vancouver BC,British Columbia,Vancouver,GoDayCare.com
559,Bayview Community Preschool,Kindergarten Preschool Schoolage,N,Y,Y,2251 Collingwood Street Vancouver BC,British Columbia,Vancouver,GoDayCare.com
560,Beach YMCA Daycare,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1475 Burrard Street Vancouver BC,British Columbia,Vancouver,GoDayCare.com
561,A Mothers Touch Licensed Family Daycare,Infant Toddler Preschool,Y,Y,N,2812 Lardeau Way Vernon BC,British Columbia,Vernon,GoDayCare.com
562,Arc-en-ciel - Rainbow Child Enrichment Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,2903 24th St. Vernon BC,British Columbia,Vernon,GoDayCare.com
563,Arc-en-ciel Rainbow Child Enrichment Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,2903 24th St. Vernon BC,British Columbia,Vernon,GoDayCare.com
564,Funfer All Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,17th Ave Vernon BC,British Columbia,Vernon,GoDayCare.com
565,Little Pals Family Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3417 15 Avenue Vernon BC,British Columbia,Vernon,GoDayCare.com
566,Sara's Home Daycare,Infant Toddler Preschool,Y,Y,N,3807 32nd ave Vernon BC,British Columbia,Vernon,GoDayCare.com
567,Quails' Nest Daycare,Infant Toddler Preschool,Y,Y,N,Camden Ave. Victoria BC,British Columbia,Victoria,GoDayCare.com
568,A Growing Place Early Childhood Centre,Preschool,N,Y,N,4749 William Head Road Victoria BC,British Columbia,Victoria,GoDayCare.com
569,A To Z Kids Care,Toddler Preschool,N,Y,N,EDGEMONT ROAD Victoria BC,British Columbia,Victoria,GoDayCare.com
570,Abc Infant Care,Infant Toddler Preschool,Y,Y,N,2700 Scott Street Victoria BC,British Columbia,Victoria,GoDayCare.com
571,Abc Kindergarten,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,1750 Haultain Street Victoria BC,British Columbia,Victoria,GoDayCare.com
572,Allison'S Wonderland Child Care Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,121 Obed Avenue Victoria BC,British Columbia,Victoria,GoDayCare.com
573,Anklebyters Out Of School Care,Schoolage,N,N,Y,3751 Grange Road Victoria BC,British Columbia,Victoria,GoDayCare.com
574,Arbutus Grove Children'S Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,3905 Haro Road Victoria BC,British Columbia,Victoria,GoDayCare.com
575,ArtsCalibre Academy,Preschool,N,Y,N,3031 Quadra Street Victoria BC,British Columbia,Victoria,GoDayCare.com
576,Beacon Gardens Early Childhood Centre,Toddler Kindergarten Preschool Schoolage,N,Y,Y,117 St. Andrews Street Victoria BC,British Columbia,Victoria,GoDayCare.com
577,Beacon Gardens Too,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,520 Niagara Street Victoria BC,British Columbia,Victoria,GoDayCare.com
578,A PLUS DAYCARE,Infant Toddler,Y,Y,N,MACBETH CRESCENT West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
579,Child Connect Early Learning Center,Preschool,N,Y,N,1305 Taylor Way West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
580,Eagle Harbour Montessori Childcare,Kindergarten Preschool Schoolage,N,Y,Y,5575 Marine Drive West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
581,HAR EL,Preschool,N,Y,N,1305 TAYLOR WAY West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
582,Pauline Johnson Playschool,Preschool,N,Y,N,1150 22nd of west vancouver West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
583,Petit PJ Preschool,Preschool,N,Y,N,1150 22nd Street West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
584,PJ Kids Club,Toddler Kindergarten Preschool Schoolage,N,Y,Y,1150 22nd Street West Vancouver BC,British Columbia,West Vancouver,GoDayCare.com
585,Creative Minds,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,webber Westbank BC,British Columbia,Westbank,GoDayCare.com
586,Morning Dove Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Elk Road Westbank BC,British Columbia,Westbank,GoDayCare.com
587,"TLC For Kids, Ltd",Toddler Kindergarten Preschool Schoolage,N,Y,Y,104-2081 McDougall Road Westbank BC,British Columbia,Westbank,GoDayCare.com
588,Wee Care Family Childcare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,0000 Mcallister rd Westbank BC,British Columbia,Westbank,GoDayCare.com
589,West Kelowna Learning Centre,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,3660 Brown Road Westbank BC,British Columbia,Westbank,GoDayCare.com
590,Babysitting Whistler,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,4368 Main Street Whistler BC,British Columbia,Whistler,GoDayCare.com
591,Mumpys Whistler Playhouse,Infant Toddler Preschool,Y,Y,N,1500 Spring Creek drive Whistler BC,British Columbia,Whistler,GoDayCare.com
592,Nature's Kids Educational Child Care,Toddler Kindergarten Preschool,N,Y,N,9362 Mountview Rd Winfield BC,British Columbia,Winfield,GoDayCare.com
593,Take Your Time Child Care,Toddler Kindergarten Preschool,N,Y,N,Pretty Road Winfield BC,British Columbia,Winfield,GoDayCare.com
594,Kiddie Sunshine Centre,Infant,Y,N,N,54 Centre Street Altona MB,Manitoba,Altona,GoDayCare.com
595,Peggy's Home Daycare,Toddler Preschool,N,Y,N,Park Ave Beausejour MB,Manitoba,Beausejour,GoDayCare.com
596,Munchkinland,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,keays st Dauphin MB,Manitoba,Dauphin,GoDayCare.com
597,Home Away From Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,33087 Suthwyn Rd Dugald MB,Manitoba,Dugald,GoDayCare.com
598,Elm Creek Stay And Play Centre,Infant,Y,N,N,194 Gordon Avenue Elm Creek MB,Manitoba,Elm Creek,GoDayCare.com
599,Fisher Branch Care-A-Lot For Tots Inc.,Infant Preschool Schoolage,Y,Y,Y,P.o. Box 215 Fisher Branch MB,Manitoba,Fisher Branch,GoDayCare.com
600,J. A. Cuddy Child Care Centre,Infant,Y,N,N,5 Main Street FLIN FLON MB,Manitoba,Flin Flon,GoDayCare.com
601,Daily Discoveries,Infant,Y,N,N,106 Burrows Avenue Gilbert Plains MB,Manitoba,Gilbert Plains,GoDayCare.com
602,Hartney Tiny Tot Junction,Infant,Y,N,N,415 Centennial Street Hartney MB,Manitoba,Hartney,GoDayCare.com
603,William And Jacks Place,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Abbeydale Crescent. Manitou MB,Manitoba,Manitou,GoDayCare.com
604,Lil Tots Day Care,Toddler Kindergarten Preschool Schoolage,N,Y,Y,Front Street Melita MB,Manitoba,Melita,GoDayCare.com
605,Morden Community Child Care Centre,Infant,Y,N,N,5 Rampton Street Morden MB,Manitoba,Morden,GoDayCare.com
606,Niverville Home Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Southpark Dr Niverville MB,Manitoba,Niverville,GoDayCare.com
607,La Garderie Arc-En-Ciel,Infant,Y,N,N,123 Rogers Rue Notre Dame De Lourdes MB,Manitoba,Notre Dame De Lourdes,GoDayCare.com
608,Robyn's Home Daycare,Infant Toddler Kindergarten Preschool,Y,Y,N,Manitoba Avenue Selkirk MB,Manitoba,Selkirk,GoDayCare.com
609,Kids R Kids Daycare,Infant Toddler Kindergarten Preschool Schoolage,Y,Y,Y,Box 883 Shilo MB,Manitoba,Shilo,GoDayCare.com
