,name,source_full_address,full_address,street_number,street_name,unit,city,province,provider
37715,Pure Smiles,216 elgar Ile Des Soeurs QC,216 elgar ,216,elgar,,Ile Des Soeurs,Quebec,GoDayCare.com
31405,MIFO √âcole des pins,,Nan,1487,Ridgebrook Promenade,,Ottawa,ON,Province of Ontario
14021,ALPHABET DAYCARE,150 6005 67A STREET,150 6005 67A Street,150,6005 67a street,,RED DEER,,Province of Alberta
41220,Bumble Bee Family Child Care,38246 Myrtlewood Cres,38246 Myrtlewood Cres,38246,myrtlewood cres,,Squamish,,Province of British Columbia
43689,Creative Beginnings Child Care Center,6878 142Nd St,6878 142Nd St,6878,142nd st,,Surrey,,Province of British Columbia
9977,BEAR FAMILY CHILDREN'S CENTER OSC,509 KING STREET,509 King Street,509,king street,,SPRUCE GROVE,,Province of Alberta
36248,Bradford Childcare,73 Corwin Dr Bradford ON,73 corwin dr ,73,corwin dr,,Bradford,Ontario,GoDayCare.com
20098,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
43046,North Star Montessori,1325 East Keith Rd,1325 East Keith Rd,1325,east keith rd,,North Vancouver,,Province of British Columbia
15301,GLAMORGAN CHILDREN'S CENTRE (PFSAC),4207 41 AVE SW,4207 41 Ave Sw,4207,41 ave sw,,CALGARY,,Province of Alberta
30603,Kinder-Kids Early Years Inc.,,Nan,1035,Concession Street,,Russell,ON,Province of Ontario
35286,Sunny Sky Childcare,5371 Mayfair Road Salmon Arm BC,5371 mayfair road ,5371,mayfair road,,Salmon Arm,British Columbia,GoDayCare.com
11524,YMCA WESTVIEW OUT OF SCHOOL CARE,407 WOLVERINE DRIVE,407 Wolverine Drive,407,wolverine drive,,FORT MCMURRAY,,Province of Alberta
24492,GARDERIE LA PETITE ESCALE INC.,"2065, boulevard Bastien","2065, Boulevard Bastien",2065,boulevard bastien,,Québec,,Province of Quèbec
41891,Makannah's Daycare,5212 Lynn Pl,5212 Lynn Pl,5212,lynn pl,,Delta,,Province of British Columbia
38481,Happy Days Daycare,533 Conception Bay Highway,533 Conception Bay Highway,533,conception bay highway,,Holyrood,,Province of Newfoundland and Labrador
15696,LIL' DREAMERS DAYCARE,11-315 10 AVENUE,11 315 10 Avenue,11 315,10 avenue,,CARSTAIRS,,Province of Alberta
31049,SCHOOL AGE PROGRAM - ST. BERNADETTE CATHOLIC SCHOOL,,Nan,155,Tweedsmuir Avenue,,London,ON,Province of Ontario
20591,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
13708,FLEDGLINGS EDUCARE CENTRE,"#4, 1110 CANTERBURY DRIVE SW",#4 1110 Canterbury Drive Sw,1110,canterbury drive sw,#4,CALGARY,,Province of Alberta
26527,CENTRE DE LA PETITE ENFANCE ROSAMIE,"6500, boulevard Arthur-Sauvé, bureau 400","6500, Boulevard Arthur Sauvé, Bureau 400",boulevard arthur sauvé,bureau 400,6500,Laval,,Province of Quèbec
17732,ADVENTURES CHILD CARE 1,9603 5 ST. SE,9603 5 St Se,9603,5 st se,,CALGARY,,Province of Alberta
43371,Tots Of Fun Daycare,14629 102 Ave,14629 102 Ave,14629,102 ave,,Surrey,,Province of British Columbia
9887,UNIVERSITY TENDER LOVING OUT OF SCHOOL CARE,11224 76 AVENUE,11224 76 Avenue,11224,76 avenue,,EDMONTON,,Province of Alberta
16318,GROW AND LEARN CHILDCARE AND PRESCHOOL,11 CRANARCH ROAD SE,11 Cranarch Road Se,11,cranarch road se,,CALGARY,,Province of Alberta
10375,LITTLE OTTERS DAY CARE CENTRE,4409 BLACK GOLD DRIVE,4409 Black Gold Drive,4409,black gold drive,,LEDUC,,Province of Alberta
11478,BOYS AND GIRLS CLUB OUT OF SCHOOL CARE PROGRAM,76 SUNSET BLVD,76 Sunset Blvd,76,sunset blvd,,WHITECOURT,,Province of Alberta
28529,Bobcaygeon Schoolage Club,,Nan,30,Balaclava Street,,Bobcaygeon,ON,Province of Ontario
494,Garderie Cooprative de Rogersville,2 65 rue De L'cole Rogersville E4Y 1V4 (506) 623-8069,"2 65 Rue De L'Cole Rogersville   623 8069NB, Canada",,,,,,Province of New Brunswick
28384,Ascot Avenue Community Daycare,,Nan,991,St. Clair Avenue,,Toronto,ON,Province of Ontario
42680,Summer Breeze Early Care And Learning Centre,1028 Lomalinda Dr,1028 Lomalinda Dr,1028,lomalinda dr,,Victoria,,Province of British Columbia
3168,FORT ROAD DAY CARE,176/204/208 MANNING CROSSING,176/204/208 Manning Crossing,176/204/208,manning crossing,,EDMONTON,,Province of Alberta
39700,La Calypso,227 - 1555 W 7Th Ave,227 1555 W 7Th Ave,227,1555 w 7th ave,,Vancouver,,Province of British Columbia
7515,KIDS & COMPANY-JAGARE RIDGE,201-14246 28 AVENUE SW,201 14246 28 Avenue Sw,201,14246 28 avenue sw,,EDMONTON,,Province of Alberta
35393,Club Des Amis 4,1410 Miramichi Avenue Bathurst NB,1410 miramichi avenue ,1410,miramichi avenue,,Bathurst,New Brunswick,GoDayCare.com
24170,C.P.E. PETIT À PETIT,"500, rue Duvernay","500, Rue Duvernay",500,rue duvernay,,Verchères,,Province of Quèbec
33436,Upper Canada Child Care Centres - Wismer Child Care,,Nan,171,Mingay Avenue,,Markham,ON,Province of Ontario
473,GARDERIE CHEZ ALINOU,16 Street Paul Grand-Barachois E4P 7Y5 (506) 351-0904,"16 Street Paul Grand Barachois   351 0904NB, Canada",,,,,,Province of New Brunswick
29778,First Baptist Church Teddy Bear Day Care St. Bernadette Site,,Nan,870,Auger Street,,Sudbury,ON,Province of Ontario
25756,CENTRE DE LA PETITE ENFANCE MAISON BELZ,"6508, avenue Durocher","6508, Avenue Durocher",6508,avenue durocher,,Outremont,,Province of Quèbec
24390,CENTRE DE LA PETITE ENFANCE DE L'ANSE AUX LIEVRES INC.,"330, rue de la Croix-Rouge, local A101","330, Rue De La Croix Rouge, Local A101",rue de la croix rouge,local a101,330,Québec,,Province of Quèbec
4405,CHAPPELLE DAYCARE,410 CHAPPELLE DRIVE SW,410 Chappelle Drive Sw,410,chappelle drive sw,,EDMONTON,,Province of Alberta
8413,KIDS@ CHURCHILL PARK PUMP-KIN PATCH,"3RD FLOOR, WEST TOWER, SUNCOR ENERGY CEN",3Rd Floor West Tower Suncor Energy Cen,3rd floor,west tower suncor energy cen,,CALGARY,,Province of Alberta
24058,LE ROYAUME DES ENFANTS DE ST-LAZARE II INC.,"2222, chemin Sainte-Angélique","2222, Chemin Sainte Angélique",2222,chemin sainte angélique,,Saint-Lazare,,Province of Quèbec
39797,Qayqayt Children's Centre,301-85 Merivale St,301 85 Merivale St,301 85,merivale st,,New Westminster,,Province of British Columbia
39074,Fraser Heights Out Of School Care #2 / Smarties,15678 106A Ave,15678 106A Ave,15678,106a ave,,Surrey,,Province of British Columbia
1072,YMCA CHILDCARE,30 War Veterans Avenue Moncton E1C 0B3 (506) 862-0899,"30 War Veterans Avenue Moncton   862 0899NB, Canada",,,,,,Province of New Brunswick
14052,PINES DAY CARE,8 PAGE AVENUE,8 Page Avenue,8,page avenue,,RED DEER,,Province of Alberta
2047,CANCARE CHILDREN'S CENTRE II,30 ARBOUR LAKE WAY NW,30 Arbour Lake Way Nw,30,arbour lake way nw,,CALGARY,,Province of Alberta
34067,University City Jr Y - YMCA,,Nan,453,Sentinel Road,,Toronto,ON,Province of Ontario
42158,Happy Lil' Hearts,425 Robertson Ave,425 Robertson Ave,425,robertson ave,,Quesnel,,Province of British Columbia
11474,EARLY LEARNING CHILDHOOD DAYHOME,13 SAGE BERRY ROAD NW,13 Sage Berry Road Nw,13,sage berry road nw,,CALGARY,,Province of Alberta
22698,"LE VOL DU COLIBRI, COOP DE SOLIDARITÉ (VOLET 2)","561, C avenue Murdoch","561, C Avenue Murdoch",561,c avenue murdoch,,Rouyn-Noranda,,Province of Quèbec
18393,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
37639,Little Feet,119 maricot Chateauguay QC,119 maricot ,119,maricot,,Chateauguay,Quebec,GoDayCare.com
7684,BEAR HUGS OUT-OF-SCHOOL PROGRAM,202 6562 170 AVENUE NW,202 6562 170 Avenue Nw,202 6562,170 avenue nw,,EDMONTON,,Province of Alberta
2859,FATHER LEDUC CATHOLIC SCHOOL'S OUT OF SCHOOL CARE,400 SHEPPARD BLVD,400 Sheppard Blvd,400,sheppard blvd,,LEDUC,,Province of Alberta
35940,Harbourview Montessori Children's House,290 Murphy Road Sydney NS,290 murphy road ,290,murphy road,,Sydney,Nova Scotia,GoDayCare.com
18898,Brock Corydon Day Care Inc.,"Rms: 1-6, 8-12, P2-P7, P15, Gym, Library 1510 Corydon Avenue (Ave) Winnipeg, MB",rms: 1 6 8 12 p2 p7 p15 gym library 1510 corydon avenue  ,,,,,,Province of Manitoba
11018,BLUESKY OUT OF SCHOOL CARE,11909/11913 134 AVENUE,11909/11913 134 Avenue,11909/11913,134 avenue,,EDMONTON,,Province of Alberta
38837,Brightstart Children's Academy Ltd,1450 Johnson Street,1450 Johnson Street,1450,johnson street,,Coquitlam,,Province of British Columbia
25323,GARDERIE JARDIN DES JONQUILLES INC.,"9121, rue Lajeunesse","9121, Rue Lajeunesse",9121,rue lajeunesse,,Montréal,,Province of Quèbec
8223,BETHEL HAPPY DAYCARE,8453 FRANKLIN AVE,8453 Franklin Ave,8453,franklin ave,,FORT MCMURRAY,,Province of Alberta
23058,GARDERIE LE JUMELLO INC.,"2000, rue Bienville","2000, Rue Bienville",2000,rue bienville,,Laval,,Province of Quèbec
17785,CHILDREN'S PLACE CHILD CARE CENTRE - OKOTOKS,102 ELIZABETH STREET,102 Elizabeth Street,102,elizabeth street,,OKOTOKS,,Province of Alberta
14099,LA PETITE ACADEMY CHILDCARE CENTRE,8806 92 ST NW,8806 92 St Nw,8806,92 st nw,,EDMONTON,,Province of Alberta
9000,ACA PRESCHOOL AND OUT OF SCHOOL CARE,77 GATEWAY DRIVE NE,77 Gateway Drive Ne,77,gateway drive ne,,AIRDRIE,,Province of Alberta
295,Ami Bee #2,866 chemin Robertville Dunlop E8K 2K5 (506) 783-4998,"866 Chemin Robertville Dunlop   783 4998NB, Canada",,,,,,Province of New Brunswick
28883,Care-A-Lot Cooperative Nursery School,,Nan,52,Brian Avenue,,Angus,ON,Province of Ontario
29752,Fairport Montessori Academy,,Nan,1825,Manning Road,,Whitby,ON,Province of Ontario
18979,Dante Day Nursery Inc.,"Earl Grey Community Club-Room 1,2 & Gym 358 Cockburn Street N Winnipeg, MB",earl grey community club room 12 & gym 358 cockburn street n ,358,cockburn street n,earl grey community club room 12 & gym,,,Province of Manitoba
13494,KIDS VILLAGE DAYCARE,10115 PRINCESS ELIZABETH AVE NW,10115 Princess Elizabeth Ave Nw,10115,princess elizabeth ave nw,,EDMONTON,,Province of Alberta
28333,Andrew Fleck Children's Services - 185 George St,,Nan,185,George Street,,Ottawa,ON,Province of Ontario
11984,ROYAL OAK CHRISTIAN CHILDCARE,10307 EAMON ROAD NW,10307 Eamon Road Nw,10307,eamon road nw,,CALGARY,,Province of Alberta
18193,PRECIOUS SPROUTS OUT OF SCHOOL CARE,4059 ORCHARDS DRIVE SW,4059 Orchards Drive Sw,4059,orchards drive sw,,EDMONTON,,Province of Alberta
36917,Nana's Daycare,Long Island Rd. Manotick ON,long island rd ,,,,Manotick,Ontario,GoDayCare.com
43142,Shannon Lake Preschool,118 2220 Shannon Ridge Dr,118 2220 Shannon Ridge Dr,118 2220,shannon ridge dr,,Westbank,,Province of British Columbia
41317,Khalsa Child Care Centre,26345 62Nd Ave,26345 62Nd Ave,26345,62nd ave,,Langley,,Province of British Columbia
29300,CELC-Fenelon,,Nan,50,Cameron Road,,Cameron,ON,Province of Ontario
32851,Swansea Kids' Place,,Nan,207,Windermere Avenue,,Toronto,ON,Province of Ontario
13107,MCLEOD COMMUNITY EARLY LEARNING AND CHILD CARE CENTER,5812 149 AVENUE,5812 149 Avenue,5812,149 avenue,,EDMONTON,,Province of Alberta
942,School Street Child Care,201 School Street Woodstock E7M 0G7 (506) 324-3526,"201 School Street Woodstock   324 3526NB, Canada",,,,,,Province of New Brunswick
38515,Max Preschool 2,34 New Cove Road,34 New Cove Road,34,new cove road,,Mount Pearl,,Province of Newfoundland and Labrador
41168,Time To Grow Learning Centre,1912 Neil St,1912 Neil St,1912,neil st,,Victoria,,Province of British Columbia
15101,STEPPING STONES OUT OF SCHOOL PROGRAM,5402 48 STREET,5402 48 Street,5402,48 street,,CONSORT,,Province of Alberta
16999,IMAGINATION STATION EARLY LEARNING CENTRE,204A 10TH AVE,204A 10Th Ave,204a,10th ave,,CARSTAIRS,,Province of Alberta
8371,KIDS TIME OUT PLAYPROGRAM,301 10 ST,301 10 St,301,10 st,,COLD LAKE,,Province of Alberta
9635,LITTLE ROOTS LEARNING CENTRE,10623 WEST VALLEY ROAD SW,10623 West Valley Road Sw,10623,west valley road sw,,CALGARY,,Province of Alberta
39093,Bella Coola Early Learning Facility,808 Mackay St,808 Mackay St,808,mackay st,,Bella Coola,,Province of British Columbia
27124,AU PIED DE L'ÉCHELLE (BAOBAB),"2200, rue André","2200, Rue André",2200,rue andré,,Brossard,,Province of Quèbec
6664,LEAP N' LEARN WALDEN,260 - 151 WALDEN GATE SE,260 151 Walden Gate Se,260 151,walden gate se,,CALGARY,,Province of Alberta
2580,SPANISH MONTESSORI LEARNING CENTRE,1215 - 3 AVENUE SOUTH,1215 3 Avenue South,1215,3 avenue south,,LETHBRIDGE,,Province of Alberta
43792,Tykes and Tots Early Learning Centre St. Anne Location (18 months- Kindergarten),"102 Ravine Court, Saskatoon, SK, S7K 4H6 (mailing address: 2114 Preston Avenue, S7J 2E7)",102 ravine court ,102,ravine court,,,,Province of Saskatchewan
27945,Kinder College Early Learning Centre,,Nan,218,Richmond Street,,Toronto,ON,Province of Ontario
38688,West Royalty Child Care Centre,"670 UNIVERSITY AVE, CHARLOTTETOWN",670 university ave ,670,university ave,,,,Province of Prince Edward Island
5986,DIE KLEINE KINDERSCHULE (RIO TERRACE),7608 - 154 STREET,7608 154 Street,7608,154 street,,EDMONTON,,Province of Alberta
2196,SUMMIT KIDS - ST GERARD,1204 - 96 AVE SW,1204 96 Ave Sw,1204,96 ave sw,,CALGARY,,Province of Alberta
6442,CREATIVE DISCOVERIES,1406 40 ST SW,1406 40 St Sw,1406,40 st sw,,CALGARY,,Province of Alberta
2619,TEDDY BEAR DAYCARE CENTRE,3305 40 ST SW,3305 40 St Sw,3305,40 st sw,,CALGARY,,Province of Alberta
20992,GARDERIE LES P'TITS MOUSSES DE BEAUPORT,"2590, boulevard Louis-XIV","2590, Boulevard Louis Xiv",2590,boulevard louis xiv,,Québec,,Province of Quèbec
18870,Beautiful Savior Lutheran School Inc.,"1541-B St Mary's Road Winnipeg, MB",1541 b st mary's road ,1541 b,st mary's road,,,,Province of Manitoba
40121,Little Dreamers Preschool Ltd,33165 King Rd,33165 King Rd,33165,king rd,,Abbotsford,,Province of British Columbia
8966,APPLE TREE PRESCHOOL,#352 - 2335 162 AVE SW,#352 2335 162 Ave Sw,2335,162 ave sw,#352,CALGARY,,Province of Alberta
33969,Our Lady of Wisdom YMCA,,Nan,10,Japonica Road,,Toronto,ON,Province of Ontario
16583,JUMP AND LEAP CHILDCARE,"#103, 1817 - 48 ST. SE",#103 1817 48 St Se,1817,48 st se,#103,CALGARY,,Province of Alberta
35827,Hand N'Hand Kindergarten,976 Central Ave Greenwood NS,976 central ave ,976,central ave,,Greenwood,Nova Scotia,GoDayCare.com
12986,HEMEL HOUSE CHILD CARE SERVICES LTD.,1309 9 AVE N,1309 9 Ave N,1309,9 ave n,,LETHBRIDGE,,Province of Alberta
36795,Tree House Preschool Daycare,"Gryffin Lodge Rd, Huntsville ON","gryffin lodge rd, ",,,,Huntsville,Ontario,GoDayCare.com
5147,SUSAN'S PLAY CENTRE,4507 - 50TH AVENUE,4507 50Th Avenue,4507,50th avenue,,VALLEYVIEW,,Province of Alberta
21828,GARDERIE LA RIVIÈRE INC.,"7471, avenue André-Ampère","7471, Avenue André Ampère",7471,avenue andré ampère,,Montréal,,Province of Quèbec
31736,Stonehaven Early Learning Centre,,Nan,50B,Stonehaven Drive,,Kanata,ON,Province of Ontario
37385,South Ridge Childcare,Langrell Ave Tillsonburg ON,langrell ave ,,,,Tillsonburg,Ontario,GoDayCare.com
3072,FLEDGLINGS EDUCARE CENTRE,"#4, 1110 CANTERBURY DRIVE SW",#4 1110 Canterbury Drive Sw,1110,canterbury drive sw,#4,CALGARY,,Province of Alberta
26684,PRÉMATERNELLE CROQUE-MAGIE,"302, rue Renaud Ouest","302, Rue Renaud Ouest",302,rue renaud ouest,,Laval,,Province of Quèbec
2248,CAMINITOS SPANISH PLAYSCHOOL,9425 76 AVENUE,9425 76 Avenue,9425,76 avenue,,EDMONTON,,Province of Alberta
27536,CENTRE DE LA PETITE ENFANCE LES POUSSINEAUX,"1045, rue Provençal","1045, Rue Provençal",1045,rue provençal,,Saint-Jean-sur-Richelieu,,Province of Quèbec
29512,Deer Park Childcare Ltd.,,Nan,12637,10th Line,,Stouffville,ON,Province of Ontario
6212,CREATIVE DISCOVERIES,1406 40 ST SW,1406 40 St Sw,1406,40 st sw,,CALGARY,,Province of Alberta
25957,GARDERIE ÉDUCATIVE AU JARDIN DES PETITS INC.,"8930, boulevard Viau","8930, Boulevard Viau",8930,boulevard viau,,Saint-Léonard,,Province of Quèbec
9224,CREATIVE CHILDREN'S DAY CARE (2003) LTD.,222 MAIN STREET,222 Main Street,222,main street,,SPRUCE GROVE,,Province of Alberta
33999,Colonel JE Farewell YMCA Before and After School,,Nan,810,McQuay Boulevard,,Whitby,ON,Province of Ontario
16446,LITTLE STEPS - ST JUDE,730 WOODBINE BLVD SW,730 Woodbine Blvd Sw,730,woodbine blvd sw,,CALGARY,,Province of Alberta
23692,À CHACUN SON HISTOIRE - DELSON INC.,"35, boulevard Georges-Gagné S","35, Boulevard Georges Gagné S",35,boulevard georges gagné s,,Delson,,Province of Quèbec
30390,Flesherton Kids Club,,Nan,49,Campbell Street,,Flesherton,ON,Province of Ontario
37720,Centre Educatif A Ciel Ouvert,1199 Montee de l'Eglise L'Ile-Bizard QC,"1199 Montee De L'Eglise L'Ile Bizard Qc, Canada",,,,L'ile-bizard,Quebec,GoDayCare.com
35977,Building Blocks Preschool,14 Huron Ave Wolfville NS,14 huron ave ,14,huron ave,,Wolfville,Nova Scotia,GoDayCare.com
35027,Westlock Child Care Society,101 Street Westlock AB,101 street ,,,,Westlock,Alberta,GoDayCare.com
26086,CENTRE DE LA PETITE ENFANCE LES PETITS FRIPONS,"375, rue des Bouleaux","375, Rue Des Bouleaux",375,rue des bouleaux,,Gatineau,,Province of Quèbec
33756,Plainville YMCA Child Care,,Nan,4877,Burnham Street,,Gores Landing,ON,Province of Ontario
8724,SMART CHOICE DAYCARE AND O.S.C.,11624 81 STREET,11624 81 Street,11624,81 street,,EDMONTON,,Province of Alberta
4491,CHILDREN'S PLACE CHILD CARE CENTRE - OKOTOKS,102 ELIZABETH STREET,102 Elizabeth Street,102,elizabeth street,,OKOTOKS,,Province of Alberta
30926,Little Einstein Day Care Centre,,Nan,18183,Yonge Street,,East Gwillimbury,ON,Province of Ontario
20122,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
35277,Choo Choo Train Montessori Learning Centre,"Geal Road, Richmond Richmond BC","geal road, richmond ",geal road,richmond,,Richmond,British Columbia,GoDayCare.com
43489,New Hope Out Of School Care,2551 East 49 Avenue,2551 East 49 Avenue,2551,east 49 avenue,,Vancouver,,Province of British Columbia
17136,LEARN 'N' LAUGH FAMILY DAY HOMES LTD.,6202 54 STREET,6202 54 Street,6202,54 street,,ROCKY MOUNTAIN HOUSE,,Province of Alberta
36493,Kiddie Copper Day Care,Copper Cliff Copper Cliff ON,copper cliff ,,,,Copper Cliff,Ontario,GoDayCare.com
37858,OLLI,1435 Roberval St-bruno-de-montarville QC,"1435 Roberval St Bruno De Montarville Qc, Canada",,,,St-bruno-de-montarville,Quebec,GoDayCare.com
21455,INSTALLATION EKERS,"2355, avenue Ekers","2355, Avenue Ekers",2355,avenue ekers,,Mont-Royal,,Province of Quèbec
19297,Family or Group Child Care Home *,None,None,,,,,,Province of Manitoba
37249,Bev's Home Daycare,Archibald Mews Scarborough ON,archibald mews ,,,,Scarborough,Ontario,GoDayCare.com
26954,GARDERIES COFFRE À JOUETS (PLEIN AIR) INC.,"10110, rue du Plein-Air","10110, Rue Du Plein Air",10110,rue du plein air,,Mirabel,,Province of Quèbec
33255,Today's Family - Boston Public,,Nan,2993,Cockshutt Road,,Waterford,ON,Province of Ontario
24221,CENTRE DE LA PETITE ENFANCE LA PETITE BANDE (INST. PRINCEVILLE),"125, rue Grégoire","125, Rue Grégoire",125,rue grégoire,,Princeville,,Province of Quèbec
20861,C.P.E. LA P¿TITE CHUTE,"2130, boulevard des Chutes","2130, Boulevard Des Chutes",2130,boulevard des chutes,,Québec,,Province of Quèbec
39686,Komel's Daycare,1431 53Rd Ave W,1431 53Rd Ave W,1431,53rd ave w,,Vancouver,,Province of British Columbia
5426,JASPER PLAZA CHILDCARE,10034 167 STREET,10034 167 Street,10034,167 street,,EDMONTON,,Province of Alberta
28922,Carrefour Francophone - Tremplin Carl A. Nesbitt Public School,,Nan,1241,Roy Rue,,Sudbury,ON,Province of Ontario
31318,Bramalea Mini Skool,,Nan,27,Kings Cross Road,,Brampton,ON,Province of Ontario
15750,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",60 4307 130 Avenue Se,60 4307,130 avenue se,,CALGARY,,Province of Alberta
2430,ELLWOOD DAYCARE,204 91 ST SW,204 91 St Sw,204,91 st sw,,EDMONTON,,Province of Alberta
41619,Costumes And Crayons Daycare,5777 Bench Dr,5777 Bench Dr,5777,bench dr,,Prince George,,Province of British Columbia
6694,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,101 6 Street Se,101,6 street se,,MEDICINE HAT,,Province of Alberta
32135,South Porcupine ABC Early Childhood Education Centre,,Nan,88,Moore Street,,South Porcupine,ON,Province of Ontario
40879,Casa Bambini Family Child Care,2354 Pheasant Terr,2354 Pheasant Terr,2354,pheasant terr,,Nanaimo,,Province of British Columbia
24319,CENTRE DE LA PETITE ENFANCE CROQUE LA VIE,"1153, avenue des Écoles","1153, Avenue Des Écoles",1153,avenue des écoles,,Normandin,,Province of Quèbec
22214,GARDERIE PALAIS DES PETITS INC.,"10520, boulevard Pie IX","10520, Boulevard Pie Ix",10520,boulevard pie ix,,Montréal-Nord,,Province of Quèbec
14113,BRIGHTPATH FALCONRIDGE,80 FALSHIRE DR NE,80 Falshire Dr Ne,80,falshire dr ne,,CALGARY,,Province of Alberta
33281,Toronto French School (TFS Canada's International School (Mississauga Branch ),,Nan,1293,Meredith Avenue,,Mississauga,ON,Province of Ontario
44394,Naujaat Daycare,P.O.Box 10,Pobox 10,,,,,,Nunavut
5754,LEARNING R US PRESCHOOL,UNIT 139 120 WYE ROAD,Unit 139 120 Wye Road,120,wye road,unit 139,SHERWOOD PARK,,Province of Alberta
16907,KINDERHOUSE OF SPRINGBANK HILL,7655 26 AVE SW,7655 26 Ave Sw,7655,26 ave sw,,CALGARY,,Province of Alberta
22683,CENTRE DE LA PETITE ENFANCE BAMBIN ET CÂLIN,"702, rue Harricana","702, Rue Harricana",702,rue harricana,,Malartic,,Province of Quèbec
27303,CENTRE DE LA PETITE ENFANCE LE PETIT PRINCE,"520, rue Sainte-Hélène","520, Rue Sainte Hélène",520,rue sainte hélène,,Longueuil,,Province of Quèbec
1982,GLOBAL CHILDCARE CENTRE,5007 49 AVENUE,5007 49 Avenue,5007,49 avenue,,LEDUC,,Province of Alberta
8024,SERENDIPITY PRE-KINDERGARTEN ASSOCIATION,106 ELMA STREET,106 Elma Street,106,elma street,,OKOTOKS,,Province of Alberta
9726,SONSHINE DAYCARE,5830 51 STREET,5830 51 Street,5830,51 street,,TOFIELD,,Province of Alberta
42873,Perla's Child Care,9231 Laka Dr,9231 Laka Dr,9231,laka dr,,Richmond,,Province of British Columbia
11880,CHRISTOPHER ROBIN'S PLAYHOUSE & CHILDCARE CENTRE,609 4TH AVENUE NORTH,609 4Th Avenue North,609,4th avenue north,,COCHRANE,,Province of Alberta
13720,AMAZING KIDS OUT OF SCHOOL CARE,10130 156 STREET,10130 156 Street,10130,156 street,,EDMONTON,,Province of Alberta
37681,Centre De La Petite Enfance Fardoche,50 Rue Rajotte Drummondville QC,50 rue rajotte ,50,rue rajotte,,Drummondville,Quebec,GoDayCare.com
5940,DISCOVERY PRESCHOOL DONALD R GETTY SCHOOL,8102 CHAPPELLE WAY SW,8102 Chappelle Way Sw,8102,chappelle way sw,,EDMONTON,,Province of Alberta
35420,Garderie Des Apprentis-Sages,34 Rue Stanley Campbellton NB,34 rue stanley ,34,rue stanley,,Campbellton,New Brunswick,GoDayCare.com
26312,LA NACELLE DES MERVEILLES,"68, rue Bolduc","68, Rue Bolduc",68,rue bolduc,,Gaspé,,Province of Quèbec
16642,DALY GROVE DAY CARE,4231 23 AVENUE,4231 23 Avenue,4231,23 avenue,,EDMONTON,,Province of Alberta
34609,"YMCA BEFORE AND AFTER SCHOOL PROGRAM, CONFEDERATION CENTRAL PUBLIC SCHOOL",,Nan,2500,Confederation Line,,Sarnia,ON,Province of Ontario
20951,GARDERIE COEUR DE POMME INC.,"20385, boulevard Henri-Bourassa","20385, Boulevard Henri Bourassa",20385,boulevard henri bourassa,,Québec,,Province of Quèbec
11996,EDSON EARLY LEARNING & CHILD CARE,5501-3RD AVENUE,5501 3Rd Avenue,5501,3rd avenue,,EDSON,,Province of Alberta
41339,Great Minds Achievers,15770 82Nd Ave,15770 82Nd Ave,15770,82nd ave,,Surrey,,Province of British Columbia
23095,GARDERIE TIC TAC TOC CARTIER INC.,"34 C, boulevard Cartier Ouest","34 C, Boulevard Cartier Ouest",34 c,boulevard cartier ouest,,Laval,,Province of Quèbec
42327,Keep Smiling Childcare,2120 Boxwood Rd,2120 Boxwood Rd,2120,boxwood rd,,Nanaimo,,Province of British Columbia
38718,Happy Valley Montessori Children Centre Inc.,6091 Udy Rd,6091 Udy Rd,6091,udy rd,,Richmond,,Province of British Columbia
29529,Discovering Minds Montessori Preschool,,Nan,74,Bathurst Street,,Toronto,ON,Province of Ontario
18608,Community Partnership Committee for Pregnant and Parenting Youth,"104 - 1930 1 st Street Brandon, MB",104 1930 1 st street ,104,1930 1 st street,,,,Province of Manitoba
28660,Lyn Ready To Learn YMCA,,Nan,38,Main Street,,Lyn,ON,Province of Ontario
33494,Valleywood Drive Day Care Services Inc. (Wee Watch Franchise),,Nan,5186A,Dundas Street,,Toronto,ON,Province of Ontario
15043,MONTESSORI CASA - LAKE BONAVISTA,"#13, 1215 LAKE SYLVAN DR. SE",#13 1215 Lake Sylvan Dr Se,1215,lake sylvan dr se,#13,CALGARY,,Province of Alberta
31834,PLASP St. Clement Catholic School,,Nan,4319,Bloor Street,,Toronto,ON,Province of Ontario
30670,Koalaroo Preschool,,Nan,28,Commerce Park Drive,,Barrie,ON,Province of Ontario
43112,David Brankin Preschool,9160 128Th St,9160 128Th St,9160,128th st,,Surrey,,Province of British Columbia
44117,Janine Walde,"2100 Lindsay Street, Regina, SK, S4N 3B9",2100 lindsay street ,2100,lindsay street,,,,Province of Saskatchewan
22072,JARDIN D'ÉVEIL,"145, rue Sauvé Ouest","145, Rue Sauvé Ouest",145,rue sauvé ouest,,Montréal,,Province of Quèbec
41888,Krystals Creative Kidz,513 Spruce St,513 Spruce St,513,spruce st,,Sicamous,,Province of British Columbia
36201,Over The Rainbow Day Care Centre,43 Scott St. Blind River ON,43 scott st ,43,scott st,,Blind River,Ontario,GoDayCare.com
