,Unnamed: 0,EI Code,EI Name,EI Type,Address,EI Designation Date,phone,provider,province
160,160,BPQL,Manual Osteopathic College of Canada,Private Institution,"4620 99 Street,  Edmonton,  Alberta,  Canada,  ",2018-10-30,7809166888,ESDC,ab
161,161,BPQM,InnoTech College-Calgary,Private Institution," MacLeod Trail SE,  Calgary,  Alberta,  Canada,  ",2018-10-31,305 4014,ESDC,ab
162,162,BPQN,InnoTech College-Edmonton,Private Institution," Jasper Avenue,  Edmonton,  Alberta,  Canada,  ",2018-10-31,209 10080,ESDC,ab
163,163,BPQO,Archways Healing College,Private Institution," Meadowlark ,  Road NW,  Edmonton,  Alberta,  Canada,  ",2018-11-09,275 8702,ESDC,ab
164,164,BPQP,Canadian Health and Business College,Private Institution,"208, 1212 1 Street SE,  Calgary,  Alberta,  Canada,  ",2018-12-05,4034533346,ESDC,ab
165,165,BPQQ,Southern Alberta Institute of Massage-Medicine Hat,Private Institution,"340 Maple Avenue SE,  Medicine Hat,  Alberta,  Canada,  ",2019-01-31,4035049694,ESDC,ab
166,166,BPQR,One Beauty Academy-Edmonton,Private Institution,"1 170 Street,  Edmonton,  Alberta,  Canada,  ",2019-02-14,424 8882,ESDC,ab
167,167,BPQS,Alberta College of Massage Therapy-Edmonton South,Private Institution,"4620 99 Street,  Edmonton,  Alberta,  Canada,  ",2019-02-25,7809166888,ESDC,ab
168,168,BPQT,Alberta Health and Safety Training Institute-Red Deer,Private Institution,"Bay 22 7471 Edgar Industrial ,  Bend,  Red Deer,  Alberta,  Canada,  ",2019-03-05,4036705406,ESDC,ab
169,169,BPRC,The Excel Academy,Private Institution,"10766 97 STREET,  Edmonton,  Alberta,  Canada,  ",2000-01-02,(780) 455-2601,ESDC,ab
170,170,BPRD,Alberta College of Acupuncture And Traditional Chinese Medicine,Private Institution,"102, 1910-20th Avenue NW,  Calgary,  Alberta,  Canada,  ",2001-01-15,(403) 286-8788,ESDC,ab
171,171,BPRF,Newman Theological College,Private Institution,"10012 84 Street,  NW,  Edmonton,  Alberta,  Canada,  ",1988-12-21,(780) 467-5858,ESDC,ab
172,172,BPRJ,Mountain View Helicopters,Private Institution,"Springbank Airport,  402A Otter Bay,  Calgary,  Alberta,  Canada,  ",1996-01-01,(403) 286-7186,ESDC,ab
173,173,BPRY,Alberta College of Massage Therapy-Grande Prairie,Private Institution,"201, 11 Street,  Grande Prairie,  Alberta,  Canada,  ",2001-10-25,402 100,ESDC,ab
174,174,BPSA,MH Vicars School of Massage Therapy - Edmonton,Private Institution,"2828 Calgary Trail ,  NW,  Edmonton,  Alberta,  Canada,  ",2002-04-29,(780) 491-0574,ESDC,ab
175,175,BPSC,Professional Medical Associates - St. Albert,Private Institution,"# Carleton Drive,  St. Albert,  Alberta,  Canada,  ",2002-08-07,101 265,ESDC,ab
176,176,BPSE,Excel Flight Training Incorporated,Private Institution,"421 Stubb Ross Road,  Suite 201,  Leithbridge,  Alberta,  Canada,  ",2002-11-04,(403) 329-4887,ESDC,ab
177,177,BPSG,Springbank Air Training College Ltd.,Private Institution,"132 Maclaurin Drive,  Calgary,  Alberta,  Canada,  ",2002-12-12,(403) 288-7700,ESDC,ab
178,178,BPSM,Rotorworks Inc.,Private Institution,"Whitecourt Airport,  Box 86,  Whitecourt,  Alberta,  Canada,  ",2008-10-16,(780) 778-6600,ESDC,ab
179,179,BPSP,Nightingale Academy of Health Services Inc.,Private Institution,"Venta Care Centre,  13 Street,  ,  Edmonton,  Alberta,  Canada,  ",2003-05-23,525 102,ESDC,ab
180,180,BPSR,EIE MediSpa & Laser Training Centre,Private Institution,"6724 75 Street,  Edmonton,  Alberta,  Canada,  ",2003-08-18,(780) 466-5271,ESDC,ab
181,181,BPSS,Reeves College - Lloydminster,Private Institution,"2nd Floor, The Atrium Centre,  5012 - 49 Street,  Lloydminster,  Alberta,  Canada,  ",1988-12-21,(780) 875-3308,ESDC,ab
182,182,BPSV,Ambrose University,Private Institution,"150 Ambrose Circle SW,  Calgary,  Alberta,  Canada,  ",1988-12-21,(403) 410-2000,ESDC,ab
183,183,BPSY,Reeves College - Edmonton,Private Institution,"#500 ,  10004Jasper Avenue,  Edmonton,  Alberta,  Canada,  ",2003-11-25,(780) 990-1650,ESDC,ab
184,184,BPTA,Robertson College - Calgary,Private Institution,"Suite 100,  2912 Memorial Drive SE,  ,  Calgary,  Alberta,  Canada,  ",2004-02-18,(403) 920-0070,ESDC,ab
185,185,BPTB,Makami College Inc.- Edmonton,Private Institution,"Unit #137, Bonnie Doon Centre,  8330 82 Avenue NW,  ,  Edmonton,  Alberta,  Canada,  ",2007-12-11,(780) 468-3454,ESDC,ab
186,186,BPTC,Centennial Flight Centre Inc.,Private Institution,"Hangar 17,Villeneuve Airport,  26 - 27018 SH633,  Sturgeon County,  Alberta,  Canada,  ",1988-12-21,(780) 451-7676,ESDC,ab
187,187,BPTE,Digital School,Private Institution,"#202 ,  10010 - 100 Street,  Edmonton,  Alberta,  Canada,  ",2003-05-13,(780) 414-0200,ESDC,ab
188,188,BPTG,Clearwater College,Private Institution,"Box 100,  Caroline,  Alberta,  Canada,  ",2004-06-15,4037222225,ESDC,ab
189,189,BPTI,Academy of Learning-Medicine Hat,Private Institution," 13 Ave.,  S.E.,  Medicine Hat,  Alberta,  Canada,  ",2004-08-06,115 3030,ESDC,ab
190,190,BPTJ,Delmar College - Red Deer Campus,Private Institution,"4929-49 Street,  Red Deer,  Alberta,  Canada,  ",2004-08-19,(403) 347-2018,ESDC,ab
191,191,BPTK,Alberta College of Massage Therapy-Fort McMurray,Private Institution,"9908 Penhorwood Street,  Fort McMurray,  Alberta,  Canada,  ",2004-08-26,(877) 768-8400,ESDC,ab
192,192,BPTM,Professional Institute of Massage Therapy,Private Institution,"#310 15 Royal Vista Place NW,  Calgary,  Alberta,  Canada,  ",2004-11-03,(403) 247-4319,ESDC,ab
193,193,BPTO,Alberta College of Massage Therapy-Edmonton,Private Institution,"2nd Floor,  10434 - 122 Street,  Edmonton,  Alberta,  Canada,  ",2004-11-17,(780) 916-6888,ESDC,ab
194,194,BPTS,Professional Medical Associates - Three Hills,Private Institution,"330 - 5th Avenue NE,  Three Hills,  Alberta,  Canada,  ",2019-04-02,780-460-8410,ESDC,ab
195,195,BPTT,Manual Osteopathic College of Canada - Calgary,Private Institution,"#100, 1167 Kensington Crescent,  NW,  Calgary,  Alberta,  Canada,  ",2019-04-18,877 768-8400,ESDC,ab
196,196,BPTU,Ace Career College,Private Institution,"215 ,  100 4 Avenue SW,  Calgary,  Alberta,  Canada,  ",2020-06-03,4035544742,ESDC,ab
197,197,BPTV,Canadian Imperial College,Private Institution,"11525 23 Avenue NW,  Edmonton,  Alberta,  Canada,  ",2019-05-31,7808518834,ESDC,ab
198,198,BPTW,Cree8iv Ink Training,Private Institution,"10 Avenue,  Grande Prairie,  Alberta,  Canada,  ",2019-05-31,024 100,ESDC,ab
199,199,BPTX,The Royal Alberta College,Private Institution,"Room  156 Street,  The Orange Hub,  Edmonton,  Alberta,  Canada,  ",2019-05-31,150 10045,ESDC,ab
200,200,BPTY,Visionary Centre for the Performing Arts,Private Institution,"2804 Calgary Trail NW,  Edmonton,  Alberta,  Canada,  ",2019-05-31,7804604430,ESDC,ab
201,201,BPTZ,Visual College of Art and Design of Calgary,Private Institution," 7th Avenue SW,  Calgary,  Alberta,  Canada,  ",2019-05-31,100 1035,ESDC,ab
202,202,BPUA,MCG Career College - Calgary,Private Institution,"Unit 220, 4774 Westwinds Drive,  NE,  Calgary,  Alberta,  Canada,  ",2019-07-08,(403) 993-7108,ESDC,ab
203,203,BPUB,QCom College of Technology (QCT),Private Institution,"417 14 Street NW,  Calgary,  Alberta,  Canada,  ",2019-07-30,403-460-7080,ESDC,ab
204,204,BPUC,East-West College,Private Institution,"10 Street NW,  Edmonton,  Alberta,  Canada,  ",2019-07-31,541 106,ESDC,ab
205,205,BPUD,Alison College,Private Institution,"#201, 221-18 Street SE,  Calgary,  Alberta,  Canada,  ",2019-08-09,(778) 991-2884,ESDC,ab
206,206,BPUE,Glenbow College,Private Institution,"100, 940 6th Ave SW,  Calgary,  Alberta,  Canada,  ",2019-08-22,(403) 681-9296,ESDC,ab
207,207,BPUF,East-West College of Business & Technology - Calgary City Centre,Private Institution,"Suite 315, 505-8th Ave SW,  Calgary,  Alberta,  Canada,",2019-11-06,,ESDC,ab
208,208,BPUG,Capstone Edge College,Private Institution,"202A, 2750 22 Street NE,  Calgary,  Alberta,  Canada,  ",2019-11-18,(403)903-1383,ESDC,ab
209,209,BPUH,Manual Osteopathic College of Canada – Grande Prairie,Private Institution,"#201, 11 St ,  Grande Prairie,  Alberta,  Canada,  1-",2019-11-18,402 100,ESDC,ab
210,210,BPUI,Manual Osteopathic College of Canada – Lloydminster,Private Institution,"Bay 1A, 5712 44 St,  Lloydminster,  Alberta,  Canada,  1-",2019-11-18,877-768-8400,ESDC,ab
211,211,BPUJ,Risio Institute for Digital Dental Education,Private Institution,"550, 433 Marlborough Way NE,  Calgary,  Alberta,  Canada,  ",2019-11-19,403-401-1734,ESDC,ab
212,212,BPUK,GD College,Private Institution," 27 Ave NE,  Calgary,  Alberta,  Canada,  ",2019-11-19,108-1935,ESDC,ab
213,213,BPUM,Professional Institute of Massage Therapy Calgary,Private Institution,"#310, 15 Royal Vista Place NW,  Calgary,  Alberta,  Canada,",2019-11-28,,ESDC,ab
214,214,BPUN,Calgary-Okotoks Flying School Inc.,Private Institution,"2 Winters Way,  Okotoks,  Alberta,  Canada,  ",2019-12-10,587) 894-2549,ESDC,ab
215,215,BPUO,Prairie Western College,Private Institution,"915 33 Street NE,  Calgary,  Alberta,  Canada,",2020-01-07,,ESDC,ab
216,216,BPUP,Sundance College - Edmonton,Private Institution,"200, 10115 - 100A STREET,  EDMONTON,  Alberta,  Canada,",2020-01-27,,ESDC,ab
217,217,BPUQ,Academy of Learning Airdrie,Private Institution,"#203, 28 Gateway Drive NE,  Airdrie,  Alberta,  Canada,",2020-03-23,,ESDC,ab
218,218,BPUR,Reeves College Edmonton South,Private Institution,"Unit 103, 9910 39th Avenue,  Edmonton,  Alberta,  Canada,",2020-04-27,,ESDC,ab
219,219,BPUS,Adventure Aviation Inc,Private Institution,"Alberta,  Canada,",,,ESDC,ab
220,220,BPUT,Brookes College,Private Institution,"#210, 6424-36 Street NE,  Calgary,  Alberta,  Canada,  ",2020-08-11,403-702-6729,ESDC,ab
221,221,BPUU,Hamptons College,Private Institution,"202,4015- 17 Avenue SE,  Calgary,  Alberta,  Canada,  ",2020-08-11,403-919-1429,ESDC,ab
222,222,BPUV,Beauty Maker Institute,Private Institution,"5751 Signal Hill Centre SW,  Calgary,  Alberta,  Canada,  ",2020-09-16,403-608-7705,ESDC,ab
223,223,BPUW,FOOTHILLS HELICOPTER TRAINING ACADEMY LTD,Private Institution,"Unit 15, 4 Winters Way,  Okotoks,  Alberta,  Canada,  ",2020-09-16,403-969-5524,ESDC,ab
224,224,BPUX,Hair Inc. Academy,Private Institution,"8 Street,  Edmonton,  Alberta,  Canada,  ",2020-09-16,107 104,ESDC,ab
225,225,BPUY,AGA Academy,Private Institution,"1111 - 33 Street NE,  Calgary,  Alberta,  Canada,  ",2020-10-02,(403) 598-5865,ESDC,ab
226,226,BPUZ,Reeves College - Edmonton North,Private Institution,"Units 174 and 200,  Northtown Mall,  9450 - 137 Avenue,  Edmonton,  Alberta,  Canada,  ",2020-10-06,587-442-1098,ESDC,ab
227,227,BPVA,Reeves College - Calgary South,Private Institution,"9, 6624 Centre Street SE,  Calgary,  Alberta,  Canada,  1-",2020-10-08,877-915-7288,ESDC,ab
228,228,BUAA,University of Alberta,University,"Office of the Registrar ,  201B Adminstration Bldg,  11380 - 89 Ave NW ,  Edmonton,  Alberta,  Canada,  ",1988-12-21,(780) 492-3723,ESDC,ab
229,229,BUAB,Athabasca University,University,"1 University Drive,  Office Of The Registrar,  Athabasca,  Alberta,  Canada,  ",1988-08-24,(403) 675-6168,ESDC,ab
230,230,BUAC,University of Calgary,University,"Fee/Cashiers' Office,  2500 University Drive NW,  Calgary,  Alberta,  Canada,  ",1988-12-21,(403) 220-5706,ESDC,ab
231,231,BUAD,University of Lethbridge,University,"4401 University Dr.,  Lethbridge,  Alberta,  Canada,  ",1988-12-21,4033292000,ESDC,ab
232,232,BUAM,Concordia University of Edmonton,University,"7128 Ada Boulevard,  Edmonton,  Alberta,  Canada,  ",1988-12-21,(403) 479-8481,ESDC,ab
233,233,BUAO,"King's University,The",University,"9125 - 50th Street,  Edmonton,  Alberta,  Canada,  ",1988-12-21,(780) 428-0727,ESDC,ab
234,234,BVAH,Keyano College,Technical and Vocational,"8115 Franklin Ave.,  Fort Mcmurray,  Alberta,  Canada,  ",1988-12-21,(780) 791-4800,ESDC,ab
235,235,BVAI,Northern Alberta Institute of Technology,Technical and Vocational,"11762 - 106th Street,  Edmonton,  Alberta,  Canada,  ",1988-12-21,(780) 471-6248,ESDC,ab
236,236,BVAJ,Olds College,Technical and Vocational,"4500-50th St.,  Olds,  Alberta,  Canada,  ",1988-12-21,4035568281,ESDC,ab
237,237,BVAL,Southern Alberta Institute of Technology,Technical and Vocational,"1301 16 Ave. N.W.,  Calgary,  Alberta,  Canada,  ",1988-12-21,4032848702,ESDC,ab
238,238,BVAM,Lakeland College,Technical and Vocational,"5707 47 Avenue West,  Vermillion,  Alberta,  Canada,  ",1988-12-21,(780) 853-8400,ESDC,ab
239,239,BVAP,Banff Centre,Technical and Vocational,"C/O Accounts Receivable,  P.O. Box 1020, Stn 51,,  107 Tunnel Mountain Drive,  Banff,  Alberta,  Canada,  ",1988-12-21,4037626184,ESDC,ab
240,240,BVAY,Alberta University of the Arts,Technical and Vocational,"1407 14th Ave., N.W.,  Calgary,  Alberta,  Canada,  ",1988-12-21,(403) 284-7634,ESDC,ab
241,241,BZAA,Yellowhead Tribal College,Miscellaneous,"10 Street,  The Orange Hub,  Edmonton,  Alberta,  Canada,  ",2016-09-08,045-156,ESDC,ab
