CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
HARXA,Cabana,Undetermined,,Locality,Populated Place,UNP,0c30e9c5849c20c368698cd39e18fb83,54.0834215,-108.2506865,59-16-W3,Saskatchewan,250000,1945-07-28,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUHQ,Cabri,Undetermined,,Town,Populated Place,TOWN,0cff47fc849c20c3b103fc0bef40feea,50.6218778,-108.4633056,20-19-18-W3,Saskatchewan,1000000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAWHN,Cabri Regional Park,Undetermined,,Regional Park,Administrative Area,PARK,0d021d8a849c20c3f6577a774d351b91,50.6689302,-108.2659721,2-20-17-W3,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMM,Cactus Lake,Undetermined,,Locality,Populated Place,UNP,55f563d3c6cd11d892e2080020a0f4c9,52.1140581,-109.8150693,29-36-27-W3,Saskatchewan,250000,2010-12-22,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAAPU,Cadillac,Undetermined,,Village,Populated Place,VILG,0c27c4c5849c20c3f93de17c2f253f20,49.7257056,-107.7385444,8-9-13-W3,Saskatchewan,1000000,1981-06-09,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPDU,Calder,Undetermined,,Village,Populated Place,VILG,0cfef389849c20c3fe6f53d63513b938,51.1575444,-101.7494111,"15,16-25-31-W",Saskatchewan,1000000,1956-08-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATEA,Calder No. 241,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31a2bb849c20c3fd488223d4a4e5c3,51.2573514,-101.7282745,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMN,Calderbank,Undetermined,,Hamlet,Populated Place,UNP,257ed044c6ce11d892e2080020a0f4c9,50.6166982,-106.8506305,23-19-7-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATKJ,Caledonia No. 99,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31c492849c20c33556c6ed3c1906b0,49.8901636,-104.7267857,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAARS,Calley,Undetermined,,Locality,Populated Place,UNP,0c27cc95849c20c33dd05786d750cb2c,51.2000004,-102.4004761,32-25-3-W2,Saskatchewan,250000,1956-08-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATMK,Cambria No. 6,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31d0e1849c20c3871c54c6bc47d9e5,49.1285278,-103.4269298,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATUA,Cameo,Undetermined,,Locality,Populated Place,UNP,0c31f883849c20c3cdd96e9b52dec938,53.2500473,-106.5338868,49-4-W3,Saskatchewan,250000,1956-10-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXAR,Camp 10 Lake Recreation Site,Undetermined,,Recreation Site,Administrative Area,PARK,0d022e1c849c20c3e0c86ea2ad78531d,54.2574451,-105.9496865,,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAASF,Camp Dundurn,Undetermined,,Locality,Populated Place,UNP,4769f046c6cd11d892e2080020a0f4c9,51.8500401,-106.5672811,33-4-W3,Saskatchewan,250000,1976-09-23,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABXE,Camsell Portage,Undetermined,,Northern Settlement,Populated Place,HAM,1e61ada8c6ce11d892e2080020a0f4c9,59.6108278,-109.2707972,,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQC,Cana,Undetermined,,Hamlet,Populated Place,UNP,1e1f9b92c6ce11d892e2080020a0f4c9,50.8833365,-102.6504902,9-22-5-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQE,Cana Junction,Undetermined,,Railway Point,Populated Place,UNP,47dd72a1c6cd11d892e2080020a0f4c9,50.9166693,-102.7838272,28-22-6-W2,Saskatchewan,50000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATES,Cana No. 214,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31a764849c20c37e4b7bcd76be9579,50.9509646,-102.6159566,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATEH,Canaan No. 225,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31a405849c20c375b9587f45c7a9b4,50.8576408,-107.0565258,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABXF,Candiac,Undetermined,,Organized Hamlet,Populated Place,HAM,4856251dc6cd11d892e2080020a0f4c9,50.2114833,-103.2591,35-14-10-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUSN,Candle Lake,Undetermined,,Resort Village,Populated Place,VILG,2789bba6c6ce11d892e2080020a0f4c9,53.7853011,-105.2570583,18-55-22-W2,Saskatchewan,1000000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXDQ,Candle Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,e53b15f1d05211d892e2080020a0f4c9,53.8267726,-105.259348,,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQG,Cando,Undetermined,,Hamlet,Populated Place,UNP,0cfe4afd849c20c32441230123851dc1,52.383392,-108.234017,22-39-16-W3,Saskatchewan,1000000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAWJO,Cannington Lake,Undetermined,,Organized Hamlet,Populated Place,HAM,0c32b120849c20c3930c74e3c8d7d267,49.7827167,-102.1603722,36-9-2-W2,Saskatchewan,50000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXDR,Cannington Manor Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,0cf4f348849c20c3004ba9cd1f65ca3a,49.7307777,-102.0584046,,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXVJ,Canoe Lake 165,Undetermined,,Indian Reserve,Administrative Area,IR,f0930732bbe211d892e2080020a0f4c9,55.123622,-108.1960802,"70,71-14,15-W3",Saskatchewan,50000,1972-06-01,Indigenous and Northern Affairs Canada
HAXVH,Canoe Lake 165A,Undetermined,,Indian Reserve,Administrative Area,IR,f0872050bbe211d892e2080020a0f4c9,55.1562398,-108.3959757,"15,21-71-16-W3",Saskatchewan,50000,1972-06-01,Indigenous and Northern Affairs Canada
HAXVI,Canoe Lake 165B,Undetermined,,Indian Reserve,Administrative Area,IR,f08d61e1bbe211d892e2080020a0f4c9,55.1807274,-108.1113772,29-71-14-W3,Saskatchewan,50000,1972-06-01,Indigenous and Northern Affairs Canada
HAXAS,Canoe Lake Recreation Site,Undetermined,,Recreation Site,Administrative Area,PARK,0cf4e986849c20c314ff4bbe64e9140a,55.1680107,-108.3569848,,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQK,Canoe Narrows,Undetermined,,Locality,Populated Place,UNP,47e784c2c6cd11d892e2080020a0f4c9,55.1667527,-108.1507082,71-14-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPWU,Canoe River,Undetermined,,Locality,Populated Place,UNP,0c2ff7fe849c20c3a10ad05d379ae7c0,55.2334186,-108.1673743,72-14-W3,Saskatchewan,250000,1964-02-17,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPEA,Canopus,Undetermined,,Hamlet,Populated Place,UNP,242bea54c6ce11d892e2080020a0f4c9,49.200028,-106.2005845,9-3-2-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQM,Canora,Undetermined,,Town,Populated Place,TOWN,0c285859849c20c3a9047ffd7f03e375,51.636375,-102.4310056,,Saskatchewan,7500000,1956-08-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQN,Cantal,Undetermined,,Hamlet,Populated Place,UNP,1e2a49f3c6ce11d892e2080020a0f4c9,49.433351,-101.9337908,36-5-34-W,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPEB,Cantuar,Undetermined,,Hamlet,Populated Place,UNP,2435fc75c6ce11d892e2080020a0f4c9,50.3833689,-108.0006815,28-16-15-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASVO,Cantyre,Undetermined,,Locality,Populated Place,UNP,0c3178d2849c20c36b6883a0abd9c792,53.3667015,-101.8504503,36-50-31-W,Saskatchewan,250000,1933-12-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPMO,Canuck,Undetermined,,Hamlet,Populated Place,UNP,24da04b5c6ce11d892e2080020a0f4c9,49.2000165,-108.2173444,10-3-17-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQO,Canwood,Undetermined,,Village,Populated Place,VILG,0c2858dc849c20c3d53bdbb3a2dd21c2,53.3585583,-106.6007156,36-50-5-W3,Saskatchewan,1000000,1948-10-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASYL,Canwood No. 494,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31817d849c20c3d780c7ef1485a005,53.4571564,-106.8297611,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAWCS,Canwood Provincial Forest,Undetermined,,Provincial Forest,Administrative Area,PARK,0c32a903849c20c3ccc76db564d049e1,53.3167146,-106.5172166,,Saskatchewan,1000000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASUP,Canwood Regional Park,Undetermined,,Regional Park,Administrative Area,PARK,0c3174ba849c20c3c814c34b52a5acff,53.3611597,-106.5422167,50-4-W3,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATIK,Capasin,Undetermined,,Locality,Populated Place,UNP,0c31b999849c20c3b171a477e4323a68,53.6000604,-107.3839336,53-10-W3,Saskatchewan,250000,1956-10-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOQS,Cardell,Undetermined,,Railway Point,Populated Place,UNP,0cfeeb8f849c20c3016f5da0f7ae1a28,49.933372,-109.3174137,23-11-25-W3,Saskatchewan,50000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABQT,Cardross,Undetermined,,Hamlet,Populated Place,UNP,47f196e3c6cd11d892e2080020a0f4c9,49.816696,-105.617233,16-10-27-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAWLG,Caribou Heights,Undetermined,,Urban Community,Populated Place,UNP,0caa810a849c20c3513a07c9ccdb049e,50.4000271,-105.5839086,,Saskatchewan,50000,1987-05-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABRA,Carievale,Undetermined,,Village,Populated Place,VILG,0cfe4b3e849c20c3dd8ca8e89a08468a,49.1734721,-101.6255777,31-2-31-W,Saskatchewan,1000000,1955-01-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABRC,Carlea,Undetermined,,Hamlet,Populated Place,UNP,47fb33d4c6cd11d892e2080020a0f4c9,53.1500281,-103.9004632,19-48-13-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMO,Carlton,Undetermined,,Hamlet,Populated Place,UNP,25897ea5c6ce11d892e2080020a0f4c9,52.8333741,-106.5005692,27-44-4-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAWHO,Carlton Trail Regional Park,Undetermined,,Regional Park,Administrative Area,PARK,0d021dfd849c20c36daae871257b4e8d,50.6791655,-101.7004657,34-19-31-W1,Saskatchewan,1000000,1998-06-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABRI,Carlyle,Undetermined,,Town,Populated Place,TOWN,0cfe4b7e849c20c3c960948d28897613,49.6353911,-102.2663556,7-8-2-W2,Saskatchewan,7500000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABRK,Carlyle Lake Resort,Undetermined,,Hamlet,Populated Place,UNP,48060945c6cd11d892e2080020a0f4c9,49.750016,-102.2671547,,Saskatchewan,1000000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMP,Carmel,Undetermined,,Hamlet,Populated Place,UNP,0c3055b7849c20c3299ee46cfdb14c8f,52.2333623,-105.3505581,34-37-24-W2,Saskatchewan,250000,1955-08-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABRQ,Carmichael,Undetermined,,Village,Populated Place,VILG,0c285de5849c20c350622232fbf790b9,50.0441611,-108.6499306,34-12-20-W3,Saskatchewan,250000,1956-12-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATJZ,Carmichael No. 109,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31c28c849c20c32a7a7fc4e483353b,49.9373921,-108.6535834,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOSI,Carnagh,Undetermined,,Locality,Populated Place,UNP,0c2fad0b849c20c3101595da11c50f90,49.7833617,-108.9340595,33-9-22-W3,Saskatchewan,250000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABWL,Carnduff,Undetermined,,Town,Populated Place,TOWN,0c2880c9849c20c3bcd1281c807e6682,49.174925,-101.7973306,35-2-33-W,Saskatchewan,7500000,1955-01-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABXC,Caron,Undetermined,,Organized Hamlet,Populated Place,HAM,484c12fcc6cd11d892e2080020a0f4c9,50.4586778,-105.8731111,25-17-29-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATFP,Caron No. 162,Undetermined,,Rural Municipality,Administrative Area,MUN2,0c31ac72849c20c3662c28ee835738c0,50.455008,-105.8807262,,Saskatchewan,50000,1980-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABXD,Caronport,Undetermined,,Village,Populated Place,VILG,66cbcfb6d05511d892e2080020a0f4c9,50.4588306,-105.8167342,29-17-28-W2,Saskatchewan,1000000,1988-01-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABWQ,Carpenter,Undetermined,,Locality,Populated Place,UNP,4837a09ac6cd11d892e2080020a0f4c9,52.5833676,-105.9172307,1-42-28-W2,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABWU,Carragana,Undetermined,,Hamlet,Populated Place,UNP,484227ebc6cd11d892e2080020a0f4c9,52.583333,-103.100473,33-41-8-W2,Saskatchewan,250000,1998-03-25,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABWZ,Carrot River,Undetermined,,Town,Populated Place,TOWN,0c2884a5849c20c303472da19edea419,53.2817028,-103.5856397,5-50-11-W2,Saskatchewan,1000000,1947-09-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXUM,Carrot River 29A,Undetermined,,Indian Reserve,Administrative Area,IR,efd3127bbbe211d892e2080020a0f4c9,53.4949613,-102.8758999,"52-6,7-W2",Saskatchewan,50000,1972-06-01,Indigenous and Northern Affairs Canada
HAQMS,Carruthers,Undetermined,,Hamlet,Populated Place,UNP,55ff4ee4c6cd11d892e2080020a0f4c9,52.8667435,-109.2674007,10-45-23-W3,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HZABV,Carry The Kettle 76-1,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc04849c20c37e23524185dc3d64,50.3228104,-103.2760707,,Saskatchewan,50000,2000-12-14,Indigenous and Northern Affairs Canada
HZAIC,Carry The Kettle 76-10,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc30849c20c3f8ca60866ff8e7a7,50.4439281,-103.2777434,,Saskatchewan,50000,2005-03-01,Indigenous and Northern Affairs Canada
HZAHW,Carry The Kettle 76-11,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2f849c20c3165094c0c83d9e70,50.4441528,-103.386718,,Saskatchewan,50000,2005-01-22,Indigenous and Northern Affairs Canada
HZAHX,Carry The Kettle 76-12,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2f849c20c33c12325d99c9da5d,50.4589027,-103.2264328,,Saskatchewan,50000,2005-01-22,Indigenous and Northern Affairs Canada
HZAIB,Carry The Kettle 76-13,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc30849c20c3583f378b5a68a0b1,50.2730693,-103.6616729,,Saskatchewan,50000,2005-03-01,Indigenous and Northern Affairs Canada
HZAHY,Carry The Kettle 76-14,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2f849c20c3208be16d4d12a742,50.506049,-103.1633861,,Saskatchewan,50000,2005-01-22,Indigenous and Northern Affairs Canada
HZAHZ,Carry The Kettle 76-15,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2f849c20c37bcd702411b265e9,50.4005604,-103.5583606,,Saskatchewan,50000,2005-02-28,Indigenous and Northern Affairs Canada
HZAKI,Carry The Kettle 76-17,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc3f849c20c39db8f750debce228,50.6075963,-103.6843367,,Saskatchewan,50000,2006-04-04,Indigenous and Northern Affairs Canada
HZAKM,Carry The Kettle 76-18,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc40849c20c327dc9aa74eadbdfc,50.5934664,-103.6990109,,Saskatchewan,50000,2006-04-04,Indigenous and Northern Affairs Canada
HZAKN,Carry The Kettle 76-19,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc40849c20c339a2abb8b8ec609c,50.5376699,-103.7344707,,Saskatchewan,50000,2006-04-04,Indigenous and Northern Affairs Canada
HZAJI,Carry The Kettle 76-2,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc38849c20c31d67d6d21c641f36,50.3311044,-103.2307948,,Saskatchewan,50000,2000-02-10,Indigenous and Northern Affairs Canada
HBAQF,Carry The Kettle 76-20,Undetermined,,Indian Reserve,Administrative Area,IR,3631faa283664e9689227360b3515749,50.436906,-103.409622,,Saskatchewan,50000,2008-07-22,Indigenous and Northern Affairs Canada
HBAQG,Carry The Kettle 76-21,Undetermined,,Indian Reserve,Administrative Area,IR,c860a67f6add4433a6b243a4d33c6b9e,50.44417,-103.489708,,Saskatchewan,50000,2010-09-01,Indigenous and Northern Affairs Canada
HZAKO,Carry The Kettle 76-22,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc40849c20c36766f3295b12ce0b,50.466142,-103.2146798,,Saskatchewan,50000,2006-04-04,Indigenous and Northern Affairs Canada
HBAQZ,Carry The Kettle 76-23,Undetermined,,Indian Reserve,Administrative Area,IR,ad2f0a2d1ed94c559a9a544fa2b8a627,50.670021,-103.698923,,Saskatchewan,50000,2008-09-22,Indigenous and Northern Affairs Canada
HBAOR,Carry The Kettle 76-24,Undetermined,,Indian Reserve,Administrative Area,IR,c56bfe2cf0544350816c384a5e0d4e9c,50.5059984,-103.1806451,,Saskatchewan,50000,2010-09-01,Indigenous and Northern Affairs Canada
HBAPL,Carry The Kettle 76-25,Undetermined,,Indian Reserve,Administrative Area,IR,b499160a527045f5ab0da416ec0b8eea,50.6690335,-103.5284323,,Saskatchewan,50000,2010-09-01,Indigenous and Northern Affairs Canada
HBBBV,Carry The Kettle 76-28,Undetermined,,Indian Reserve,Administrative Area,IR,8184a37b904b4d19801052ad2a35dfb1,50.6766,-103.6516,,Saskatchewan,50000,2019-05-14,Indigenous and Northern Affairs Canada
HBAAY,Carry The Kettle 76-29,Undetermined,,Indian Reserve,Administrative Area,IR,ecf3724f01d611dea89a080020a0f4c9,50.5061111,-103.5472222,,Saskatchewan,50000,2007-01-06,Indigenous and Northern Affairs Canada
HZAGQ,Carry The Kettle 76-3,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc26849c20c300633ae9e2494c93,50.4513862,-103.3867375,,Saskatchewan,50000,2004-11-19,Indigenous and Northern Affairs Canada
HBACR,Carry The Kettle 76-30,Undetermined,,Indian Reserve,Administrative Area,IR,fc4f61956d2741e4837d5902b12a1ed1,50.487946,-103.09461,,Saskatchewan,50000,2009-05-07,Indigenous and Northern Affairs Canada
HZAIW,Carry The Kettle 76-31,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc36849c20c30ea33e5a059c3314,50.6616525,-103.6504961,,Saskatchewan,50000,2004-04-27,Indigenous and Northern Affairs Canada
HZAIA,Carry The Kettle 76-32,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2f849c20c3894c37c07aed56c7,50.6772502,-103.6989115,,Saskatchewan,50000,2005-02-28,Indigenous and Northern Affairs Canada
HZAKG,Carry The Kettle 76-33,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc3f849c20c36afbf2649be82ad9,50.9057423,-108.6248916,,Saskatchewan,50000,2006-01-20,Indigenous and Northern Affairs Canada
HZAKY,Carry The Kettle 76-34,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc44849c20c3cf672dcc6eb515b0,50.4513095,-103.6214503,,Saskatchewan,50000,2007-05-05,Indigenous and Northern Affairs Canada
HBAES,Carry The Kettle 76-35,Undetermined,,Indian Reserve,Administrative Area,IR,fcb9f87012194271bf3068c1491d0367,50.541883,-103.274479,,Saskatchewan,50000,2012-03-22,Indigenous and Northern Affairs Canada
HBAQH,Carry The Kettle 76-36,Undetermined,,Indian Reserve,Administrative Area,IR,48f882faaa014ae7a618d3a61316678d,50.495189,-103.163373,,Saskatchewan,50000,2010-09-01,Indigenous and Northern Affairs Canada
HBADP,Carry The Kettle 76-37,Undetermined,,Indian Reserve,Administrative Area,IR,51b77dcf4a8349b198f4dc8d9868ef25,50.8886004,-108.5843811,,Saskatchewan,50000,2010-05-12,Indigenous and Northern Affairs Canada
HBADO,Carry The Kettle 76-38,Undetermined,,Indian Reserve,Administrative Area,IR,06869c01b2a1486ea25724190125e6e0,50.859722,-108.601944,,Saskatchewan,50000,2010-05-12,Indigenous and Northern Affairs Canada
HZAHS,Carry The Kettle 76-4,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2e849c20c3166965550d6ce265,50.4441527,-103.3980222,,Saskatchewan,50000,2005-01-22,Indigenous and Northern Affairs Canada
HBAEN,Carry The Kettle 76-40,Undetermined,,Indian Reserve,Administrative Area,IR,8ff243d7266e4f8fa930b14c1ba66a01,50.320441,-103.352241,,Saskatchewan,50000,2012-02-22,Indigenous and Northern Affairs Canada
HBAEO,Carry The Kettle 76-41,Undetermined,,Indian Reserve,Administrative Area,IR,ec6fe4e16d8547968e32318c6aa49abe,50.4435374,-103.2833868,,Saskatchewan,50000,2012-02-22,Indigenous and Northern Affairs Canada
HBAEP,Carry The Kettle 76-42,Undetermined,,Indian Reserve,Administrative Area,IR,54228e0056c64f54bc617a6c813b216a,50.451286,-103.249371,,Saskatchewan,50000,2012-02-22,Indigenous and Northern Affairs Canada
HBAEQ,Carry The Kettle 76-43,Undetermined,,Indian Reserve,Administrative Area,IR,88a578fa80474d8291445f8a1e67a664,50.31321,-103.352241,,Saskatchewan,50000,2012-02-12,Indigenous and Northern Affairs Canada
HBBBE,Carry The Kettle 76-44,Undetermined,,Indian Reserve,Administrative Area,IR,0475b9b6125f426f88b8ab1b45daaa41,50.49517,-103.5299055,,Saskatchewan,50000,2017-11-01,Indigenous and Northern Affairs Canada
HBAGS,Carry The Kettle 76-45,Undetermined,,Indian Reserve,Administrative Area,IR,dbe414861b444f0ba635e0f8b18c6651,50.501,-103.192,,Saskatchewan,50000,2015-02-10,Indigenous and Northern Affairs Canada
HBBBC,Carry The Kettle 76-46,Undetermined,,Indian Reserve,Administrative Area,IR,a03409e8028347f2874c2ccae8b05722,50.429798,-103.157617,,Saskatchewan,50000,2017-11-01,Indigenous and Northern Affairs Canada
HBBBD,Carry The Kettle 76-47,Undetermined,,Indian Reserve,Administrative Area,IR,0b68f882c06a410189f89bc10e61679e,50.400577,-103.547053,,Saskatchewan,50000,2017-11-01,Indigenous and Northern Affairs Canada
HBAXY,Carry The Kettle 76-48,Undetermined,,Indian Reserve,Administrative Area,IR,f67c529ec80040e8a8a4fcad26f48000,50.407819,-103.581279,,Saskatchewan,50000,2014-07-29,Indigenous and Northern Affairs Canada
HBAGQ,Carry The Kettle 76-49,Undetermined,,Indian Reserve,Administrative Area,IR,48aa692e71124ca797079a61d4351cad,50.5023811,-103.17187,,Saskatchewan,50000,2015-02-10,Indigenous and Northern Affairs Canada
HBACP,Carry The Kettle 76-5,Undetermined,,Indian Reserve,Administrative Area,IR,36e1d6ff69134c978e4d446c1ea840df,50.480476,-103.13479,,Saskatchewan,50000,2009-05-07,Indigenous and Northern Affairs Canada
HBAGP,Carry The Kettle 76-50,Undetermined,,Indian Reserve,Administrative Area,IR,e849bf7780ae43d7ad285e2d32582c68,50.5023989,-103.1662119,,Saskatchewan,50000,2015-02-10,Indigenous and Northern Affairs Canada
HBBGJ,Carry The Kettle 76-51,Undetermined,,Indian Reserve,Administrative Area,IR,ea3554b4345a4130bcbfddf1a5e1c358,50.4077771,-103.569955,,Saskatchewan,50000,2018-12-19,Indigenous and Northern Affairs Canada
HBBMN,Carry The Kettle 76-52,Undetermined,,Indian Reserve,Administrative Area,IR,d32fee3e65db46f8875fd0882df6dcac,50.523744,-103.57497,,Saskatchewan,50000,2018-12-19,Indigenous and Northern Affairs Canada
HBAUB,Carry The Kettle 76-53,Undetermined,,Indian Reserve,Administrative Area,IR,119af6b94aca4c51ba73403862a186c1,50.531625,-103.363804,,Saskatchewan,50000,2017-09-05,Indigenous and Northern Affairs Canada
HBAUX,Carry The Kettle 76-54,Undetermined,,Indian Reserve,Administrative Area,IR,48a5fba3b32d4b7e802ea741d7568c6f,50.313182,-103.329349,,Saskatchewan,50000,2016-01-27,Indigenous and Northern Affairs Canada
HBAGR,Carry The Kettle 76-55,Undetermined,,Indian Reserve,Administrative Area,IR,ff857e521e0648e59eed1aa6c62cd01b,50.33,-103.28,,Saskatchewan,50000,2015-02-10,Indigenous and Northern Affairs Canada
HBBBU,Carry The Kettle 76-56,Undetermined,,Indian Reserve,Administrative Area,IR,e1b8a6e2427b4fbbb10d1f8b7b3fa088,50.37388,-103.371379,,Saskatchewan,50000,2017-11-01,Indigenous and Northern Affairs Canada
HBAIN,Carry The Kettle 76-57,Undetermined,,Indian Reserve,Administrative Area,IR,e3e7c8dd5b9b470ea9f6d05b7ed7a4c9,50.447774,-103.501278,,Saskatchewan,50000,2016-06-21,Indigenous and Northern Affairs Canada
HBAGO,Carry The Kettle 76-58,Undetermined,,Indian Reserve,Administrative Area,IR,5c960bcaad8b4669882e28fbfad14fd4,50.4296919,-103.4897339,,Saskatchewan,50000,2015-02-10,Indigenous and Northern Affairs Canada
HBATH,Carry The Kettle 76-59,Undetermined,,Indian Reserve,Administrative Area,IR,474ed79bc9684588a930b3d1d245c1c6,50.533423,-103.575634,,Saskatchewan,50000,2013-11-11,Indigenous and Northern Affairs Canada
HZAHT,Carry The Kettle 76-6,Undetermined,,Indian Reserve,Administrative Area,IR,6c9ebc2e849c20c336261f63899f0838,50.4625203,-103.1805858,,Saskatchewan,50000,2005-01-22,Indigenous and Northern Affairs Canada
