CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GAESK,Charles,Undetermined,,Community,Populated Place,UNP,f14c5c4fbede11d892e2080020a0f4c9,55.5383330,-101.0127800,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBKNS,Charles Bay,Undetermined,,Bay,Water Feature,BAY,b6057fbfbef811d892e2080020a0f4c9,55.7322220,-96.6166670,78-6E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GAESL,Charles Falls,Undetermined,,Falls,Water Feature,FALL,f1542480bede11d892e2080020a0f4c9,51.0166670,-95.8827780,,Manitoba,50000,1949-09-01,Manitoba-Sustainable Development
GAESM,Charles Island,Undetermined,,Island,Terrain Feature,ISL,f15b9e91bede11d892e2080020a0f4c9,53.1936110,-99.7655560,,Manitoba,250000,1968-03-01,Manitoba-Sustainable Development
GAESO,Charles Lake,Undetermined,,Lake,Water Feature,LAKE,f1695a33bede11d892e2080020a0f4c9,51.2061110,-101.2388900,31-25-27-W,Manitoba,50000,1977-02-15,Manitoba-Sustainable Development
GAESN,Charles Lake,Undetermined,,Lake,Water Feature,LAKE,f161b912bede11d892e2080020a0f4c9,49.0277780,-100.1375000,7-1-20-W,Manitoba,50000,1960-03-03,Manitoba-Sustainable Development
GBJSS,Charles Miller Lake,Undetermined,,Lake,Water Feature,LAKE,3937e21fbef811d892e2080020a0f4c9,58.8263890,-99.6380560,113-13W,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GBKSO,Charles Point,Undetermined,,Point,Terrain Feature,CAPE,c26056b8bef811d892e2080020a0f4c9,59.8863890,-98.9216670,125-9W,Manitoba,50000,1995-02-28,Manitoba-Sustainable Development
GBGMQ,Charleswood,Undetermined,,Urban Community,Populated Place,UNP,7be977dbbef611d892e2080020a0f4c9,49.8525000,-97.2841670,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAEST,Charlet Lake,Undetermined,,Lake,Water Feature,LAKE,f16fc2d4bede11d892e2080020a0f4c9,59.0352780,-98.2433330,,Manitoba,250000,1975-04-18,Manitoba-Sustainable Development
GAESW,Charlie Island,Undetermined,,Island,Terrain Feature,ISL,f1760465bede11d892e2080020a0f4c9,51.6252780,-99.7705560,,Manitoba,250000,1947-03-13,Manitoba-Sustainable Development
GAESX,Charlie Lake,Undetermined,,Lake,Water Feature,LAKE,8a2dd84fba3611d892e2080020a0f4c9,59.9925000,-100.5947200,,Manitoba,1000000,1939-12-12,Manitoba-Sustainable Development
GAESZ,Charlies Island,Undetermined,,Island,Terrain Feature,ISL,f17d5766bede11d892e2080020a0f4c9,52.4483330,-99.8052780,,Manitoba,250000,1979-05-28,Manitoba-Sustainable Development
GAETC,Charlies Lake,Undetermined,,Lake,Water Feature,LAKE,f18594c7bede11d892e2080020a0f4c9,49.0113890,-99.8513890,5-1-18-W,Manitoba,50000,1977-08-16,Manitoba-Sustainable Development
GAETE,Charlies Point,Undetermined,,Point,Terrain Feature,CAPE,f2715458bede11d892e2080020a0f4c9,52.6086110,-100.0552800,"42-18,19-W",Manitoba,50000,1977-04-05,Manitoba-Sustainable Development
GAETF,Charlotte Island,Undetermined,,Island,Terrain Feature,ISL,f278f579bede11d892e2080020a0f4c9,55.7330560,-100.8005600,,Manitoba,50000,1978-09-18,Manitoba-Sustainable Development
GAETG,Charlton Creek,Undetermined,,Creek,Water Feature,RIV,f27f370abede11d892e2080020a0f4c9,49.0466670,-99.9027780,24-1-19-W,Manitoba,50000,1977-08-16,Manitoba-Sustainable Development
GAETH,Charlton Lake,Undetermined,,Lake,Water Feature,LAKE,f285789bbede11d892e2080020a0f4c9,49.0172220,-99.9938890,1-19-W,Manitoba,250000,1946-12-03,Manitoba-Sustainable Development
GAETK,Charney Lake,Undetermined,,Lake,Water Feature,LAKE,f28cf2acbede11d892e2080020a0f4c9,58.6883330,-101.4330600,,Manitoba,250000,1972-04-14,Manitoba-Sustainable Development
GAETM,Charron Lake,Undetermined,,Lake,Water Feature,LAKE,f2935b4dbede11d892e2080020a0f4c9,52.7425000,-95.2502780,,Manitoba,1000000,1937-11-02,Manitoba-Sustainable Development
GAETN,Chartier Lake,Undetermined,,Lake,Water Feature,LAKE,f29ad55ebede11d892e2080020a0f4c9,55.0783330,-99.9916670,21-70-17-W,Manitoba,250000,1983-03-14,Manitoba-Sustainable Development
GAETO,Chartrand Bay,Undetermined,,Bay,Water Feature,BAY,f2a2285fbede11d892e2080020a0f4c9,50.3352780,-97.9469440,,Manitoba,50000,1978-07-21,Manitoba-Sustainable Development
GAETP,Chartrand Island,Undetermined,,Island,Terrain Feature,ISL,f2a8b810bede11d892e2080020a0f4c9,52.5044440,-99.6827780,,Manitoba,250000,1979-05-28,Manitoba-Sustainable Development
GAETR,Chartrand Lake,Undetermined,,Lake,Water Feature,LAKE,f2b64ca2bede11d892e2080020a0f4c9,52.1425000,-100.1752800,"36,37-19,20-W",Manitoba,50000,1977-02-14,Manitoba-Sustainable Development
GAETQ,Chartrand Lake,Undetermined,,Lake,Water Feature,LAKE,f2aef9a1bede11d892e2080020a0f4c9,58.1727780,-100.2736100,,Manitoba,250000,1961-06-07,Manitoba-Sustainable Development
GBJZK,Chartrand Peninsula,Undetermined,,Peninsula,Terrain Feature,CAPE,8653b83cbef811d892e2080020a0f4c9,59.0419440,-97.7269440,116-2W,Manitoba,50000,1995-03-24,Manitoba-Sustainable Development
GBJIA,Chartrand Point,Undetermined,,Point,Terrain Feature,CAPE,d25588e0bef711d892e2080020a0f4c9,54.0833330,-96.1558330,59-9E1,Manitoba,50000,1995-03-13,Manitoba-Sustainable Development
GBJZU,Chartrand Rapids,Undetermined,,Rapids,Water Feature,RAP,89272396bef811d892e2080020a0f4c9,59.2816670,-97.6866670,118-2W,Manitoba,50000,1995-03-24,Manitoba-Sustainable Development
GAETS,Chartrands Bluff,Undetermined,,Bluff,Terrain Feature,CLF,f39d7853bede11d892e2080020a0f4c9,51.7822220,-99.7333330,32-17-W,Manitoba,50000,1979-09-10,Manitoba-Sustainable Development
GAETT,Chartrands Point,Undetermined,,Point,Terrain Feature,CAPE,f3a4a444bede11d892e2080020a0f4c9,52.3866670,-100.3288900,39-20-W,Manitoba,50000,1977-05-13,Manitoba-Sustainable Development
GAETU,Charuk Lake,Undetermined,,Lake,Water Feature,LAKE,f3ac4565bede11d892e2080020a0f4c9,49.7388890,-95.4611110,9-15-E,Manitoba,50000,1974-05-15,Manitoba-Sustainable Development
GAETY,Chaske Lake,Undetermined,,Lake,Water Feature,LAKE,f3b2fc26bede11d892e2080020a0f4c9,59.2144440,-99.4186110,,Manitoba,250000,1975-04-18,Manitoba-Sustainable Development
GAETZ,Chasm Creek,Undetermined,,Creek,Water Feature,RIV,f3baeb67bede11d892e2080020a0f4c9,58.0016670,-94.9227780,,Manitoba,250000,1954-07-08,Manitoba-Sustainable Development
GAEUA,Chataway Lake,Undetermined,,Lake,Water Feature,LAKE,f3c1f048bede11d892e2080020a0f4c9,54.5605560,-94.2869440,,Manitoba,250000,1937-11-02,Manitoba-Sustainable Development
GZAAX,Chataway Lake/Knife Lake,Undetermined,,Indian Reserve,Administrative Area,IR,45f9e77effb211dda89a080020a0f4c9,54.5344846,-94.2818646,,Manitoba,50000,2005-05-10,Indigenous and Northern Affairs Canada
GAEUB,Chater,Undetermined,,Community,Populated Place,UNP,f3c8a709bede11d892e2080020a0f4c9,49.8672220,-99.8313890,27-10-18-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAEUD,Chatfield,Undetermined,,Community,Populated Place,UNP,f3d180aabede11d892e2080020a0f4c9,50.7838890,-97.5708330,5-21-1-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAEUF,Chatham Creek,Undetermined,,Creek,Water Feature,RIV,f3d96febbede11d892e2080020a0f4c9,55.4030560,-97.6494440,74-2-W,Manitoba,250000,1930-02-04,Manitoba-Sustainable Development
GAEUH,Chatwin Lake,Undetermined,,Lake,Water Feature,LAKE,f3dfb17cbede11d892e2080020a0f4c9,58.8927780,-100.7961100,,Manitoba,1000000,1966-06-07,Manitoba-Sustainable Development
GAEUJ,Chawanski Lake,Undetermined,,Lake,Water Feature,LAKE,f3eb985dbede11d892e2080020a0f4c9,59.8983330,-97.4800000,,Manitoba,250000,1974-12-27,Manitoba-Sustainable Development
GAEUK,Cheekatinaw Lake,Undetermined,,Lake,Water Feature,LAKE,f507418ebede11d892e2080020a0f4c9,53.7416670,-101.7383300,55-29-W,Manitoba,250000,1978-08-21,Manitoba-Sustainable Development
GAEUL,Cheekwakosi Bay,Undetermined,,Bay,Water Feature,BAY,f510423fbede11d892e2080020a0f4c9,56.1213890,-101.4758300,,Manitoba,250000,1979-05-29,Manitoba-Sustainable Development
GAEUO,Chekask Lake,Undetermined,,Lake,Water Feature,LAKE,5b5f2226ba2f11d892e2080020a0f4c9,59.7605560,-101.9916700,,Manitoba,250000,1950-04-06,Manitoba-Sustainable Development
GAEUX,Cheman Lake,Undetermined,,Lake,Water Feature,LAKE,f51c0210bede11d892e2080020a0f4c9,54.7963890,-101.1461100,67-25-W,Manitoba,250000,1948-01-06,Manitoba-Sustainable Development
GAEUY,Chemans Lake,Undetermined,,Lake,Water Feature,LAKE,f52306f1bede11d892e2080020a0f4c9,53.3447220,-94.7880560,,Manitoba,250000,1978-03-17,Manitoba-Sustainable Development
GBPFC,Chemawawin 1,Undetermined,,Indian Reserve,Administrative Area,IR,ea6107f6bbe211d892e2080020a0f4c9,53.3141670,-100.3833300,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPFD,Chemawawin 2,Undetermined,,Indian Reserve,Administrative Area,IR,ea6bdd67bbe211d892e2080020a0f4c9,53.1038890,-99.7988890,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPIJ,Chemawawin 3,Undetermined,,Indian Reserve,Administrative Area,IR,ed8b4523bbe211d892e2080020a0f4c9,52.9511110,-99.7291670,"45,46-16-17-W",Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GAEVB,Chemawawin Island,Undetermined,,Island,Terrain Feature,ISL,f52996a2bede11d892e2080020a0f4c9,53.3144440,-100.3802800,50-20-W,Manitoba,250000,1980-08-25,Manitoba-Sustainable Development
GBLAW,Chemin Assiniboine,Undetermined,,Road,Constructed Feature,ROAD,37d238bbbbdd11d892e2080020a0f4c9,50.0516670,-97.8425000,Parish of Baie St. Paul,Manitoba,50000,1996-12-19,Manitoba-Sustainable Development
GBLAX,Chemin Dawson,Undetermined,,Road,Constructed Feature,ROAD,37d964acbbdd11d892e2080020a0f4c9,49.7302780,-96.7333330,8-9-6E,Manitoba,50000,1996-11-28,Manitoba-Sustainable Development
GAEVF,Chemin Island,Undetermined,,Island,Terrain Feature,ISL,f530e9a3bede11d892e2080020a0f4c9,58.1716670,-97.0377780,,Manitoba,250000,1974-09-11,Manitoba-Sustainable Development
GBLAY,Chemin La Vérendrye,Undetermined,,Road,Constructed Feature,ROAD,37e28c6dbbdd11d892e2080020a0f4c9,50.4511110,-96.0150000,21-17-11E,Manitoba,50000,1996-11-28,Manitoba-Sustainable Development
GAEVG,Chepaymistik Creek,Undetermined,,Creek,Water Feature,RIV,f5392704bede11d892e2080020a0f4c9,55.5802780,-97.2852780,18-76-2-E,Manitoba,250000,1978-08-11,Manitoba-Sustainable Development
GAEVH,Chepi Beach,Undetermined,,Beach,Terrain Feature,BCH,f53f6895bede11d892e2080020a0f4c9,55.7563890,-100.4683300,,Manitoba,250000,1978-09-18,Manitoba-Sustainable Development
GAEVI,Chepi Island,Undetermined,,Island,Terrain Feature,ISL,f5469486bede11d892e2080020a0f4c9,55.7747220,-100.6708300,,Manitoba,50000,1978-09-18,Manitoba-Sustainable Development
GZACH,Chepi Lake,Undetermined,,Indian Reserve,Administrative Area,IR,c0caf6d75a6011dd9007080020a0f4c9,54.6308333,-92.4319444,,Manitoba,50000,2008-05-01,Indigenous and Northern Affairs Canada
GAEVJ,Chepi Lake,Cree,,Lake,Water Feature,LAKE,f54d9967bede11d892e2080020a0f4c9,54.6244440,-92.4441670,,Manitoba,250000,1978-07-06,Manitoba-Sustainable Development
GAEVK,Chepil Lake,Undetermined,,Lake,Water Feature,LAKE,f553daf8bede11d892e2080020a0f4c9,56.8508330,-100.5919400,,Manitoba,250000,1949-09-01,Manitoba-Sustainable Development
GAEVM,Cherry Creek,Undetermined,,Creek,Water Feature,RIV,f6458df9bede11d892e2080020a0f4c9,49.2497220,-100.1844400,25-3-21-W,Manitoba,50000,1977-07-25,Manitoba-Sustainable Development
GAEVN,Cherry Creek,Undetermined,,Creek,Water Feature,RIV,f64c92dabede11d892e2080020a0f4c9,50.2655560,-97.9683330,,Manitoba,50000,1978-07-21,Manitoba-Sustainable Development
GAEVP,Cherry Island,Undetermined,,Island,Terrain Feature,ISL,f6551e5bbede11d892e2080020a0f4c9,51.3038890,-98.8850000,,Manitoba,250000,1947-03-13,Manitoba-Sustainable Development
GAEVQ,Cherry Island,Undetermined,,Island,Terrain Feature,ISL,f65b5fecbede11d892e2080020a0f4c9,52.1777780,-98.1133330,,Manitoba,50000,1979-04-30,Manitoba-Sustainable Development
GAEVR,Cherry Lake,Undetermined,,Lake,Water Feature,LAKE,f661a17dbede11d892e2080020a0f4c9,58.4955560,-99.0302780,,Manitoba,250000,1975-01-31,Manitoba-Sustainable Development
GAEVS,Cherry Point,Undetermined,,Point,Terrain Feature,CAPE,f668cd6ebede11d892e2080020a0f4c9,49.7025000,-100.7388900,36-8-25-W,Manitoba,50000,1976-12-23,Manitoba-Sustainable Development
GBLEB,Cherry Point,Undetermined,,Locality,Populated Place,UNP,46d1ac67bef911d892e2080020a0f4c9,49.7013890,-100.7241700,8-24W,Manitoba,50000,1997-06-11,Manitoba-Sustainable Development
GAEVW,Chesnaye,Undetermined,,Railway Point,Populated Place,UNP,f66f0effbede11d892e2080020a0f4c9,58.1983330,-94.1441670,,Manitoba,250000,1993-12-09,Manitoba-Sustainable Development
GAEVX,Chess Island,Undetermined,,Island,Terrain Feature,ISL,f6754f90bede11d892e2080020a0f4c9,59.5144440,-100.0872200,,Manitoba,250000,1972-04-05,Manitoba-Sustainable Development
GAEWE,Chewaykunapesiskak Narrows,Undetermined,,Narrows,Water Feature,CHAN,f67d17c1bede11d892e2080020a0f4c9,54.1200000,-93.4933330,,Manitoba,50000,1978-07-06,Manitoba-Sustainable Development
GAEWF,Chewter Lake,Undetermined,,Lake,Water Feature,LAKE,f6835952bede11d892e2080020a0f4c9,59.5069440,-101.5277800,,Manitoba,250000,1972-04-26,Manitoba-Sustainable Development
GAEWG,Cheyne Lakes,Undetermined,,Lakes,Water Feature,LAKE,f6899ae3bede11d892e2080020a0f4c9,58.3316670,-99.3191670,,Manitoba,250000,1957-05-02,Manitoba-Sustainable Development
GAEWH,Chicago Lake,Undetermined,,Lake,Water Feature,LAKE,f76ad324bede11d892e2080020a0f4c9,57.7000000,-101.4033300,,Manitoba,250000,1979-07-10,Manitoba-Sustainable Development
GAEWI,Chickadee Lake,Undetermined,,Lake,Water Feature,LAKE,f7713bc5bede11d892e2080020a0f4c9,54.7875000,-99.7213890,8-67-15-W,Manitoba,50000,1946-11-05,Manitoba-Sustainable Development
GAEWM,Chicken Lake,Undetermined,,Lake,Water Feature,LAKE,f7777d56bede11d892e2080020a0f4c9,56.5225000,-100.6875000,87-21-W,Manitoba,1000000,1932-06-06,Manitoba-Sustainable Development
GAEWL,Chicken Lake,Undetermined,,Lake,Water Feature,LAKE,4025e2dfba3411d892e2080020a0f4c9,55.5188890,-101.9597200,,Manitoba,1000000,1991-02-14,Manitoba-Sustainable Development
GBLQI,Chief George Barker Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,65102363bef911d892e2080020a0f4c9,51.4008330,-96.2394440,23-28-9E,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GAEWO,Chief Island,Undetermined,,Island,Terrain Feature,ISL,f77ea947bede11d892e2080020a0f4c9,51.1133330,-96.3750000,,Manitoba,250000,1978-10-03,Manitoba-Sustainable Development
GAEWP,Chief Island,Undetermined,,Island,Terrain Feature,ISL,f78511e8bede11d892e2080020a0f4c9,54.0147220,-97.7813890,,Manitoba,250000,1930-02-04,Manitoba-Sustainable Development
GAEWQ,Chief Lake,Undetermined,,Lake,Water Feature,LAKE,f78b2c69bede11d892e2080020a0f4c9,50.2477780,-98.0002780,15-4-W,Manitoba,50000,1978-10-04,Manitoba-Sustainable Development
GAEWT,Chiefs Island,Undetermined,,Island,Terrain Feature,ISL,f7927f6abede11d892e2080020a0f4c9,52.1319440,-99.5061110,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAEWV,Chiefs Point Beach,Undetermined,,Beach,Terrain Feature,BCH,f799844bbede11d892e2080020a0f4c9,50.8775000,-98.5202780,,Manitoba,50000,1979-12-11,Manitoba-Sustainable Development
GAEWW,Chiesche Lake,Undetermined,,Lake,Water Feature,LAKE,f79fc5dcbede11d892e2080020a0f4c9,49.7522220,-95.3900000,"18,19-9-16-E",Manitoba,50000,1974-01-15,Manitoba-Sustainable Development
GAEWZ,Childs Falls,Undetermined,,Falls,Water Feature,FALL,f7a73fedbede11d892e2080020a0f4c9,52.1758330,-96.1625000,,Manitoba,250000,1953-05-07,Manitoba-Sustainable Development
GAEXA,Childs Lake,Undetermined,,Lake,Water Feature,LAKE,f7ae1dbebede11d892e2080020a0f4c9,51.6066670,-101.0822200,30-26-W,Manitoba,1000000,1949-07-07,Manitoba-Sustainable Development
GAEXC,Childs Lake Creek,Undetermined,,Creek,Water Feature,RIV,f88ac21fbede11d892e2080020a0f4c9,51.6500000,-101.1525000,13-31-27-W,Manitoba,50000,1977-06-14,Manitoba-Sustainable Development
GAEXD,Chillon,Undetermined,,Locality,Populated Place,UNP,f8923c30bede11d892e2080020a0f4c9,50.5763890,-101.2208300,27-18-28-W,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GAEXE,Chiman River,Undetermined,,River,Water Feature,RIV,f8991a01bede11d892e2080020a0f4c9,57.2075000,-91.3313890,,Manitoba,250000,1977-01-19,Manitoba-Sustainable Development
GBLFJ,Chimo Resort,Undetermined,,Community,Populated Place,UNP,4b9cc924bef911d892e2080020a0f4c9,50.0266670,-100.1844400,20-12-20W,Manitoba,50000,1998-02-05,Manitoba-Sustainable Development
GAEXF,Chinaman Island,Undetermined,,Island,Terrain Feature,ISL,f8a09412bede11d892e2080020a0f4c9,54.8333330,-100.8602800,26-67-23-W,Manitoba,50000,1979-06-20,Manitoba-Sustainable Development
GAEXI,Chink Lakes,Undetermined,,Lakes,Water Feature,LAKE,f8a8d173bede11d892e2080020a0f4c9,51.5916670,-101.0436100,"21,22,27-30-26-W",Manitoba,250000,1977-06-14,Manitoba-Sustainable Development
GAEXX,Chip Point,Undetermined,,Point,Terrain Feature,CAPE,f8d1dd49bede11d892e2080020a0f4c9,58.5563890,-98.2763890,,Manitoba,250000,1971-11-15,Manitoba-Sustainable Development
GAEXM,Chipewyan Falls,Undetermined,,Falls,Water Feature,FALL,f8b6db35bede11d892e2080020a0f4c9,58.5530560,-101.2669400,,Manitoba,250000,1950-01-16,Manitoba-Sustainable Development
GAEXN,Chipewyan Lake,Undetermined,,Lake,Water Feature,LAKE,f8bd43d6bede11d892e2080020a0f4c9,57.9855560,-98.4527780,,Manitoba,2000000,1944-06-27,Manitoba-Sustainable Development
GAEXL,Chipewyaneesis Lake,Undetermined,,Lake,Water Feature,LAKE,f8af3a14bede11d892e2080020a0f4c9,56.6647220,-96.5475000,,Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAEXS,Chippewa Creek Drain,Undetermined,,Drain,Constructed Feature,HYDR,f8c46fc7bede11d892e2080020a0f4c9,50.7683330,-98.3036110,,Manitoba,250000,1979-09-10,Manitoba-Sustainable Development
GAEXV,Chipple Lake,Undetermined,,Lake,Water Feature,LAKE,f8cbc2c8bede11d892e2080020a0f4c9,50.6116670,-100.4250000,11-19-22-W,Manitoba,250000,1977-02-03,Manitoba-Sustainable Development
GAEXZ,Chisaki Lake,Undetermined,,Lake,Water Feature,LAKE,f9af1deabede11d892e2080020a0f4c9,52.0647220,-99.7161110,"35,36-16-W",Manitoba,250000,1979-05-07,Manitoba-Sustainable Development
GAEYC,Chisel Lake,Undetermined,,Lake,Water Feature,LAKE,f9bd009cbede11d892e2080020a0f4c9,54.8450000,-100.1188900,,Manitoba,250000,1948-01-06,Manitoba-Sustainable Development
GAEYB,Chisel Lake,Undetermined,,Locality,Populated Place,UNP,f9b6bf0bbede11d892e2080020a0f4c9,54.8388890,-100.1152800,34-67-18-W,Manitoba,50000,1961-03-02,Manitoba-Sustainable Development
GBTBH,Chisholm Lake,Undetermined,,Lake,Water Feature,LAKE,2447f91f94c84950bf844b60b25554f1,55.5225000,-101.0780556,,Manitoba,50000,2017-11-22,Manitoba-Sustainable Development
GAEYD,Chislett Lake,Undetermined,,Lake,Water Feature,LAKE,f9c4057dbede11d892e2080020a0f4c9,53.0780560,-95.4233330,,Manitoba,250000,1978-03-27,Manitoba-Sustainable Development
GAEYF,Chisnell Bay,Undetermined,,Bay,Water Feature,BAY,f9cb587ebede11d892e2080020a0f4c9,59.5386110,-97.8341670,,Manitoba,250000,1974-12-27,Manitoba-Sustainable Development
GAEYG,Chisnell Lake,Undetermined,,Lake,Water Feature,LAKE,f9d1e82fbede11d892e2080020a0f4c9,50.2136110,-95.5091670,32-14-15-E,Manitoba,50000,1973-03-19,Manitoba-Sustainable Development
GAEYH,Chitek Creek,Undetermined,,Creek,Water Feature,RIV,f9d829c0bede11d892e2080020a0f4c9,52.2658330,-99.5694440,,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAEYI,Chitek Lake,Cree,,Lake,Water Feature,LAKE,f9df7cc1bede11d892e2080020a0f4c9,52.4208330,-99.4036110,"39,40-14-W",Manitoba,1000000,1933-12-31,Manitoba-Sustainable Development
GAEYK,Chiukpa Island,Undetermined,,Island,Terrain Feature,ISL,f9e59742bede11d892e2080020a0f4c9,56.8911110,-99.1175000,,Manitoba,250000,1979-04-04,Manitoba-Sustainable Development
GAAEH,Chiupka Lake,Undetermined,,Lake,Water Feature,LAKE,10dd4039bedb11d892e2080020a0f4c9,57.3333330,-100.3472200,,Manitoba,250000,1983-05-11,Manitoba-Sustainable Development
GAEYM,Chmielowiec Lake,Undetermined,,Lake,Water Feature,LAKE,f9edfbb3bede11d892e2080020a0f4c9,59.3016670,-98.9588890,,Manitoba,250000,1975-04-18,Manitoba-Sustainable Development
GAEYN,Chocolate Lake,Undetermined,,Lake,Water Feature,LAKE,f9f54eb4bede11d892e2080020a0f4c9,54.2461110,-101.6883300,61-29-W,Manitoba,250000,1952-04-03,Manitoba-Sustainable Development
GAEYO,Choir Boy Lake,Undetermined,,Lake,Water Feature,LAKE,fad57585bede11d892e2080020a0f4c9,58.6591670,-94.0308330,,Manitoba,50000,1957-07-04,Manitoba-Sustainable Development
GAEYQ,Chopp Lake,Undetermined,,Lake,Water Feature,LAKE,fadcc886bede11d892e2080020a0f4c9,58.7341670,-101.6102800,,Manitoba,250000,1972-04-05,Manitoba-Sustainable Development
GBGQQ,Choquette Bay,Undetermined,,Bay,Water Feature,BAY,8a6d2331bef611d892e2080020a0f4c9,59.2022220,-97.7955560,117-3-W1,Manitoba,50000,1989-12-28,Manitoba-Sustainable Development
GAEYR,Choquette Lake,Undetermined,,Lake,Water Feature,LAKE,fae35837bede11d892e2080020a0f4c9,59.3163890,-101.0002800,,Manitoba,250000,1972-04-26,Manitoba-Sustainable Development
GBGNY,Choquette Point,Undetermined,,Point,Terrain Feature,CAPE,81d0b2fcbef611d892e2080020a0f4c9,58.7869440,-97.6497220,113-2-W1,Manitoba,50000,1989-12-28,Manitoba-Sustainable Development
GAEYT,Chornous Lake,Undetermined,,Lake,Water Feature,LAKE,fae9e7e8bede11d892e2080020a0f4c9,58.6752780,-99.6511110,,Manitoba,250000,1975-02-20,Manitoba-Sustainable Development
GAEYU,Chortitz,Undetermined,,Community,Populated Place,UNP,faf113d9bede11d892e2080020a0f4c9,49.1336110,-97.9752780,"18,20-2-4-W",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAEZA,Chown Lake,Undetermined,,Lake,Water Feature,LAKE,faf77c7abede11d892e2080020a0f4c9,59.7283330,-96.7400000,,Manitoba,250000,1974-12-27,Manitoba-Sustainable Development
GBHWX,Christensen Lake,Undetermined,,Lake,Water Feature,LAKE,cf1ce899bef611d892e2080020a0f4c9,57.8672220,-98.4088890,102-06W,Manitoba,50000,1995-01-12,Manitoba-Sustainable Development
GAEZD,Christensens Slough,Undetermined,,Slough,Feature Associated with Vegetation,VEGL,fafdbe0bbede11d892e2080020a0f4c9,49.0319440,-100.4494400,14-1-23-W,Manitoba,50000,1977-07-25,Manitoba-Sustainable Development
GAEZF,Christiansens Lake,Undetermined,,Lake,Water Feature,LAKE,fb05110cbede11d892e2080020a0f4c9,51.0166670,-98.0663890,"26,27-23-5-W",Manitoba,50000,1978-10-04,Manitoba-Sustainable Development
GBFSC,Christie Bay,Undetermined,,Bay,Water Feature,BAY,49abfcbdbef611d892e2080020a0f4c9,59.8866670,-98.0663890,,Manitoba,250000,1987-03-11,Manitoba-Sustainable Development
GBKEO,Christie Island,Undetermined,,Island,Terrain Feature,ISL,9cd6822fbef811d892e2080020a0f4c9,54.8019440,-95.8513890,67-11E,Manitoba,50000,1995-03-31,Manitoba-Sustainable Development
GAEZJ,Christie Lake,Undetermined,,Lake,Water Feature,LAKE,fb0beeddbede11d892e2080020a0f4c9,56.9094440,-96.9458330,,Manitoba,1000000,1944-06-27,Manitoba-Sustainable Development
GAEZK,Christina Point,Undetermined,,Point,Terrain Feature,CAPE,fb12095ebede11d892e2080020a0f4c9,51.2858330,-98.6286110,26-26-9-W,Manitoba,50000,1979-04-04,Manitoba-Sustainable Development
GAEZL,Christmas Lake,Undetermined,,Lake,Water Feature,LAKE,fb1a46bfbede11d892e2080020a0f4c9,58.7288890,-93.7075000,,Manitoba,250000,1948-05-04,Manitoba-Sustainable Development
GAEZN,Christmas Lake,Undetermined,,Lake,Water Feature,LAKE,fbfc6961bede11d892e2080020a0f4c9,57.0294440,-99.8825000,,Manitoba,250000,1979-05-14,Manitoba-Sustainable Development
GAEZM,Christmas Lake,Undetermined,,Lake,Water Feature,LAKE,fbf5d9b0bede11d892e2080020a0f4c9,52.5336110,-101.3402800,18-41-27-W,Manitoba,50000,1977-05-18,Manitoba-Sustainable Development
GAEZO,Christmas Lake Esker,Undetermined,,Esker,Terrain Feature,MTN,fc03bc62bede11d892e2080020a0f4c9,58.7350000,-93.7391670,,Manitoba,250000,1957-07-04,Manitoba-Sustainable Development
GAEZP,Christofferson Lake,Undetermined,,Lake,Water Feature,LAKE,fc0a2503bede11d892e2080020a0f4c9,59.1363890,-100.4355600,,Manitoba,250000,1972-04-05,Manitoba-Sustainable Development
GAEZR,Christopherson Lake,Undetermined,,Lake,Water Feature,LAKE,fc196745bede11d892e2080020a0f4c9,50.6158330,-100.2113900,8-19-20-W,Manitoba,250000,1977-02-03,Manitoba-Sustainable Development
GAEZQ,Christopherson Lake,Undetermined,,Lake,Water Feature,LAKE,fc11c624bede11d892e2080020a0f4c9,49.4502780,-99.2369440,1-6-14-W,Manitoba,50000,1977-05-13,Manitoba-Sustainable Development
GAEZS,Chrupalo Lake,Undetermined,,Lake,Water Feature,LAKE,fc209336bede11d892e2080020a0f4c9,58.9544440,-96.2955560,,Manitoba,250000,1974-06-12,Manitoba-Sustainable Development
