FAC_PARTY_ID,SERVICE_TYPE_CD,NAME,ADDRESS_1,ADDRESS_2,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,PHONE,WEBSITE,EMAIL,OP_WEEKDAY_YN,OP_WEEKEND_YN,OP_STAT_HOLIDAY_YN,OP_OVERNIGHT_YN,OP_EXT_WEEKDAY_BEFORE6AM_YN,OP_EXT_WEEKDAY_AFTER7PM_YN,SRVC_UNDER36_YN,SRVC_30MOS_5YRS_YN,SRVC_LICPRE_YN,SRVC_OOS_KINDER_YN,SRVC_OOS_GR1_AGE12_YN,LANG_CANTONESE_YN,LANG_PUNJABI_YN,LANG_MANDARIN_YN,LANG_FRENCH_YN,LANG_SPANISH_YN,LANG_OTHER_YN,PROVIDE_CD_MEALS,PROVIDE_CD_PICKUP,PRESCHOOL_MORNING_YN,PRESCHOOL_MIDDAY_YN,PRESCHOOL_AFTERNOON_YN,ABORIGINAL_PROGRAMMING_YN,ACCOMMODATE_SPECIAL_NEEDS,ECE_CERTIFICATION_YN,ELF_PROGRAMMING_YN,VACANCY_SRVC_UNDER36,VACANCY_SRVC_30MOS_5YRS,VACANCY_SRVC_LICPRE,VACANCY_SRVC_OOS_GR1_AGE12,VACANCY_LAST_UPDATE,HA_FAC_INSPEC_RPTS,IS_INCOMPLETE_IND,IS_CCFRI_AUTH,IS_DUPLICATE
4606,Licensed Group,Cedar Mill Childcare,890 29Th St E,,North Vancouver,V7K 1B8,49.335774,-123.048365,604-982-0439,,cedarmillchildcare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/15,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4607,Licensed Family,Mama Duck's Daycare,4162 Orchard Cir,,Nanaimo,V9T 4C6,49.217778,-124.016157,250-751-2111,,kariannn2002@yahoo.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/16,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4608,Licensed Family,Best Neighbour Childcare Centre,5148 Lochside Dr,,Victoria,V8Y 2G3,48.523337,-123.372586,778-402-8767,,maryyao1964@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/08/16,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4609,Licensed Group,Early Beginnings Multi-Age Child Care,2643 McGill St,,Vancouver,V5K 1H2,49.288773,-123.050711,604-255-2579,,adeela_b@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4610,Licensed Group,Country Bears Child Care Centre Inc.,100-2485 West Railway St,,Abbotsford,V2S 2E5,49.046888,-122.28797,604-575-8383,,countrybears@hotmail.ca,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,Y,N,N,2021/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4611,Licensed Family,Growing Tykes Day Care,4401 Stauble Rd,,Prince George,V2K 4X3,53.981467,-122.801277,250-962-1549,,sunshine_1783@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/16,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,N,N
4612,Licensed Group,Cambridge Learning Centre Inc,17285 61A Ave,,Surrey,V3S 1W3,49.113978,-122.742601,604-655-5005,,cambridgelearning@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,Y,Y,2021/08/26,,N,Y,N
4613,Licensed Family,A & A In-Home-Multi-Age Child Care,5107 Killarney St,,Vancouver,V5R 3W1,49.23839,-123.043969,604-202-2919,,amybpeace@hotmail.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/04/16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4614,Licensed Family,The Learning Tree Daycare,14250 61A Ave,,Surrey,V3X 0E5,49.114158,-122.827331,778-714-9800,,amansidhu42@live.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/08/21,http://www.healthspace.ca/fha/childcare,N,Y,N
4615,Licensed Group,Four Winds Rss After School Program,2390 Jubilee St,,Rossland,V0G 1Y0,49.080898,-117.79875,250-362-5233,,krissiec@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/08,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4616,Licensed Group,Clayton Heights Out Of School Care,7541 184Th St,,Surrey,V4N 5V3,49.139561,-122.712701,604-598-7967,,rlowens@surrey.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/06/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4617,Licensed Group,Kids At Play,4923 Agar Ave,,Terrace,V8G 1H8,54.510368,-128.608895,250-631-2101,,snapsexton@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/15,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
4618,Licensed Group,Rutland Parent Participation Preschool,705 Kitch Rd,,Kelowna,V1X 5V8,49.880756,-119.400019,250-491-9699,,rppptreasurer@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2021/07/13,http://www.interiorhealth.ca/YourEnvironment/InspectionReports/Pages/default.aspx,N,N,N
4619,Licensed Family,Littles And Middles Dayhome,1352 Oriole Ave,,Port Coquitlam,V3B 5H6,49.271868,-122.751962,778-828-4827,,seester01@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/07/28,http://www.healthspace.ca/fha/childcare,N,Y,N
4620,Licensed Family,Jolly Kids Family Child Care,6905 La Salle St,,Vancouver,V5S 3W6,49.220789,-123.026077,604-419-4649,,jollykidsdaycare@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2021/09/02,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4621,Licensed Group,Creative Advantage,4 - 1790 K.L.O. Rd,,Kelowna,V1W 3P6,49.861276,-119.457066,778-484-3400,,kelownachildcare@yahoo.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/08/04,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4622,Licensed Family,Les Bons Amis - Good Friends,414-1155 Pacific St,,Vancouver,V6E 3X8,49.279183,-123.135248,604-730-0323,,vinograd@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/16,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4623,Licensed Family,D's Daycare,1639 Pitt River Rd,,Port Coquitlam,V3C 1P5,49.245862,-122.772972,604-942-5211,,murray.denise@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,Y,2021/08/31,http://www.healthspace.ca/fha/childcare,N,N,N
4624,Licensed Family,Riverside Childcare,1183 Riverside Dr,,Port Coquitlam,V3B 7Y6,49.260998,-122.744448,604-475-5309,,riverside.childcare@yahoo.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2021/09/25,http://www.healthspace.ca/fha/childcare,N,Y,N
4625,Licensed Family,Gramma Loops Day Care,182 Fenwick Rd,,Vernon,V1B 2J3,50.245721,-119.243972,250-545-7215,,sandra27@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2021/09/16,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4626,Licensed Family,Precious Angel Day Care,6170 126Th St,,Surrey,V3X 1V6,49.114937,-122.873263,604-220-1716,,preciousangeldaycare@hotmail.com,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,Y,Y,N,N,N,N,2021/08/31,http://www.healthspace.ca/fha/childcare,N,Y,N
4627,Licensed Group,Genius Education Academy,7420 Westminster Hwy,,Richmond,V6X 1A1,49.169924,-123.141337,604-808-8219,,canadafocus@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/18,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
4628,Licensed Group,Genius Education Academy,7420 Westminster Hwy,,Richmond,V6X 1A1,49.169924,-123.141337,604-808-8219,,canadafocus@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/18,https://inspections.vcha.ca/ChildCare/Table,N,Y,Y
4629,Licensed Family,Jan's Play Place Daycare,7427 Todd Cres,,Surrey,V3W 7N5,49.137979,-122.833395,604-507-6570,,janice_daycare2012@hotmail.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/08/27,http://www.healthspace.ca/fha/childcare,N,Y,N
4630,Licensed Group,South Central Montessori Child Care Ltd - Infant/Toddler,110 - 6020 Steveston Hwy,,Richmond,V7E 2K8,49.133087,-123.158259,778-889-0188,,jack_chang5945@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/05,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4631,Licensed Family,Reni's Happy Place,1104 - 840 Broughton St,,Vancouver,V6G 2A1,49.287113,-123.130296,778-707-2878,,renib73@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/20,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4632,Licensed Group,Kingfisher Preschool,105-6672 Wadams Way,,Sooke,V9Z 0H3,48.38184,-123.724269,250-642-5152,,draymond@sfrs.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/06/28,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,N,N
4633,Licensed Group,Cobble Hill Montessori Group Care,3060 Cobble Hill Rd,,Mill Bay,V0R 2P3,48.667529,-123.565265,250-709-7607,,chmontessori@yahoo.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,N,2021/07/04,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4634,Licensed Group,Community Appletree,4911 Silver Star Rd,,Vernon,V1B 3K3,50.282771,-119.250556,250-550-4471,,appletreechildcare@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2021/07/06,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4635,Licensed Group,Coldstream Appletree,9904 Kalamalka Rd,,Coldstream,V1B 1L7,50.223345,-119.230506,250-550-4471,,appletreechildcare@telus.net,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2021/07/06,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4636,Licensed Group,Little Wonders Childcare,750 Merlot Ave,,Oliver,V0H 1T0,49.192246,-119.540178,250-689-2135,,lwchildcareoliver@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2021/09/07,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4637,Licensed Group,Bbbs Pg Asc Clubhouse,777 Kinsmen Pl,,Prince George,V2M 6Y7,53.919925,-122.792118,250-563-7410,,afterschool@bbbspg.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/22,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
4638,Licensed Group,Katies Korner Infant/Toddler 2,850 Townsite Rd,,Nanaimo,V9S 1L7,49.178118,-123.960153,250-714-4555,,info@katieskornerchildcare.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/15,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4639,Licensed Group,Jolly Giant Childcare Ltd. - Nadely It Location,2510 Nadely Cres,,Nanaimo,V9T 5T1,49.194958,-124.007937,250-585-8828,,nadely@jollygiant.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2021/09/01,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4640,Licensed Group,School Of Early Learning,103 3200 Westood St,,Port Coquitlam,V3C 6C7,49.269817,-122.790112,604-475-4800,,tolearnearly@yahoo.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4641,Licensed Group,Christ Church Cathedral Childcare,1670 Richardson St,,Victoria,V8S 3Y7,48.41734,-123.333515,250-383-5125,,accounts@cathedralschool.ca,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Extra fee,Not offered,N,N,N,N,N,Y,N,N,Y,N,N,2021/09/24,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4642,Licensed Group,Royal Blue Heron Montessori Academy,10111 Fourth Ave,,Richmond,V7E 1V5,49.139454,-123.188603,604-232-9001,,fritzdengler@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,Y,N,2021/07/12,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4643,Licensed Group,Fernie Child Care Society,111 & 112 44 Mt. Washburn St,,Fernie,V0H 1W0,49.145946,-122.915079,250-423-3313,,ferniecc@telus.net,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,Y,Y,Y,N,N,N,N,2021/09/13,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4644,Licensed Group,Canyon Springs Montessori Daycare,1277 Johnson St,,Coquitlam,V3B 4T3,49.289667,-122.800981,604-945-0566,,admin@canyonspringsmontessori.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/17,http://www.healthspace.ca/fha/childcare,N,Y,N
4645,Licensed Group,Griffin's Gateway,495 Glencoe Dr,,Port Moody,V3H 1G6,49.273553,-122.887984,604-813-5792,,morrowgroup@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/26,http://www.healthspace.ca/fha/childcare,N,Y,N
4646,Licensed Group,With Our Own Two Hands,3 - 3871 Moncton St,,Richmond,V7E 3A7,49.12541,-123.182178,778-882-3165,,info@withourowntwohands.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,Y,N,2021/08/23,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,N,N
4647,Licensed Family,Melanie's Garden Daycare Centre,62 Roberta Rd East,,Nanaimo,V9X 1A7,49.120002,-123.922346,250-797-5085,,melcats@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,Y,2021/09/20,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4648,Licensed Family,Muziknotes Multiage Childcare,7162 198Th St,,Langley,V2Y 0C5,49.132816,-122.673195,604-831-8344,,teresa@ingramfamily.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2021/09/19,http://www.healthspace.ca/fha/childcare,N,Y,N
4649,Licensed Family,Jackson Ridge Kids Daycare,10074 246B St,,Maple Ridge,V2W 0H1,49.18538,-122.537725,604-345-6582,,shadi.zmz@gmail.com,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Included in fee,Not offered,N,N,N,N,N,N,N,N,Y,N,N,2021/09/17,http://www.healthspace.ca/fha/childcare,N,Y,N
4650,Licensed Family,Browne Bears,6817 Bryden Rd,,Vernon,V1B 3T3,50.3078,-119.235045,250-938-2396,,brownebears7@gmail.com,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Not offered,Include in fee,N,N,N,N,Y,Y,Y,N,N,N,N,2021/09/22,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4651,Licensed Family,Sprout Childcare,9955 Killarney Dr,,Chilliwack,V2P 5P5,49.182848,-121.940129,604-798-1042,,charlotte.sproutcc@gmail.com,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,Not offered,Include in fee,N,N,N,N,N,Y,Y,N,N,N,N,2021/08/31,http://www.healthspace.ca/fha/childcare,N,Y,N
4652,Licensed Group,Ecel (Langley),20279 56 Ave,,Langley,V3A 3Y6,49.104352,-122.660786,604-868-7121,,info@ecel.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4653,Licensed Family,Little Ladybugs Family Daycare,1112 Cluculz Ave,,Prince George,V2M 4G2,53.914179,-122.798283,250-614-0023,,hbelliveau@shaw.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/16,http://www.healthspace.ca/Clients/NHA/NHA_Website.nsf/CCFL-Frameset,N,Y,N
4654,Licensed Family,Universe Child Care,3309 8Th Ave E,,Vancouver,V5M 0C6,49.262932,-123.03326,604-559-2523,,universechildcare@gmail.com,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,Y,2021/08/31,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4655,Licensed Group,Earth House,6519 Bailey Rd,,Winlaw,V0G 2J0,49.640504,-117.550638,250-226-7077,,earthhousewinlaw@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/06/01,http://www.interiorhealth.ca/YourEnvironment/InspectionReports/Pages/default.aspx,N,Y,N
4656,Licensed Group,Sidekicks Childcare Centre,1550 Booth Ave,,Coquitlam,V3K 1B9,49.239262,-122.850757,604-553-6007,,info@sidekickschildcare.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,N,2021/09/17,http://www.healthspace.ca/fha/childcare,N,Y,N
4657,Licensed Family,Bunny's Childcare,1060 Rochester Ave,,Coquitlam,V3K 2W9,49.245073,-122.862973,604-939-2517,,lovricdragica@yahoo.ca,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,Y,N,N,N,N,2021/09/22,,N,Y,N
4658,Licensed Group,Write Choice Early Learning Centre,2027 - 1163 Pinetree Way,,Coquitlam,V3B 8A9,49.281446,-122.793121,604-475-3181,,info@writechoicelearning.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/09/13,http://www.healthspace.ca/fha/childcare,N,Y,N
4659,Licensed Family,Little Froggies Family Day Care,11192 Tuck Rd,,Powell River,V8A 0N7,49.785988,-124.343307,604-487-1171,,brandiskorey@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2021/09/02,https://inspections.vcha.ca/ChildCare/Table,N,N,N
4660,Licensed Group,Early Years Centre,730 Whitevale Rd,,Lumby,V0E 2G7,50.217783,-119.030119,250-547-9212,,accounts@bridgeeducational.org,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Extra fee,Extra fee,N,N,N,N,N,N,N,Y,Y,N,Y,2021/09/03,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4661,Licensed Family,Funtime Family Daycare,1898 Brunette Ave,,Coquitlam,V3K 1H2,49.233126,-122.842085,778-838-8258,,askidsplayhouse06@gmail.com,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,Extra fee,Include in fee,N,N,N,N,N,N,N,N,Y,N,Y,2021/08/31,http://www.healthspace.ca/fha/childcare,N,Y,N
4662,Licensed Family,Little Red Wagon Childcare,35694 McKee Rd,,Abbotsford,V3G 2Z2,49.06995,-122.235862,604-831-2018,,littleredwagonabby@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/21,http://www.healthspace.ca/fha/childcare,N,Y,N
4663,Licensed Group,Gibsons YMCA Child Care,783 School Rd,,Gibsons,V0N 1V9,49.406025,-123.513326,604-886-8845,,childcare@gv.ymca.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2021/09/16,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,Y
4664,Licensed Group,Gibsons YMCA Child Care,783 School Rd,,Gibsons,V0N 1V9,49.406025,-123.513326,604-886-8845,,childcare@gv.ymca.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/09/16,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,Y
4665,Licensed Group,West Village Children's Centre - Under 3 Program,131 2Nd Ave W,,Vancouver,V5Y 1B8,49.26935,-123.107649,604-718-6555,,info@vsocc.org,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/07,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4666,Licensed Group,West Village Children's Centre,131 2Nd Ave W,,Vancouver,V5Y 1B8,49.26935,-123.107649,604-718-6559,,sandram@vsocc.org,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/07,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N
4667,Licensed Family,Komel's Daycare,1431 53Rd Ave W,,Vancouver,V6P 1L1,49.222844,-123.138331,604-655-1895,,komels_daycare@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,Y,2021/06/27,http://www.vch.ca/your_environment/facility_licensing/residential_care/inspection_reports/,N,Y,N
4668,Licensed Family,Little Boom Daycare,1115 Finlayson St,,Victoria,V8T 2T8,48.446485,-123.357161,250-361-3425,,kkdim2002@yahoo.com,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Not offered,Extra fee,N,N,N,N,N,N,N,N,Y,N,N,2021/09/15,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4669,Licensed Family,Sunny House Family Child Care,605-1050 Smithe St,,Vancouver,V6E 4T4,49.283246,-123.125581,778-823-4045,,salykavoosi@yahoo.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,N,N,N,2021/09/27,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4670,Licensed Family,Wiggles 'N Giggles Family Child Care,4689A Shetland Pl,,Courtenay,V9N 8Y7,49.71259,-124.977893,250-871-3630,,jjqr.marriott@gmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/06/03,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,Y,N
4671,Licensed Family,Aranza's Daycare,1211 Burnside Rd W,,Victoria,V8Z 1N7,48.465037,-123.418677,250-479-9525,,aranzasantana@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,Y,N,N,2021/09/20,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,N,N
4672,Licensed Family,Sunshine Day Care,7117 Alberni St,,Powell River,V8A 2C4,49.847473,-124.515716,604-485-0078,,june1959@hotmail.ca,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Not offered,Not offered,N,N,N,N,N,N,N,N,N,N,N,2021/09/01,https://inspections.vcha.ca/ChildCare/Table,N,Y,N
4673,Licensed Family,Sandy's Daycare,4648 West Saanich Rd,,Victoria,V8Z 3G8,48.499469,-123.398315,250-744-4428,,jazmine105@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,Y,Y,N,N,2021/09/16,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,N,N
4674,Licensed Family,Savannah's Little Explorers Child Care,1733 Granite Ave,,Merritt,V1K 1B8,50.112894,-120.795618,250-378-3513,,ssuzuki_09@hotmail.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/20,https://www.interiorhealth.ca/HedgehogPortal/facility/Table,N,Y,N
4675,Licensed Group,Sunny Town Learn And Play Childcare Centre,693 53 St,,Delta,V4M 3B6,49.015364,-123.076956,604-943-7869,,raywin6@hotmail.com,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,Included in fee,Include in fee,Y,Y,Y,Y,N,Y,Y,N,N,N,N,2021/09/15,http://www.healthspace.ca/fha/childcare,N,Y,N
4676,Licensed Group,Oaklands Out Of School Care #2,2736 Fernwood Rd,,Victoria,V8T 3A4,48.438831,-123.345255,250-370-9101,,ed@oaklandsca.com,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/08/06,http://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-Frameset,N,N,N
4677,Licensed Group,Global West Montessori,101-3600 Townline Rd,,Abbotsford,V2T 5W8,49.068352,-122.35848,604-763-4439,,mainka@globalwestmontessori.ca,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,N,N,N,N,N,N,N,N,N,N,2021/09/18,http://www.healthspace.ca/fha/childcare,N,Y,N
