Program ID,Type Name,Program Name,Physical Address Line,Physical City Name,Physical Postal Code,Phone Number,Space,Inspection Date,Inspection Reason Name,Non Compliance Sub Name,Non Compliance Name,Non Compliance Action Name,Review Date,,
BDB059457467D9961B4A54D6A7556AEC,OUT OF SCHOOL CARE PROGRAM,KIDS FORT CHILD CARE & OUT OF SCHOOL CARE,10404 99 AVE,FORT SASKATCHEWAN,T8L3W2,7809129977,30,6/29/2020,INITIAL LICENCE INSPECTION,,,,,,
C0604762F22E9059F0129F1F7FEE476B,PRE-SCHOOL PROGRAM,ST. ALBERT MONTESSORI SCHOOL,6 BERNARD DRIVE,ST. ALBERT,T8N0B4,7804180001,30,6/29/2020,INSPECTION,,,,,,
C9346AE68295C0B4FD1B8322CC8B2C29,DAY CARE PROGRAM,NURTURECARE EARLY LEARNING CENTRE,620 SKYVIEW RANCH DRIVE NE,CALGARY,T3N0Y8,4037643032,68,6/29/2020,INSPECTION,,,,,,
CE57C368B22A4FCE15BF140A2FBFDE24,DAY CARE PROGRAM,EARLY EXPRESSIONS CHILD CARE BEAUMARIS,10419 158 AVENUE,EDMONTON,T5X5E5,7804562777,45,6/29/2020,INSPECTION,,,,,,
D0E156E7A68F32D5F684BB04240965B8,DAY CARE PROGRAM,WEE WORLD DAY CARE,10217 164 AVENUE,EDMONTON,T5X3C9,7804564111,41,6/29/2020,INSPECTION,,,,,,
DF0C22D4B8FF1C09099B8FD52780D202,OUT OF SCHOOL CARE PROGRAM,SUMMIT START - CHESTERMERE,"201, 100 RAINBOW ROAD",CHESTERMERE,T1X0V2,4032730662,34,6/29/2020,INSPECTION,,,,,,
EBF2D724A7D53032F6BEA49E81AB8648,OUT OF SCHOOL CARE PROGRAM,ADVENTURES CHILD CARE 6,950 - 6 STREET NE,CALGARY,T2E8M3,4034831272,70,6/29/2020,COMPLAINT INVESTIGATION,,,,,,
F1B28490463C469E413DA83567023AE2,DAY CARE PROGRAM,TOT SPOT ACADEMY INC.,9420 86 MCKENNEY AVE,ST. ALBERT,T8N2G4,7802673702,110,6/29/2020,INSPECTION,,,,,,
03544758777CE09410DB9278732E8501,OUT OF SCHOOL CARE PROGRAM,MCCAULEY COMMUNITY AFTER SCHOOL CARE ASSOCIATION,9624 108 AVENUE,EDMONTON,T5H1A4,7804249367,30,6/26/2020,COMPLAINT INVESTIGATION,,,,,,
204AE6F263E3A33BFD32094D717FB564,DAY CARE PROGRAM,BRIGHTPATH CHESTERMERE,100 MAIN STREET,CHESTERMERE,T1X1V3,4032486900,242,6/26/2020,INSPECTION,,,,,,
260715432196118294A105660DFFA0A2,OUT OF SCHOOL CARE PROGRAM,PLAYCARE OUT OF SCHOOL CARE -DOWNTOWN,10524-106 STREET,EDMONTON,T5H2X6,7802444414,28,6/26/2020,INSPECTION,,,,,,
2619024A265BCF18E1FD04601625B2D1,OUT OF SCHOOL CARE PROGRAM,BRIGHTPATH CHESTERMERE,100 MAIN STREET,CHESTERMERE,T1X1V3,4032486900,44,6/26/2020,INSPECTION,,,,,,
33D3504A72915952EF26BA7A80F865A7,OUT OF SCHOOL CARE PROGRAM,BRIGHTPATH WINDERMERE OSC,1203 175 ST SW,EDMONTON,T6W1A5,7806521856,45,6/26/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
35C1F7AE57B159AB92EA7EB834B1A62A,DAY CARE PROGRAM,BRIGHTPATH WINDERMERE,1203 175 ST SW,EDMONTON,T6W1A5,7806521856,202,6/26/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
3DA193A387F441732598F36701F5C04B,DAY CARE PROGRAM,SWEET TIME DAYCARE,12706 68 STREET,EDMONTON,T5C0E4,7804720658,25,6/26/2020,INSPECTION,,,,,,
4223E08EA204D95F338A8B43202B7B48,DAY CARE PROGRAM,TABER CHILD CARE CENTRE SOCIETY,6008 - 55 STREET,TABER,T1G1K3,4032233455,50,6/26/2020,INSPECTION,,,,,,
42D067CF654BC50F9F49E1BBB7089AF4,DAY CARE PROGRAM,PLAYCARE DAYCARE-DOWNTOWN,10524-106 STREET,EDMONTON,T5H2X6,7802444414,92,6/26/2020,INSPECTION,,,,,,
5739F41F064667890BEE0B5F2E1C9A5A,DAY CARE PROGRAM,KIDS HAVEN CHILDCARE,2E SIR WINSTON CHURCHILL AVE,ST. ALBERT,T8N3T6,7804590260,42,6/26/2020,INSPECTION,,,,,,
6D4ED081B65E53E7D6DA097471C18B24,DAY CARE PROGRAM,ALTA MONTESSORI DAYCARE,101 14707 77 STREET,EDMONTON,T5C1E7,7804734440,36,6/26/2020,INSPECTION,,,,,,
7DF047A3FB056930DF5126E2CD24A8A3,OUT OF SCHOOL CARE PROGRAM,ALTA MONTESSORI OUT OF SCHOOL CARE,101/102/104 14707 77 STREET,EDMONTON,T5C1E7,7804734440,15,6/26/2020,INSPECTION,,,,,,
8382F67130AC9B0E11B2D88A4118E77E,DAY CARE PROGRAM,ACTIVE START COUNTRY HILLS,60 COUNTRY HILLS LANDING NW,CALGARY,T3K5P4,8252228744,432,6/26/2020,RENEWAL LICENCE INSPECTION,,,,,,
C3FA5EDA7F99D5233F845B68E245B07F,DAY CARE PROGRAM,MCCAULEY COMMUNITY DAY CARE,9624 108 AVENUE,EDMONTON,T5H1A4,7804249367,54,6/26/2020,COMPLAINT INVESTIGATION,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,,,
C6E18D3F55B85B73CF16F8AD91C77D42,DAY CARE PROGRAM,LEARNING THROUGH PLAY CHILD DEVELOPMENT CENTRE,14618 50 STREET,EDMONTON,T5A4W9,7804764322,40,6/26/2020,INSPECTION,,,,,,
C7FC7976B95F3BF18BA7AE9807D74987,OUT OF SCHOOL CARE PROGRAM,ACTIVE START COUNTRY HILLS,60 COUNTRY HILLS LANDING NW,CALGARY,T3K5P4,5875721314,90,6/26/2020,RENEWAL LICENCE INSPECTION,,,,,,
E0425F52F198B1688E0B6A526F1FAAE5,OUT OF SCHOOL CARE PROGRAM,LEARNING THROUGH PLAY OUT OF SCHOOL CARE,14618 50 STREET,EDMONTON,T5A4W9,7804764322,48,6/26/2020,INSPECTION,,,,,,
0B26ACE9FB5A6D780DCE6072703DACE7,DAY CARE PROGRAM,BRIGHTPATH DEER RIDGE,116 DEERVIEW DRIVE  SE,CALGARY,T2J6G9,4032714777,92,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
0EB9FAEA44461532CB47D0439D10A55F,DAY CARE PROGRAM,DISCOVERY DAYCARE,101 - 8703 91 STREET,EDMONTON,T6C4L4,7804683475,31,6/25/2020,INSPECTION,,,,,,
10E43CE9E24E5B5F7242F9486F2D4D45,OUT OF SCHOOL CARE PROGRAM,BONNIE DOON OSC (BILINGUAL),8817 - 92 STREET,EDMONTON,T6C3P9,7804400048,22,6/25/2020,INSPECTION,,,,,,
148B5C3D9C5F2C455EC8A052ECB68217,OUT OF SCHOOL CARE PROGRAM,KEPLER ACADEMY EARLY LEARNING & CHILD CARE - EMERALD HILLS OSC,#170 EBONY BOULEVARD,SHERWOOD PARK,T8H0P5,7809835736,30,6/25/2020,VARIANCE REQUEST,,,,,,
1733ECC20F5333E0103E9D06AD224EC1,OUT OF SCHOOL CARE PROGRAM,LIVING IN THE LIGHT OUT OF SCHOOL CARE,51 WOODLANDS ROAD,ST. ALBERT,T8N3Y5,5879383501,38,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
179369578CF782419968B7DFFDB440C0,DAY CARE PROGRAM,STUDENTS' UNION AND COMMUNITY EARLY LEARNING CENTRE,8917 112 STREET,EDMONTON,T6G2C5,7804922245,64,6/25/2020,INSPECTION,,,,,,
18C31A0B54FCE7FDADB2E228E98C85C4,DAY CARE PROGRAM,WING KEI MONTESSORI SCHOOL,4120 CENTRE STREET NE,CALGARY,T2E2Y7,4032777433,64,6/25/2020,INITIAL LICENCE INSPECTION,,,,,,
1A62C1811F48EE2436207D4DD489D84D,DAY CARE PROGRAM,CAMPUS CORNER CHILDREN'S CENTRE,2602 59TH AVE,LLOYDMINSTER,T9V3N7,7808715450,54,6/25/2020,INCIDENT REPORT,,,,,,
1F6C3CBC930A77426E93301BB2C1E03D,DAY CARE PROGRAM,CHAPPELLE DAYCARE,410 CHAPPELLE DRIVE SW,EDMONTON,T6W0Z3,7802505222,22,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
2CE8CE38E7526DA046DFC5B6C3A0FE0D,OUT OF SCHOOL CARE PROGRAM,KIDZINC SCHOOL AGE CARE  - STRATHCONA/CHRISTIE,277 STRATHCONA DRIVE SW,CALGARY,T3H2A4,4034787030,56,6/25/2020,INSPECTION,,,,,,
34D05D61DEA57AD97CDED77907C2742B,OUT OF SCHOOL CARE PROGRAM,BRIGHTPATH MILLRISE,3 MILLSIDE DRIVE SW,CALGARY,T2Y2P1,4032563003,29,6/25/2020,INSPECTION,,,,,,
38AFD7E37E25EA76F673C4A6EA247B42,DAY CARE PROGRAM,LITTLE OTTERS DAY CARE CENTRE,4409 BLACK GOLD DRIVE,LEDUC,T9E4R1,7809866848,31,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
494E2E37A1E6D964ED977CD98B858A14,DAY CARE PROGRAM,DUCK INN DAY CARE CENTRE,10930 107 STREET,EDMONTON,T5H2Z4,7804131702,36,6/25/2020,INSPECTION,,,,,,
4F4B6C6A6480AA55C306765E77FCF94E,DAY CARE PROGRAM,YMCA SHIRLEY STOLLERY CHILD CARE,9541 104 AVENUE,EDMONTON,T5H4H3,7804269256,90,6/25/2020,INSPECTION,,,,,,
5E74779CE3EB94C150B2BE9A7331E892,OUT OF SCHOOL CARE PROGRAM,LITTLE MUNCHKINS OUT OF SCHOOL CARE CENTRE,"#317, 7004 149 AVENUE",EDMONTON,T5C2V3,7804784523,9,6/25/2020,INSPECTION,,,,,,
638173D4CF96EB9E2AA19F485D97C91B,OUT OF SCHOOL CARE PROGRAM,JUST FOR YOU DAYCARE (KILLARNEY) LTD.,3703 - 26 AVE SW,CALGARY,T3E8C6,4032382950,24,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
666F1C1588D27ED6CCC3F935F778A51D,OUT OF SCHOOL CARE PROGRAM,BRIDLEWOOD OUT OF SCHOOL CARE,"323, 2335 - 162 AVENUE SW",CALGARY,T2Y4S6,4032561588,40,6/25/2020,INSPECTION,,,,,,
67D919CE5697411ECC14A7FEA88F9FF5,DAY CARE PROGRAM,AMAZING GRACE DAYCARE,10830 96 STREET NW,EDMONTON,T5H2J9,7803281700,38,6/25/2020,INSPECTION,,,,,,
6A8EBCFEA6BF4AB711E6548CA32B22B5,DAY CARE PROGRAM,MARIA MONTESSORI STEPPING STONES DAYCARE-DOWNTOWN,10545 108 STREET,EDMONTON,T5H2Z8,7807051834,66,6/25/2020,INSPECTION,,,,,,
765A458EE9AAFFF15EA3594B5C216007,OUT OF SCHOOL CARE PROGRAM,MORINVILLE OUT OF SCHOOL CARE #2,9717 MORINVILLE DRIVE,MORINVILLE,T8R1M1,7809394457,23,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
91621278A110DF316A2C06C60FEDEBF7,OUT OF SCHOOL CARE PROGRAM,BRIGHTPATH DEER RIDGE,116 DEERVIEW DRIVE SE,CALGARY,T2J6G9,4032714777,21,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
9C7F79E00FED6287F94D1FEA4249BD13,DAY CARE PROGRAM,CANADA PLACE CHILD CARE SOCIETY,2ND FLOOR 9700 JASPER AVE,EDMONTON,T5J4C3,7804293033,80,6/25/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
A4970F9F0791B4462D3FA027F2F5AF63,OUT OF SCHOOL CARE PROGRAM,DUCK INN OUT OF SCHOOL CARE,10930 107 STREET,EDMONTON,T5H2Z4,7804131702,44,6/25/2020,INSPECTION,,,,,,
A4E02CB758D988D4DA9ACFFA257BEFC5,OUT OF SCHOOL CARE PROGRAM,LITTLE OTTERS OUT OF SCHOOL CARE,4409 BLACK GOLD DRIVE,LEDUC,T9E4R1,7809866848,9,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
AE8A56AC527835A9B01F75E7716CBED2,DAY CARE PROGRAM,KIDS & COMPANY - ST. ALBERT NORTH,110 506B ST. ALBERT TRAIL,ST. ALBERT,T8N5Z1,7804600407,70,6/25/2020,INSPECTION,,,,,,
AF0D6166CBB2F4C32926114A186C586A,DAY CARE PROGRAM,RISE 'N SHINE EARLY LEARNING CENTRE,2362 23 AVE,EDMONTON,T6T0R1,7807529786,63,6/25/2020,INITIAL LICENCE INSPECTION,,,,,,
B08C58EB4284BC193C98D514A62BC62F,OUT OF SCHOOL CARE PROGRAM,BGC OF STRATHCONA COUNTY - ARDROSSAN,53117 RANGE ROAD 222,ARDROSSAN,T8E2M8,7804161500,80,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
B59A013395893D23F77E048412D01182,OUT OF SCHOOL CARE PROGRAM,MARIA MONTESSORI STEPPING STONES OUT OF SCHOOL-DOWNTOWN,10545 108 STREET,EDMONTON,T5H2Z8,7807051834,45,6/25/2020,INSPECTION,,,,,,
C144059673EF6D8B03F4DD5DB8D9700C,DAY CARE PROGRAM,JUST FOR YOU DAYCARE (KILLARNEY) LTD.,3703 - 26 AVENUE SW,CALGARY,T3E8C6,5878648770,56,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
C3D56F4EAC048B6FAE99F06486E7587D,OUT OF SCHOOL CARE PROGRAM,CITY KIDZ DAYCARE OSC,"#101, 10018 105 STREET NW",EDMONTON,T5C1C3,7807013421,25,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
C6CDBE13BCDB60C508676D2A33BAE09E,OUT OF SCHOOL CARE PROGRAM,SIGIS CHILD CARE SOCIETY (STURGEON HEIGHTS),50 HOGAN ROAD RR1,ST. ALBERT,T8N1M8,7804595498,50,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
CAD8D4FD76586CD5C6761A773DF8F870,DAY CARE PROGRAM,KEPLER ACADEMY EARLY LEARNING & CHILD CARE -  EMERALD HILLS,110 170 EBONY BOULEVARD,SHERWOOD PARK,T8H0P5,7809835736,80,6/25/2020,VARIANCE REQUEST,,,,,,
CB0EEE2B2F894E89B839B12F3A168D2E,DAY CARE PROGRAM,LITTLE MUNCHKINS CHILDCARE,"#317, 7004 149 AVENUE",EDMONTON,T5C2V3,7804784523,39,6/25/2020,INSPECTION,,,,,,
CD6666BFAF48C7C1DFDC18FAEAB473B0,DAY CARE PROGRAM,CITY KIDZ DAYCARE,"#101, 10018 105 STREET NW",EDMONTON,T5J1C3,7807013421,31,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
D6465D551D327DF3596F02C999CED323,OUT OF SCHOOL CARE PROGRAM,KIDS & COMPANY - ST. ALBERT NORTH OSC,110 506B ST. ALBERT TRAIL,ST. ALBERT,T8N5Z1,7804600407,25,6/25/2020,INSPECTION,,,,,,
DE45190049DDA13E38289194EB2CB4C0,DAY CARE PROGRAM,BRIGHTPATH MILLRISE,3 MILLSIDE DR SW,CALGARY,T2Y2P1,4032563003,71,6/25/2020,INSPECTION,,,,,,
F2FC3379B026EA4BB04615C59F61DD62,DAY CARE PROGRAM,KIDZ HUB,18040 98 AVENUE,EDMONTON,T5T3H6,7804892164,49,6/25/2020,RENEWAL LICENCE INSPECTION,,,,,,
FFB5BCB3058407C4D79E17F23E188837,OUT OF SCHOOL CARE PROGRAM,RISE 'N SHINE OSC,2362 23 AVE,EDMONTON,T6T0R1,7807529786,30,6/25/2020,INITIAL LICENCE INSPECTION,,,,,,
01A7C42E8D0099C0F56D580BB7051069,DAY CARE PROGRAM,JASPER PLAZA CHILDCARE,10034 167 STREET,EDMONTON,T5P3W4,7804841112,78,6/24/2020,INSPECTION,,,,,,
0269D8DAA19EBDA37C702557448726AD,OUT OF SCHOOL CARE PROGRAM,BONNYVILLE AND DISTRICT OSC,4718 48 ST,BONNYVILLE,T9N2J7,7808262101,40,6/24/2020,INSPECTION,,,,,,
027C35456F25335041392D51FE9026B2,DAY CARE PROGRAM,GOLD BAR DAY CARE,10524 46 STREET,EDMONTON,T6A1Y3,7804690759,28,6/24/2020,INSPECTION,,,,,,
05892A93FC8EF66F33AF07C4E23A7190,OUT OF SCHOOL CARE PROGRAM,LITTLE WORLDS LEARNING CENTER,"13,14 6325 - 12 STREET SE",CALGARY,T2H2K1,4034758736,30,6/24/2020,CONSULTATION,,,,,,
05892A93FC8EF66F33AF07C4E23A7190,OUT OF SCHOOL CARE PROGRAM,LITTLE WORLDS LEARNING CENTER,"13,14 6325 - 12 STREET SE",CALGARY,T2H2K1,4034758736,30,6/24/2020,INSPECTION,,,,,,
085C0E0F421725F3062AE570D5C8733C,DAY CARE PROGRAM,MARTHA'S DAY CARE,7240 180 STREET,EDMONTON,T5T3B1,7804870153,20,6/24/2020,INSPECTION,,,,,,
126CE5CADE53A0CB3278611CFDF73E06,DAY CARE PROGRAM,LITTLE WORLDS LEARNING CENTER,"6325 - 12 STREET SE, SUITE 13",CALGARY,T2H2K1,4032523429,81,6/24/2020,CONSULTATION,,,,,,
126CE5CADE53A0CB3278611CFDF73E06,DAY CARE PROGRAM,LITTLE WORLDS LEARNING CENTER,"6325 - 12 STREET SE, SUITE 13",CALGARY,T2H2K1,4032523429,81,6/24/2020,INSPECTION,,,,,,
13478FCC24A48B168C0A507DD735B2A2,OUT OF SCHOOL CARE PROGRAM,ART SMITH AVIATION ACADEMY OSC,#54 QUEENSWAY & TAMARAC CRES.,COLD LAKE,T9M2C3,7805946006,116,6/24/2020,INSPECTION,,,,,,
156B8CFE40FCF05FFB1F5F8B93032D02,OUT OF SCHOOL CARE PROGRAM,MARIA MONTESSORI STEPPING STONES AFTER SCHOOL CARE-82 STREET,11730 82 STREET,EDMONTON,T5B2W1,7807584600,30,6/24/2020,INSPECTION,,,,,,
1D159EC5979377C2CE7758AB034F2F58,DAY CARE PROGRAM,STRATHCONA CHILD DEVELOPMENT CENTRE,210/300 200 FESTIVAL LANE,SHERWOOD PARK,T8A5P7,7804494941,153,6/24/2020,INSPECTION,,,,,,
1D53247964B61CE6134EF8BB8EDFAEEF,DAY CARE PROGRAM,GLENORA CHILD CARE,10530 138 STREET,EDMONTON,T5N2J6,7804521991,77,6/24/2020,INSPECTION,,,,,,
1DEEEDBCF11683A5026D9036D6F9006B,DAY CARE PROGRAM,VIRTUE CHILDCARE LTD.,10714 124 STREET,EDMONTON,T5M0H1,7809078749,13,6/24/2020,INSPECTION,,,,,,
25C8E687BA20FA4387A71D27B3193B47,OUT OF SCHOOL CARE PROGRAM,LANSDOWNE CHILD CARE OUT OF SCHOOL CARE,12323 51 AVENUE,EDMONTON,T6H0M6,7804375654,50,6/24/2020,INSPECTION,,,,,,
303C50A974F5984E56DA96D437E800C8,OUT OF SCHOOL CARE PROGRAM,MARTHA'S AFTERSCHOOL CARE,7240 180 STREET,EDMONTON,T5T3B1,7804870153,25,6/24/2020,INSPECTION,,,,,,
338F825010EDA72E0624EC7A7C5D6DAC,DAY CARE PROGRAM,BRIGHTPATH WOODLANDS,5 WOODSTOCK ROAD SW,CALGARY,T2W5V8,4035437357,64,6/24/2020,RENEWAL LICENCE INSPECTION,,,,,,
39061D64BA0324B9B0E241D3B230292E,OUT OF SCHOOL CARE PROGRAM,RIVERBEND CHILD'S PAVILION AFTER SCHOOL,5651 RIVERBEND ROAD,EDMONTON,T6H5K4,7804384572,29,6/24/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
3A698105BE5FA7EBDB804C1F65E97E38,DAY CARE PROGRAM,MILES OF SMILES CHILD CARE CENTRE,514 WOLF WILLOW ROAD NW,EDMONTON,T5T2E8,7804841250,37,6/24/2020,INSPECTION,,,,,,
3D8AE9FC93CCF1053E1D5F431DA74352,DAY CARE PROGRAM,PLAY POWER CHILDCARE,920 7 ST,COLD LAKE,T9M1M5,7805760076,16,6/24/2020,INSPECTION,,,,,,
40B1D78ED5959AFF256D810D118CD205,DAY CARE PROGRAM,MFRC CHILDREN'S SERVICES,#674 KINGSWAY RD.,COLD LAKE,T9M2C3,7805944803,88,6/24/2020,INSPECTION,,,,,,
453AEB9AA30F84FA1A68E15C99E221FA,DAY CARE PROGRAM,ASPEN LAKES DISCOVERY CENTER LTD.,201-202-5001 ASPEN LAKES BLVD.,BLACKFALDS,T4M0H1,5877972095,48,6/24/2020,CONSULTATION,,,,,,
4604CFACC15A5A115040E19E0253E667,DAY CARE PROGRAM,IMAGINATION STATION EARLY LEARNING CENTRE,204A 10TH AVENUE,CARSTAIRS,T0M0N0,4033371980,29,6/24/2020,CONSULTATION,,,,,,
4637EF981D8281D25C8EA0E8C58D58AA,DAY CARE PROGRAM,ELLWOOD DAYCARE,204 91 ST SW,EDMONTON,T6X1W8,7807219988,98,6/24/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
4782ED2430F875EA47AB2408CA01CE5A,DAY CARE PROGRAM,BUILDING BLOCKS CHILDCARE CENTRES #3,"36 ROSS GLEN ROAD, SE",MEDICINE HAT,T1B3A8,4035047544,16,6/24/2020,INSPECTION,,,,,,
4D180B84FC9FEE1E99A225BFD91E73E0,OUT OF SCHOOL CARE PROGRAM,ACTIVE KIDS ZONE BEFORE AND AFTER SCHOOL PROGRAM,1820 - 1 AVENUE NORTH,AIRDRIE,T4B2E6,4036811385,50,6/24/2020,RENEWAL LICENCE INSPECTION,,,,,,
50A1788D54A892E511935FC677CC2014,DAY CARE PROGRAM,LIL' DREAMERS DAYCARE,11-315 10 AVENUE,CARSTAIRS,T0M0N0,4033372424,61,6/24/2020,CONSULTATION,,,,,,
585EAAD77D78ECFB0DA1B79D94971A74,DAY CARE PROGRAM,EDMONTON GARRISON MILITARY FAMILY RESOURCE CENTRE DAYCARE,BLDG 161 MONS AVE/HWY 28A,LANCASTER PARK,T0A2H0,7809734011,80,6/24/2020,INCIDENT REPORT,3(1)(b) - Child Discipline - reasonable in the circumstances,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,9/30/2020,,
59C5CF0F8DF310465073467951C77015,DAY CARE PROGRAM,LANSDOWNE CHILD CARE AND FAMILY CENTRE,12323 51 AVENUE,EDMONTON,T6H0M6,7804375654,80,6/24/2020,INSPECTION,,,,,,
5D4E9297C6EAAAE285781F17F9EDEBEA,OUT OF SCHOOL CARE PROGRAM,FRASER COMMUNITY OUT OF SCHOOL CARE,2611/25 151 AVENUE,EDMONTON,T5Y2M4,7804762591,31,6/24/2020,INSPECTION,,,,,,
5F5EF64A3F940BF630750D5B7B86CC5F,OUT OF SCHOOL CARE PROGRAM,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE OSC WEST BLOCK,"#150, 14055 WEST DRIVE NW",EDMONTON,T5N2L4,7806168672,27,6/24/2020,INITIAL LICENCE INSPECTION,,,,,,
661A18E6182EF70EF832B3F979506ACE,OUT OF SCHOOL CARE PROGRAM,HI5 OSC,4109 106 STREET,EDMONTON,T6J2S3,7808078672,20,6/24/2020,RENEWAL LICENCE INSPECTION,,,,,,
69F6FCA68CA1AC53D5996FCC949D397C,DAY CARE PROGRAM,BONNYVILLE AND DISTRICT DAYCARE,4714 48 STREET,BONNYVILLE,T9N2J7,7808262101,86,6/24/2020,INSPECTION,,,,,,
6CFDEA9103EE0A799C0D7B20CE99F461,DAY CARE PROGRAM,RIVERBEND CHILD'S PAVILION DAYCARE,5651 RIVERBEND ROAD,EDMONTON,T6H5K4,7804384572,52,6/24/2020,FOLLOW UP TO ENFORCEMENT ACTION,,,,,,
6E87B28727336579819643C0DDE78787,DAY CARE PROGRAM,SHOOTING STARS DAYCARE,215 10 AVE,CARSTAIRS,T0M0N0,4036151816,15,6/24/2020,CONSULTATION,,,,,,
6EBEE624D463DA91C879415D5F9ADCE8,PRE-SCHOOL PROGRAM,LANCASTER PARK PLAYSCHOOL,BLDG 161 MONS AVE/HWY 28,LANCASTER PARK,T0A2H0,7809734011,24,6/24/2020,INCIDENT REPORT,,,,,,
70B6BA5B9A2633930A35CFD9D9CF3904,DAY CARE PROGRAM,MARIA MONTESSORI STEPPING STONES CHILD DEVELOPMENT CENTRE-82 STREET,11730 82 STREET,EDMONTON,T5B2W1,7807584600,80,6/24/2020,INSPECTION,,,,,,
7299D5AA51A65D047B588259746AA0AE,DAY CARE PROGRAM,FRASER COMMUNITY CHILD CARE CENTRE,2611/25 151 AVENUE,EDMONTON,T5Y2M4,7804762591,66,6/24/2020,INSPECTION,,,,,,
7518F0122D029826279A2967FECAE89E,DAY CARE PROGRAM,AL RASHID CHILD CARE SOCIETY,12654 151 AVE NW,EDMONTON,T5X0A1,7802440452,60,6/24/2020,INSPECTION,,,,,,
7ACD6F986C2C81A4892718A9F28F45FE,DAY CARE PROGRAM,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE DAYCARE WESTBLOCK,"#150, 14055 WEST BLOCK  DRIVE NW",EDMONTON,T5N2L4,7806168762,90,6/24/2020,INITIAL LICENCE INSPECTION,,,,,,
7EDB4BF8D4AEE4FA09C65A00886C82CC,OUT OF SCHOOL CARE PROGRAM,LIL' DREAMERS OSC,11-315 10 AVENUE,CARSTAIRS,T0M0N0,4033372424,20,6/24/2020,CONSULTATION,,,,,,
857276A5CF9760DA3032827B4A9441D1,DAY CARE PROGRAM,YMCA CASTLEDOWNS CHILD CARE,11510 153 AVENUE,EDMONTON,T5X6A3,7803773722,48,6/24/2020,INSPECTION,,,,,,
8621935A00E2CA1DCDDFF1CC9AED88F8,OUT OF SCHOOL CARE PROGRAM,PLAY POWER OSC,920 7 ST,COLD LAKE,T9M1M5,7805760076,40,6/24/2020,INSPECTION,,,,,,
94DF50F8A74D7501EB5FE0EAAAE4608C,OUT OF SCHOOL CARE PROGRAM,WILDFLOWERS CHILDCARE: OUT OF SCHOOL CARE PROGRAM,303 BONHOMME ST JASPER,JASPER,T0E1E0,7808528173,60,6/24/2020,VARIANCE REQUEST,,,,,,
95ECA88390ED1CED304E940A338B51C4,OUT OF SCHOOL CARE PROGRAM,JASPER PLAZA OUT OF SCHOOL PROGRAM,10034 167 STREET,EDMONTON,T5P3W4,7804841112,65,6/24/2020,INSPECTION,,,,,,
969F5FAC7082C60250464FC99A6C26A2,PRE-SCHOOL PROGRAM,KALEIDOSCOPE KIDS PRESCHOOL - NOLAN,"212 , 8 NOLAN HILL BV  NW",CALGARY,T3R0P4,4035471020,48,6/24/2020,INSPECTION,,,,,,
97471ADDFF3FB788720DA5455CDD1CE4,DAY CARE PROGRAM,EARLY EXPRESSIONS CHILD CARE CLAREVIEW,18 12981 50 STREET,EDMONTON,T5A3P3,7804720474,50,6/24/2020,INSPECTION,,,,,,
9A7D7B3A832CA8FFA677FB6E677AA5FC,OUT OF SCHOOL CARE PROGRAM,STRATHCONA CHILD DEVELOPMENT CENTRE OSC,210/300 200 FESTIVAL LANE,SHERWOOD PARK,T8A5P7,7804494941,45,6/24/2020,INSPECTION,,,,,,
A32E8EA795938B542FF99254825184F2,DAY CARE PROGRAM,DRAYTON VALLEY EARLY CHILDHOOD DEVELOPMENT CENTRE,5024 48TH ST,DRAYTON VALLEY,T7A1E1,7805142248,92,6/24/2020,CONSULTATION,,,,,,
A3614FF3D8A34C1ABA7370318720F0EC,OUT OF SCHOOL CARE PROGRAM,BRIGHTPATH WOODLANDS,5 WOODSTOCK ROAD SW,CALGARY,T2W5V8,4035437357,30,6/24/2020,RENEWAL LICENCE INSPECTION,,,,,,
