,Pseudo ProgramID,Type of program,Program Name,Program Address,Program City,Postal Code,Phone Number,Capacity,Accreditation Status,Inspection Date,Inspection Reason,Non-Compliance,Regulation-Schedule-Type,Enforcement Action,Remedy Date
4154,AC38A0ADB7F1AF265A41D771CE79A65C,OUT OF SCHOOL CARE PROGRAM,CAMILLE LE ROUGE SCHOOL AGE,5530 42A  AVENUE,RED DEER,T4N3A8,4033477973,42,Y,2019-02-11,INSPECTION,,,,
4155,B192335172A7D8AC2C0DE89010153546,DAY CARE PROGRAM,MONTREUX CHILDCARE CENTRE,"#3110, 288 ST. MORITZ DRIVE SW",CALGARY,T3H0Z1,4034550170,79,Y,2019-02-11,CONSULTATION,,,,
4156,C058803B37F8E86BD363332E63D5E48B,OUT OF SCHOOL CARE PROGRAM,IT'S A B.L.A.S.T. - PARK MEADOWS SCHOOL,50 MEADOWLARK BLVD.,LETHBRIDGE,T1H4H4,4033203988,100,Y,2019-02-11,RENEWAL LICENCE INSPECTION,,,,
4157,C51543D53F9FC962DF613954C7B6C43C,OUT OF SCHOOL CARE PROGRAM,IT'S A B.L.A.S.T.  - ECOLE AGNES DAVIDSON SCHOOL,2103 - 20 ST. SOUTH,LETHBRIDGE,T1K2G7,4033203988,100,Y,2019-02-11,RENEWAL LICENCE INSPECTION,,,,
4158,E1259E3074D0DCBC62D96E149EE21A41,OUT OF SCHOOL CARE PROGRAM,MONTREUX CHILD CARE CENTRE,3110 288 ST. MORITZ DR SW,CALGARY,T3H0Z1,4034550170,15,Y,2019-02-11,CONSULTATION,,,,
4159,E42E4FBCE64C61DE683BC1AF45B5FE41,OUT OF SCHOOL CARE PROGRAM,CHRISTOPHER ROBIN'S PLAYHOUSE & CHILDCARE CENTRE,609 4TH AVENUE NORTH,COCHRANE,T4C1B5,4038515010,77,Y,2019-02-11,RENEWAL LICENCE INSPECTION,,,,
4160,E64365664375494942AC048CDC8E30D2,DAY CARE PROGRAM,REMINGTON YMCA CHILD DEVELOPMENT CENTRE,108 QUARRY PARK ROAD SE,CALGARY,T2C5R1,4033518287,63,Y,2019-02-11,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4161,EBD43F27B12D8F966629562EC276A2CD,DAY CARE PROGRAM,LOTSA TOTS WEST,6950A TAYLOR DRIVE,RED DEER,T4P0Z7,4039866364,42,Y,2019-02-11,INSPECTION,10(1)(b) - Medication - medication in original labelled container,SCHEDULE 1 - DAY CARE PROGRAM,VERBAL WARNING,2019-02-22
4162,EBD43F27B12D8F966629562EC276A2CD,DAY CARE PROGRAM,LOTSA TOTS WEST,6950A TAYLOR DRIVE,RED DEER,T4P0Z7,4039866364,42,Y,2019-02-11,INSPECTION,10(3)(a) - Medication - all medication stored in locked container,SCHEDULE 1 - DAY CARE PROGRAM,VERBAL WARNING,2019-02-12
4163,F5F795AFFE0407261B42C645F2C517ED,OUT OF SCHOOL CARE PROGRAM,CRAYON ACADEMY INC OSC & BEFORE AND AFTER SCHOOL CARE,1001 ELM STREET SE,MEDICINE HAT,T1A1C2,4035949487,35,Y,2019-02-11,INSPECTION,,,,
4164,00E5DFB9A44310DB04B841EBAE390815,OUT OF SCHOOL CARE PROGRAM,KIDS COVE OUT OF SCHOOL CARE,14928 45 AVENUE,EDMONTON,T6H5T5,7807617266,40,Y,2019-02-12,COMPLAINT INVESTIGATION,7(2) - Incident Reporting - report each incident to director in manner required by director,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,ORDER TO REMEDY,2019-02-22
4165,00F0299BEAE83935F1F8BD1C4E368114,OUT OF SCHOOL CARE PROGRAM,JUST'N OUT OF SCHOOL CARE OUR LADY OF MT. CARMEL,10524 76 AVENUE,EDMONTON,T6E1L3,7806558344,27,N,2019-02-12,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4166,11B44074583E0D11989BA2BC90DDE26A,DAY CARE PROGRAM,ANNE'S KINDER KASTLE,7909 82 AVENUE,EDMONTON,T6C0Y1,7804883336,44,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4167,1393A9117B3A8CE86AE58A3487A83117,DAY CARE PROGRAM,KIDS & COMPANY - AIRDRIE,"SUITE 101, 800 YANKEE VALLEY BLVD. SW",AIRDRIE,T4B3Y2,4039807717,108,Y,2019-02-12,COMPLAINT INVESTIGATION,,,,
4168,1F29EEAE0B16AB9E069F7F96E10AF785,OUT OF SCHOOL CARE PROGRAM,YMCA MONTROSE CHILD CARE,6431 98 STREET,GRANDE PRAIRIE,T8W2H3,7808147178,52,Y,2019-02-12,INSPECTION,9(b) - Duty to post report,ACT,VERBAL WARNING,2019-02-13
4169,3AC61F1164EDA42DE25D8EFD9596ECFF,PRE-SCHOOL PROGRAM,KINGS KIDS PRESCHOOL,2640 RUNDLELAWN RD. NE,CALGARY,T1Y5X3,4032854855,32,,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4170,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,2(1) - Day Care Program - program in keeping with needs of children,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-03-20
4171,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,22(1)(b) - Children's Records - completed enrollment form,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4172,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,"22(1)(d) - Children's Records - name, address and telephone number of emergency contact person",SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4173,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,23(1)(b)(i) - Administration Records - daily attendance of primary staff member includes arrival and departure,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4174,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,23(1)(b)(ii) - Administration Records- daily attendance of primary staff member includes hours spent providing child care,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4175,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,24(a) - Portable Record- for child as per Section 22,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4176,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,24(b) - Portable Record - telephone numbers of local emergency response and poison control,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4177,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,27(1)(a) - Ratios and Maximum Group Size - minimum primary staff member to child ratio,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-02-28
4178,3DEA9002C0A99B79A0AE27ED8C40649C,DAY CARE PROGRAM,CYPRESS MONTESSORI BILINGUAL ACADEMY,101 6 STREET SE,MEDICINE HAT,T1A1G7,4035803010,62,N,2019-02-12,RENEWAL LICENCE INSPECTION,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 1 - DAY CARE PROGRAM,CONDITIONS ON LICENCE,2019-03-20
4179,43458EB7F8786203A3573E75AEDCBBF0,OUT OF SCHOOL CARE PROGRAM,KINGS KIDS OUT OF SCHOOL CARE,2640 RUNDLELAWN RD NE,CALGARY,T1Y5X3,4032854855,56,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4180,51FDBF96D20C3BC51239349AC09C2AE3,OUT OF SCHOOL CARE PROGRAM,124 STREET GOLDSTAR OUT OF SCHOOL CARE,10539 124 STREET NW,EDMONTON,T5N1R8,7802490124,41,N,2019-02-12,INITIAL LICENCE INSPECTION,,,,
4181,5410B9ECD60DFDA05E3817A33408405B,DAY CARE PROGRAM,SHINING START DAYCARE INC.,7814 83 STREET NW,EDMONTON,T6C2Y8,5874540260,40,N,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4182,58525D9A4A2A7E098FAFE292BDF6D597,PRE-SCHOOL PROGRAM,DRAYTON VALLEY PRESCHOOL,4813 49 AVENUE,DRAYTON VALLEY,T7A1J2,7805424313,25,,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4183,5EA9BDBE55D9E868052D0B41B8538929,DAY CARE PROGRAM,KINDER ACADEMY DAYCARE,11203 97 STREET,EDMONTON,T5G1X2,7808193254,27,N,2019-02-12,INITIAL LICENCE INSPECTION,,,,
4184,697AABC3E6E457D778F65AFEF18E8868,OUT OF SCHOOL CARE PROGRAM,IT'S A B.L.A.S.T. - FLEETWOOD BAWDEN,1222 - 9 AVE. SOUTH,LETHBRIDGE,T1J1V4,4033203988,85,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4185,6A433253B701BFC7B1BDBBEBB1E17758,OUT OF SCHOOL CARE PROGRAM,BGC OF STRATHCONA COUNTY - DAVIDSON CREEK,360 DAVENPORT DRIVE,SHERWOOD PARK,T8H1Y1,7804161500,80,N,2019-02-12,INSPECTION,,,,
4186,70FD91CC3F83A6A98A6B212E73DF1415,DAY CARE PROGRAM,LEARN-N-SHARE DAY CARE,1498 KNOTTWOOD ROAD NORTH,EDMONTON,T6K2K1,7802935258,23,Y,2019-02-12,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4187,7936852A46C75C28DC039657E5A5D7A4,PRE-SCHOOL PROGRAM,AKIVA  ACADEMY,140 HADDON RD SW,CALGARY,T2V2Y3,4032581312,43,,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4188,827E2560155F26DC268BC20744FD1CA7,OUT OF SCHOOL CARE PROGRAM,CHILD'S PLAY OUT OF SCHOOL CARE @ ST. LUKE,1232 NORTHMOUNT DRIVE NW,CALGARY,T2L0E1,5872289520,100,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4189,8290F83CED6CE3E65ED5F0224414AAE3,PRE-SCHOOL PROGRAM,CONSORT PLAYSCHOOL SOCIETY,5231 50 STREET,CONSORT,T0C1B0,4035773654,23,,2019-02-12,INSPECTION,,,,
4190,895FB0B21D05FA18C4A094E19837107B,DAY CARE PROGRAM,MONTESSORI CHILDREN'S HOUSE,343 CAMBRIDGE ST. SE,MEDICINE HAT,T1A0S9,4039526088,42,Y,2019-02-12,CONSULTATION,,,,
4191,8BFCB691A340389E65746ECAC6B925D2,PRE-SCHOOL PROGRAM,MCKENZIE LAKE CHILDCARE,16198 MCKENZIE LAKE WAY SE,CALGARY,T2Z1L7,4032573263,25,,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4192,93DDB4455F0E64E831300FD0455E28CA,DAY CARE PROGRAM,124 STREET GOLDSTAR DAYCARE,10539 124 STREET NW,EDMONTON,T5Z0N5,7802490124,64,N,2019-02-12,INITIAL LICENCE INSPECTION,,,,
4193,A071B9F8D0451EE36B0388B3F0A3A5C2,OUT OF SCHOOL CARE PROGRAM,RANCHLANDS CHILDREN COME FIRST ASSOCIATION,7713 RANCHVIEW DRIVE NW,CALGARY,T3G2B3,4032413052,77,Y,2019-02-12,COMPLAINT INVESTIGATION,,,,
4194,A2AABC3A4DA2EC13765A832F8DB41F12,DAY CARE PROGRAM,KIDS COVE DAYCARE,14928 45 AVENUE,EDMONTON,T6H5T5,7807617266,132,Y,2019-02-12,COMPLAINT INVESTIGATION,,,,
4195,ACC13F13A7B8A86AC4AF2D1F05D8E4F1,OUT OF SCHOOL CARE PROGRAM,MCKENZIE LAKE CHILDCARE,16198 MCKENZIE LAKE WAY SE,CALGARY,T2Z1L7,4032571823,90,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4196,BC4F5564B205FA4043A80E219F0891DA,OUT OF SCHOOL CARE PROGRAM,MAPLE ROOTS OOSC GLAMORGAN,4207 41 AVE SW,CALGARY,T3E4W3,4032001378,50,Y,2019-02-12,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4197,C5603F4019C36E4E3014B8DC2621E23E,PRE-SCHOOL PROGRAM,RANCHLANDS CHILDREN COME FIRST ASSOCIATION,7713 RANCHVIEW DRIVE NW,CALGARY,T3G2B3,4032413052,35,,2019-02-12,COMPLAINT INVESTIGATION,,,,
4198,C7099CB482DBA018B08DA18BAE63AFE2,OUT OF SCHOOL CARE PROGRAM,KIDS & COMPANY - AIRDRIE,"SUITE 101, 800 YANKEE VALLEY BLVD. SW",AIRDRIE,T4B3Y2,4039807717,20,Y,2019-02-12,COMPLAINT INVESTIGATION,25(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 4 - OUT OF SCHOOL CARE PROGRAM,VERBAL WARNING,2019-02-15
4199,CAA4B0258EE0F3D9CB27D8B74ABCB763,OUT OF SCHOOL CARE PROGRAM,KIDS & COMPANY ROYAL OAK OUT OF SCHOOL,"2114, 8650 - 112 AVENUE NW",CALGARY,T3R0R5,5873509213,20,N,2019-02-12,INCIDENT REPORT,,,,
4200,D425696F5EB0EA3B0425C2285EFC8396,DAY CARE PROGRAM,OPPORTUNITY CHILDCARE-RED EARTH,111 SANDY LANE,RED EARTH CREEK,T0G1X0,7806493400,32,Y,2019-02-12,INSPECTION,,,,
4201,D8CF2B18ACC3A2D3EC58FE67CF09B472,DAY CARE PROGRAM,AKIVA  ACADEMY,140 HADDON RD SW,CALGARY,T2V2Y3,4032592808,20,Y,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4202,DAE69BB1FE5C007511BB7FD3EAB8CA7A,OUT OF SCHOOL CARE PROGRAM,KINDER ACADEMY OSC,11203 - 97 STREET NW,EDMONTON,T5G1X2,7808193254,5,N,2019-02-12,INITIAL LICENCE INSPECTION,,,,
4203,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,6(1)(a) - Notice of Changes- comply with plan,REGULATION,ORDER TO REMEDY,2019-02-25
4204,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,10(1)(c) - Medication - administered according to labelled directions,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4205,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,10(2)(a) - Medication - name of medication is recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4206,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,10(2)(c) - Medication - the amount of medication administered recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4207,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,10(2)(d) - Medication - the initials of the person administering recorded,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4208,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,22(1)(g) - Children's Records - other information about the child including allergies and immunizations,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4209,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,23(1)(c)(ii) - Administration Records - evidence of first aid certificate for primary staff and supervisor,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4210,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,23(2)(a) - Administration Records- available for inspection by director at all times,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4211,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,24(a) - Portable Record- for child as per Section 22,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4212,E9D301BEFAE7E6DBE0079A5543CA2A7C,DAY CARE PROGRAM,YMCA ST. JOHN PAUL II CHILD CARE,300 ARBOUR HILLS BLVD.,GRANDE PRAIRIE,T8X0V2,7809780297,24,Y,2019-02-12,INCIDENT REPORT,26(2)(a) - Program Supervisor - not on premises has designated alternate,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-02-25
4213,F69D82613D61C84DFF6B1D243D5AE7CA,PRE-SCHOOL PROGRAM,ST. ANTHONY LITTLE ANGELS CATHOLIC PRESCHOOL,4921-43 STREET,DRAYTON VALLEY,T7A1P5,7805424396,25,,2019-02-12,RENEWAL LICENCE INSPECTION,,,,
4214,0BB3F4FDE51624A4E892828D1D28DB70,DAY CARE PROGRAM,KIDZ JUNCTION DAYCARE,722 91 STREET SW,EDMONTON,T6X0E4,7807050033,50,Y,2019-02-13,INSPECTION,,,,
4215,164C05AD1F2FDFF56A1FF303033C5F28,DAY CARE PROGRAM,MOM'S DREAM DAYCARE,9004 153 AVENUE NW,EDMONTON,T5Z3L6,5879263865,30,N,2019-02-13,INSPECTION,,,,
4216,1826084E550BC8360D6D408946DD4688,DAY CARE PROGRAM,KEPLER ACADEMY EARLY LEARNING AND CHILDCARE INC.,10123 99 STREET,EDMONTON,T5J3H1,7802246459,72,N,2019-02-13,COMPLAINT INVESTIGATION,,,,
4217,1F29EEAE0B16AB9E069F7F96E10AF785,OUT OF SCHOOL CARE PROGRAM,YMCA MONTROSE CHILD CARE,6431 98 STREET,GRANDE PRAIRIE,T8W2H3,7808147178,52,Y,2019-02-13,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4218,1FE46959793F3900318A4CD33462120D,OUT OF SCHOOL CARE PROGRAM,FLEDGLINGS EDUCARE CENTRE,"#4, 1110 CANTERBURY DRIVE SW",CALGARY,T2W3P5,4032382441,17,Y,2019-02-13,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4219,1FE46959793F3900318A4CD33462120D,OUT OF SCHOOL CARE PROGRAM,FLEDGLINGS EDUCARE CENTRE,"#4, 1110 CANTERBURY DRIVE SW",CALGARY,T2W3P5,4032382441,17,Y,2019-02-13,INSPECTION,,,,
4220,34FB73D817B2BF4877662720FF3BFE7A,OUT OF SCHOOL CARE PROGRAM,YMCA ELIZABETH FINCH OUT OF SCHOOL CARE,13815 160 AVENUE,EDMONTON,T6V0C9,7809834237,55,Y,2019-02-13,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4221,38D6DB67AF468D104CD47CFCC9238073,DAY CARE PROGRAM,KIDS & COMPANY - ROYAL OAK,"7243, 8650 - 112 AVENUE NW",CALGARY,T3R0R5,5873509213,127,Y,2019-02-13,INCIDENT REPORT,,,,
4222,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,6(1)(a) - Notice of Changes- comply with plan,REGULATION,ORDER TO REMEDY,2019-03-01
4223,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,16(b) - Layout of Premises - area used for child care is conducive to effective supervision,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4224,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,20(a)(i) - Indoor Furnishings and Equipment - safe and in good repair,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4225,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,23(1)(a) - Administration Records- particulars of daily attendance of each child including arrival and departure,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4226,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,23(1)(b)(i) - Administration Records - daily attendance of primary staff member includes arrival and departure,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4227,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,23(1)(b)(ii) - Administration Records- daily attendance of primary staff member includes hours spent providing child care,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4228,3A754C239E26112828F544A0E1D5FE7B,DAY CARE PROGRAM,QUEEN ELIZABETH II CHILD CARE CENTRE,10409 - 98 STREET,GRANDE PRAIRIE,T8V2E8,7805387377,50,Y,2019-02-13,INSPECTION,28(1)(b) - Minimum staffing and general supervision - children at all times supervised,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-01
4229,3BBA54FA4FF5E27C66C6745850643C6A,DAY CARE PROGRAM,CANMORE COMMUNITY DAY CARE,606B -  7 AVE,CANMORE,T1W2H5,4036785762,90,Y,2019-02-13,RENEWAL LICENCE INSPECTION,24(b) - Portable Record - telephone numbers of local emergency response and poison control,SCHEDULE 1 - DAY CARE PROGRAM,VERBAL WARNING,2019-02-15
4230,3D6D2466F6B739D707F39D7797FD35E3,DAY CARE PROGRAM,RAINBOW CHILDCARE,101 GREGOIRE CRESCENT,FORT MCMURRAY,T9H2L3,7807436341,23,Y,2019-02-13,RENEWAL LICENCE INSPECTION,,,,
4231,3F9DA29B28CA4A2669839B4C0E6ECA7C,OUT OF SCHOOL CARE PROGRAM,THE LEARNING SEED AFTERSCHOOL PROGRAM,13620 93 STREET,EDMONTON,T5E4E3,7807587778,25,Y,2019-02-13,RENEWAL LICENCE INSPECTION,,,,
4232,47CC97358C3C501240205A422A5756B6,INNOVATIVE CHILD CARE PROGRAM,STRATHCONA SHELTER CHILD CARE PROGRAM,SEE FILE,SHERWOOD PARK,,7804647233,20,,2019-02-13,INSPECTION,,,,
4233,5BCD225DF80AF5473E7BBB9355B7B515,DAY CARE PROGRAM,THE LEARNING SEED DAYCARE PROGRAM,13620 93 STREET,EDMONTON,T5E4E3,7807587778,101,Y,2019-02-13,RENEWAL LICENCE INSPECTION,,,,
4234,5C1E083B7F4EA613E8ED2CAEE839B857,PRE-SCHOOL PROGRAM,KIDSPLAY PRESCHOOL LTD.,"515 SPRAGUE WAY, SE",MEDICINE HAT,T1B4A7,4035285437,30,,2019-02-13,INSPECTION,,,,
4235,5F1D646C44841BF6E00BAB57117E462A,DAY CARE PROGRAM,LYNNWOOD LEARNING CENTRE,1A 7005 18 ST SE,CALGARY,T2C1Y1,4032940025,118,Y,2019-02-13,INSPECTION,,,,
4236,616FFDF436595DF049002434DD6FA138,DAY CARE PROGRAM,OLIVE TREE LEARNING CENTRE,205 FIR STREET,SHERWOOD PARK,T8A2G6,7804494941,57,N,2019-02-13,INSPECTION,,,,
4237,65289B2E15AA8578D2D59EA06FD61E22,DAY CARE PROGRAM,CLEVER DAYCARE LTD.,3131 - 45 AVE SW,CALGARY,T3E8A7,4034744157,147,Y,2019-02-13,COMPLAINT INVESTIGATION,2(1) - Day Care Program - program in keeping with needs of children,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-04
4238,656D7F9444321078EF4C2C0FE0090D2D,DAY CARE PROGRAM,DELTON EARLY LEARNING,12126 90 STREET NW,EDMONTON,T5B3Z3,7807522229,32,Y,2019-02-13,COMPLAINT INVESTIGATION,27(1)(a) - Ratios and Maximum Group Size - minimum primary staff member to child ratio,SCHEDULE 1 - DAY CARE PROGRAM,ORDER TO REMEDY,2019-03-13
4239,6618578EFD06781E075BA965826B2C02,DAY CARE PROGRAM,FUNFLEX PLAYCARE,"60, 4307 - 130 AVENUE SE",CALGARY,T2Z3V8,4034531242,36,Y,2019-02-13,FOLLOW UP TO ENFORCEMENT ACTION,,,,
4240,6B1E98DE7047B57B6F718E0B770DAE65,OUT OF SCHOOL CARE PROGRAM,DELTON OUT OF SCHOOL CARE,12126 90 STREET,EDMONTON,T5B3Z3,7807522229,29,Y,2019-02-13,COMPLAINT INVESTIGATION,,,,
4241,6CCF010150F941D3A28AED31409B1F98,OUT OF SCHOOL CARE PROGRAM,MONTESSORI CASA - KILLARNEY,2635 - 32 ST SW,CALGARY,T3E2R8,4039908076,33,Y,2019-02-13,RENEWAL LICENCE INSPECTION,,,,
4242,6D38B75E6ACC5110A193FB8329022FAB,OUT OF SCHOOL CARE PROGRAM,LAUGH AND LEARN ACADEMY,"128, 636 KING STREET",SPRUCE GROVE,T7X4K5,7805545934,36,Y,2019-02-13,INSPECTION,,,,
