,EI Code,EI Name,EI Type,Address,EI Designation Date
182,BPSV,Ambrose University,Private Institution,"150 Ambrose Circle SW,  Calgary,  Alberta,  Canada,  (403) 410-2000",1988-12-21
183,BPSY,Reeves College - Edmonton,Private Institution,"#500 ,  10004Jasper Avenue,  Edmonton,  Alberta,  Canada,  (780) 990-1650",2003-11-25
184,BPTA,Robertson College - Calgary,Private Institution,"Suite 100,  2912 Memorial Drive SE,  ,  Calgary,  Alberta,  Canada,  (403) 920-0070",2004-02-18
185,BPTB,Makami College Inc.- Edmonton,Private Institution,"Unit #137, Bonnie Doon Centre,  8330 82 Avenue NW,  ,  Edmonton,  Alberta,  Canada,  (780) 468-3454",2007-12-11
186,BPTC,Centennial Flight Centre Inc.,Private Institution,"Hangar 17,Villeneuve Airport,  26 - 27018 SH633,  Sturgeon County,  Alberta,  Canada,  (780) 451-7676",1988-12-21
187,BPTE,Digital School,Private Institution,"#202 ,  10010 - 100 Street,  Edmonton,  Alberta,  Canada,  (780) 414-0200",2003-05-13
188,BPTG,Clearwater College,Private Institution,"Box 100,  Caroline,  Alberta,  Canada,  4037222225",2004-06-15
189,BPTI,Academy of Learning-Medicine Hat,Private Institution,"115 3030 13 Ave.,  S.E.,  Medicine Hat,  Alberta,  Canada,  (403) 526-5833",2004-08-06
190,BPTJ,Delmar College - Red Deer Campus,Private Institution,"4929-49 Street,  Red Deer,  Alberta,  Canada,  (403) 347-2018",2004-08-19
191,BPTK,Alberta College of Massage Therapy-Fort McMurray,Private Institution,"9908 Penhorwood Street,  Fort McMurray,  Alberta,  Canada,  (877) 768-8400",2004-08-26
192,BPTM,Professional Institute of Massage Therapy,Private Institution,"#310 15 Royal Vista Place NW,  Calgary,  Alberta,  Canada,  (403) 247-4319",2004-11-03
193,BPTO,Alberta College of Massage Therapy-Edmonton,Private Institution,"2nd Floor,  10434 - 122 Street,  Edmonton,  Alberta,  Canada,  (780) 916-6888",2004-11-17
194,BPTS,Professional Medical Associates - Three Hills,Private Institution,"330 - 5th Avenue NE,  Three Hills,  Alberta,  Canada,  780-460-8410",2019-04-02
195,BPTT,Manual Osteopathic College of Canada - Calgary,Private Institution,"#100, 1167 Kensington Crescent,  NW,  Calgary,  Alberta,  Canada,  877 768-8400",2019-04-18
196,BPTU,Ace Career College,Private Institution,"215 ,  100 4 Avenue SW,  Calgary,  Alberta,  Canada,  4035544742",2020-06-03
197,BPTV,Canadian Imperial College,Private Institution,"11525 23 Avenue NW,  Edmonton,  Alberta,  Canada,  7808518834",2019-05-31
198,BPTW,Cree8iv Ink Training,Private Institution,"10024 100 Avenue,  Grande Prairie,  Alberta,  Canada,  7808317387",2019-05-31
199,BPTX,The Royal Alberta College,Private Institution,"Room 150 10045 156 Street,  The Orange Hub,  Edmonton,  Alberta,  Canada,  7808874973",2019-05-31
200,BPTY,Visionary Centre for the Performing Arts,Private Institution,"2804 Calgary Trail NW,  Edmonton,  Alberta,  Canada,  7804604430",2019-05-31
201,BPTZ,Visual College of Art and Design of Calgary,Private Institution,"100 1035 7th Avenue SW,  Calgary,  Alberta,  Canada,  4033511022",2019-05-31
202,BPUA,MCG Career College - Calgary,Private Institution,"Unit 220, 4774 Westwinds Drive,  NE,  Calgary,  Alberta,  Canada,  (403) 993-7108",2019-07-08
203,BPUB,QCom College of Technology (QCT),Private Institution,"417 14 Street NW,  Calgary,  Alberta,  Canada,  403-460-7080",2019-07-30
204,BPUC,East-West College,Private Institution,"10541 106 Street NW,  Edmonton,  Alberta,  Canada,  587-438-2955",2019-07-31
205,BPUD,Alison College,Private Institution,"#201, 221-18 Street SE,  Calgary,  Alberta,  Canada,  (778) 991-2884",2019-08-09
206,BPUE,Glenbow College,Private Institution,"100, 940 6th Ave SW,  Calgary,  Alberta,  Canada,  (403) 681-9296",2019-08-22
207,BPUF,East-West College of Business & Technology - Calgary City Centre,Private Institution,"Suite 315, 505-8th Ave SW,  Calgary,  Alberta,  Canada,",2019-11-06
208,BPUG,Capstone Edge College,Private Institution,"202A, 2750 22 Street NE,  Calgary,  Alberta,  Canada,  (403)903-1383",2019-11-18
209,BPUH,Manual Osteopathic College of Canada – Grande Prairie,Private Institution,"#201, 11402 100 St ,  Grande Prairie,  Alberta,  Canada,  1-877-768-8400",2019-11-18
210,BPUI,Manual Osteopathic College of Canada – Lloydminster,Private Institution,"Bay 1A, 5712 44 St,  Lloydminster,  Alberta,  Canada,  1-877-768-8400",2019-11-18
211,BPUJ,Risio Institute for Digital Dental Education,Private Institution,"550, 433 Marlborough Way NE,  Calgary,  Alberta,  Canada,  403-401-1734",2019-11-19
212,BPUK,GD College,Private Institution,"108-1935 27 Ave NE,  Calgary,  Alberta,  Canada,  (403) 991-8211",2019-11-19
213,BPUM,Professional Institute of Massage Therapy Calgary,Private Institution,"#310, 15 Royal Vista Place NW,  Calgary,  Alberta,  Canada,",2019-11-28
214,BPUN,Calgary-Okotoks Flying School Inc.,Private Institution,"2 Winters Way,  Okotoks,  Alberta,  Canada,  587) 894-2549",2019-12-10
215,BPUO,Prairie Western College,Private Institution,"915 33 Street NE,  Calgary,  Alberta,  Canada,",2020-01-07
216,BPUP,Sundance College - Edmonton,Private Institution,"200, 10115 - 100A STREET,  EDMONTON,  Alberta,  Canada,",2020-01-27
217,BPUQ,Academy of Learning Airdrie,Private Institution,"#203, 28 Gateway Drive NE,  Airdrie,  Alberta,  Canada,",2020-03-23
218,BPUR,Reeves College Edmonton South,Private Institution,"Unit 103, 9910 39th Avenue,  Edmonton,  Alberta,  Canada,",2020-04-27
219,BPUS,Adventure Aviation Inc,Private Institution,"Alberta,  Canada,",
220,BPUT,Brookes College,Private Institution,"#210, 6424-36 Street NE,  Calgary,  Alberta,  Canada,  403-702-6729",2020-08-11
221,BPUU,Hamptons College,Private Institution,"202,4015- 17 Avenue SE,  Calgary,  Alberta,  Canada,  403-919-1429",2020-08-11
222,BPUV,Beauty Maker Institute,Private Institution,"5751 Signal Hill Centre SW,  Calgary,  Alberta,  Canada,  403-608-7705",2020-09-16
223,BPUW,FOOTHILLS HELICOPTER TRAINING ACADEMY LTD,Private Institution,"Unit 15, 4 Winters Way,  Okotoks,  Alberta,  Canada,  403-969-5524",2020-09-16
224,BPUX,Hair Inc. Academy,Private Institution,"8107 104 Street,  Edmonton,  Alberta,  Canada,  780-700-0279",2020-09-16
225,BPUY,AGA Academy,Private Institution,"1111 - 33 Street NE,  Calgary,  Alberta,  Canada,  (403) 598-5865",2020-10-02
226,BPUZ,Reeves College - Edmonton North,Private Institution,"Units 174 and 200,  Northtown Mall,  9450 - 137 Avenue,  Edmonton,  Alberta,  Canada,  587-442-1098",2020-10-06
227,BPVA,Reeves College - Calgary South,Private Institution,"9, 6624 Centre Street SE,  Calgary,  Alberta,  Canada,  1-877-915-7288",2020-10-08
228,BUAA,University of Alberta,University,"Office of the Registrar ,  201B Adminstration Bldg,  11380 - 89 Ave NW ,  Edmonton,  Alberta,  Canada,  (780) 492-3723",1988-12-21
229,BUAB,Athabasca University,University,"1 University Drive,  Office Of The Registrar,  Athabasca,  Alberta,  Canada,  (403) 675-6168",1988-08-24
230,BUAC,University of Calgary,University,"Fee/Cashiers' Office,  2500 University Drive NW,  Calgary,  Alberta,  Canada,  (403) 220-5706",1988-12-21
231,BUAD,University of Lethbridge,University,"4401 University Dr.,  Lethbridge,  Alberta,  Canada,  4033292000",1988-12-21
232,BUAM,Concordia University of Edmonton,University,"7128 Ada Boulevard,  Edmonton,  Alberta,  Canada,  (403) 479-8481",1988-12-21
233,BUAO,"King's University,The",University,"9125 - 50th Street,  Edmonton,  Alberta,  Canada,  (780) 428-0727",1988-12-21
234,BVAH,Keyano College,Technical and Vocational,"8115 Franklin Ave.,  Fort Mcmurray,  Alberta,  Canada,  (780) 791-4800",1988-12-21
235,BVAI,Northern Alberta Institute of Technology,Technical and Vocational,"11762 - 106th Street,  Edmonton,  Alberta,  Canada,  (780) 471-6248",1988-12-21
236,BVAJ,Olds College,Technical and Vocational,"4500-50th St.,  Olds,  Alberta,  Canada,  4035568281",1988-12-21
237,BVAL,Southern Alberta Institute of Technology,Technical and Vocational,"1301 16 Ave. N.W.,  Calgary,  Alberta,  Canada,  4032848702",1988-12-21
238,BVAM,Lakeland College,Technical and Vocational,"5707 47 Avenue West,  Vermillion,  Alberta,  Canada,  (780) 853-8400",1988-12-21
239,BVAP,Banff Centre,Technical and Vocational,"C/O Accounts Receivable,  P.O. Box 1020, Stn 51,,  107 Tunnel Mountain Drive,  Banff,  Alberta,  Canada,  4037626184",1988-12-21
240,BVAY,Alberta University of the Arts,Technical and Vocational,"1407 14th Ave., N.W.,  Calgary,  Alberta,  Canada,  (403) 284-7634",1988-12-21
241,BZAA,Yellowhead Tribal College,Miscellaneous,"10045-156 Street,  The Orange Hub,  Edmonton,  Alberta,  Canada,  (780) 484-0303",2016-09-08
