,EI Code,EI Name,EI Type,Address,EI Designation Date
186,AQCH,Acsenda School of Management,Private Institution,"200-666 Burrard Street,  Vancouver,  British Columbia,  Canada,  (604) 439-5111",2005-03-31
187,AQCL,Metropolitan Community College,Private Institution,"900 - 549 HOWE STREET,  Vancouver,  British Columbia,  Canada,  (604) 320-3332",2012-08-22
188,AQCN,Vancouver Animation School,Private Institution,"270-5489 Byrne Road,  Burnaby,  British Columbia,  Canada,  (604)6121171",2016-02-05
189,AQCO,CG Masters School of 3D Animation & VFX,Private Institution,"323 - 800 Carnarvon Street,  New Westminister,  British Columbia,  Canada,  (604)553-2462",2016-03-30
190,AQCQ,Western Community College,Private Institution,"201-209 8318 120 Street,  Surrey,  British Columbia,  Canada,  (604)594-3500",2016-03-30
191,AQCS,Millar College of the Bible - Sunnybrae,Private Institution,"3915 Sunnybrae Canoe Pt Road,  Tappen,  British Columbia,  Canada,",2016-08-15
192,AQCT,Senniyo Aesthetics International School,Private Institution,"7300 Westminister Hwy,  Richmond,  British Columbia,  Canada,  (604)244-7633",2016-09-26
193,AQCV,Madlab School of Fitness,Private Institution,"1980 Clark Dr,  Vancouver,  British Columbia,  Canada,  (604)253-1261",2016-12-02
194,AQCW,Medical Reception College - Vancouver,Private Institution,"820 - 605 Robson Street,  Vancouver,  British Columbia,  Canada,  (403)701-2837",2016-12-02
195,AQCX,Victoria Academy of Dramatic Arts,Private Institution,"114-840 Humboldt St.,  Victoria,  British Columbia,  Canada,  (250)580-2588",2016-12-02
196,AQCY,In Focus Film School,Private Institution,"1-306 Abbott Street,  Vancouver,  British Columbia,  Canada,",2017-03-07
197,AQCZ,Sprott Shaw College - Chilliwack,Private Institution,"45860 Cheam Avenue,  Chilliwack,  British Columbia,  Canada,",2017-04-03
198,AQDA,Sprott Shaw College - Vancouver Seymour,Private Institution,"541 Seymour Street,  Vancouver ,  British Columbia,  Canada,",2017-04-03
199,AQDB,Sprott Shaw College - Vancouver Pender,Private Institution,"200-789 West Pender Street,  Vancouver,  British Columbia,  Canada,",2017-04-04
200,AQDC,Career City College,Private Institution,"201-1634 Harvey Avenue,  Kelowna,  British Columbia,  Canada,  (250) 317-2222",2017-07-10
201,AQDD,Pacific Link College - Surrey,Private Institution,"201-10090 152 Streeet,  Surrey,  British Columbia,  Canada,",2017-09-05
202,AQDE,Infofit Educators,Private Institution,"102-1687 West Broadway,  Vancouver,  British Columbia,  Canada,",2017-09-05
203,AQDG,Sterling College,Private Institution,"200-1111 Melville Steet,  Vancouver,  British Columbia,  Canada,  604 736-8000",2017-10-16
204,AQDH,Ashton College - Abbotsford,Private Institution,"110-30475 Cardinal Ave,  Abbotsford,  British Columbia,  Canada,  604 625-1150",2017-10-17
205,AQDJ,Create Career College - Burnaby,Private Institution,"650-4789 Kingsway,  Burnaby,  British Columbia,  Canada,",2017-11-27
206,AQDK,Heritage Community College,Private Institution,"8166 128 Street, Unit 110,  Surrey,  British Columbia,  Canada,",2017-12-07
207,AQDL,Canadian Vocational Training Center,Private Institution,"201 Victoria Steet,  Prince George,  British Columbia,  Canada,  250 596-1575",2018-01-11
208,AQDO,Sterling College - Surrey,Private Institution,"320 - 10362 King George Blvd,  Surrey,  British Columbia,  Canada,",2018-04-20
209,AQDQ,Drake Medox College - Surrey,Private Institution,"10590 King George Boulevard,  Surrey,  British Columbia,  Canada,  604-930-4517",2018-07-19
210,AQDR,Centre of Arts and Technology - Surrey,Private Institution,"10060 King George Blvd,  Surrey,  British Columbia,  Canada,",2018-08-10
211,AQDS,Focus College - Surrey,Private Institution,"105, 13655 104th Avenue,  Surrey,  British Columbia,  Canada,",2018-10-04
212,AQDT,Coquitlam College - Surrey,Private Institution,"C350 9801 King George Road,  Surrey,  British Columbia,  Canada,",2018-11-16
213,AQDU,Canadian Film and Television Institute,Private Institution,"150-13151 Vanier Place,  Richmond,  British Columbia,  Canada,",2019-03-18
214,AQDV,First College - Kelowna,Private Institution,"532 Leon Ave,  2nd Floor,  Kelowna,  British Columbia,  Canada,",2019-05-08
215,AQDW,Lighthouse Labs - Vancouver,Private Institution,"600-401 W Georgia St,  Vancouver,  British Columbia,  Canada,",2019-05-16
216,AQDY,Body Bar Academy,Private Institution,"#123 3237 King George Blvd,  Surrey,  British Columbia,  Canada,",2019-11-19
217,AQDZ,Canada College Vancouver,Private Institution,"300 - 900 Burrard St.,  Vancouver,  British Columbia,  Canada,",2019-11-19
218,AQEA,Rayway Operator Training School Ltd.,Private Institution,"1123 272 Street,  Aldergrove,  British Columbia,  Canada,",2019-11-28
219,AQEB,BrainStation,Private Institution,"455 Granville Street,  Suite 400,  Vancouver,  British Columbia,  Canada,",2020-04-30
220,AQEC,Tamwood Careers,Private Institution,"200-900 West Pender St.,  Vancouver,  British Columbia,  Canada,",2020-06-04
221,AQED,Columbia Paramedic Academy - Langley,Private Institution,"10-8948 202nd Street,  Langley,  British Columbia,  Canada,",2020-07-10
222,AQEE,Columbia Paramedic Academy - Victoria,Private Institution,"5 - 3948 Quadra Street,  Victoria,  British Columbia,  Canada,",2020-07-10
223,AQEF,Northeastern University - Vancouver,Private Institution,"333 Seymour Street, 8th Floor,  Vancouver,  British Columbia,  Canada,",2020-08-27
224,AQEG,On The Mic Training,Private Institution,"101 Powell Street,  Vancouver,  British Columbia,  Canada,",2020-08-31
225,AQEH,Story Institute,Private Institution,"320 - 640 W. Broadway,  Vancouver,  British Columbia,  Canada,",2020-09-04
226,AQEI,Collège Éducacentre,Private Institution,"842 Thurlow St.,  Vancouver,  British Columbia,  Canada,",2020-09-11
227,AQEJ,Canadian School of Natural Nutrition - Vancouver Island,Private Institution,"#208 3045 Douglas Street,  Victoria,  British Columbia,  Canada,",2020-10-06
228,AUAA,University of British Columbia (UBC),University,"Student Financial Aid & Awards,  Brock Hall,  1036 - 1874 East Mall,  Vancouver,  British Columbia,  Canada,  (604)822-5111",1988-12-21
229,AUAE,Simon Fraser University,University,"Mbc 3200,  Office Of The Registrar,  8888 University Drive,  Burnaby,  British Columbia,  Canada,  (778) 782-3111",1988-12-21
230,AUAF,University of Victoria,University,"Student Awards ,  Financial Aid Office,  P.O. Box 3025,  Victoria,  British Columbia,  Canada,  (250)721-8423",1988-12-21
231,AUAG,University of Northern British Columbia,University,"3333 University Way,  Prince George,  British Columbia,  Canada,  2509606363",1992-10-23
232,AUAJ,Royal Roads University,University,"2005 Sooke Rd.,  Victoria,  British Columbia,  Canada,  (250) 391-2511",1989-07-18
233,AUAP,Thompson Rivers University,University,"Financial Aid & Awards,  900 McGill Road,  Kamloops,  British Columbia,  Canada,  (250) 828-5024",2005-09-07
234,AUAV,Capilano University,University,"2055 Purcell Way,  North Vancouver,  British Columbia,  Canada,  (604) 986-1911",2008-05-15
235,AUAW,Emily Carr University of Art + Design,University,"520 E 1 Avenue,  Vancouver,  British Columbia,  Canada,  (604) 844-3081",2008-05-15
236,AUAX,Kwantlen Polytechnic University,University,"12666 72 Avenue,  Surrey,  British Columbia,  Canada,  (604) 599-2040",2008-05-15
237,AUAY,University of the Fraser Valley,University,"33844 King Road,  Abbotsford,  British Columbia,  Canada,  (604) 504-7441",2008-05-15
238,AUAZ,Vancouver Island University,University,"900 5th Street,  Nanaimo,  British Columbia,  Canada,  (250) 753-3245",2008-05-15
239,AVAA,British Columbia Institute of Technology,Technical and Vocational,"3700 Willingdon Ave.,  Burnaby,  British Columbia,  Canada,  (604) 432-8555",1988-12-21
240,AVAD,Vancouver Community College,Technical and Vocational,"250 West Pender St.,  City Centre,  Vancouver,  British Columbia,  Canada,  (604) 443-8408",1988-12-21
241,AVAG,Body Bar Laser Academy,Technical and Vocational,"123 3237 King George Blvd,  Surrey,  British Columbia,  Canada,",2019-08-14
242,AVAH,Ocean Quest Watersports Ltd.,Technical and Vocational,"#107 3790 Canada Way,  Burnaby,  British Columbia,  Canada,",2019-08-14
243,AVAI,Cambria College - Vancouver,Technical and Vocational,"549 Howe Street,  Vancouver,  British Columbia,  Canada,  6044165522",2019-08-28
244,AVAJ,CodeCore College - New Westminster,Technical and Vocational,"#600-628 6th Ave,  New Westminster,  British Columbia,  Canada,  6048094426",2019-08-28
245,AVAK,Medical Reception College - Langley,Technical and Vocational,"#301 20644 Eastleigh Crescent,  Langley,  British Columbia,  Canada,",2019-08-28
246,AVAL,Q College - Vancouver,Technical and Vocational,"700-333 Terminal Ave,  Vancouver,  British Columbia,  Canada,",2019-08-28
247,AVAM,Lighthouse Labs - Victoria,Technical and Vocational,"838 Fort Street,  Victoria,  British Columbia,  Canada,",2019-09-18
248,AVAO,The Cut Fashion Design Academy,Technical and Vocational,"1888 West 1st Avenue,  Vancouver,  British Columbia,  Canada,",2019-10-04
249,AVAX,Justice Institute of British Columbia,Technical and Vocational,"715 Mcbride Blvd.,  New Westminster,  British Columbia,  Canada,  (604)528-5588",1993-02-22
250,AVBA,Nicola Valley Institute of Technology,Technical and Vocational,"Main Campus,  4155 Belshaw Street,  Merritt,  British Columbia,  Canada,  2503783300",1995-09-01
